Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  10,,,,,,
Start Date:  10 December 2023,,,,,,
End Date: 06 January 2024,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
RFL (IINFRASTRUCTURE) LTD,EDMUNDSON ELECTRICAL LTD,Building Maintenance & Repairs,1025/5110372763,27 Dec 23,"4,215.00",
RFL (IINFRASTRUCTURE) LTD,EDMUNDSON ELECTRICAL LTD,Building Maintenance & Repairs,1025/5110368728,20 Dec 23,"2,727.40",
LONDON UNDERGROUND LTD,Edmundson Electrical Ltd,Civil Engineering Construction Works,1005/5110372870,20 Dec 23,"2,284.00",
LONDON UNDERGROUND LTD,EDMUNDSON ELECTRICAL LTD,Maintenance Materials,1005/5110366761,18 Dec 23,417.60,
RFL (IINFRASTRUCTURE) LTD,EE Limited,Manage IT Services,1025/5110377357,19 Dec 23,"8,534.50",
RFL (IINFRASTRUCTURE) LTD,EE Limited,Manage IT Services,1025/5110377363,19 Dec 23,"8,484.50",
RFL (IINFRASTRUCTURE) LTD,EE Limited,Manage IT Services,1025/5110377351,27 Dec 23,"5,331.87",
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110376468,03 Jan 24,"1,125.00",
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110374077,12 Dec 23,650.00,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110374076,12 Dec 23,500.00,
LONDON UNDERGROUND LTD,Electrohm Resistors Ltd,Stock of Fleet,1005/5110378346,03 Jan 24,"2,830.00",
LONDON UNDERGROUND LTD,Electrohm Resistors Ltd,Stock of Fleet,1005/5110378348,03 Jan 24,"2,560.00",
LONDON UNDERGROUND LTD,Electrohm Resistors Ltd,Stock of Fleet,1005/5110378347,03 Jan 24,"2,210.00",
LONDON UNDERGROUND LTD,Electrohm Resistors Ltd,Fleet,1005/5110374198,27 Dec 23,350.00,
LONDON UNDERGROUND LTD,Electrohm Resistors Ltd,Fleet,1005/5110374197,27 Dec 23,350.00,
LONDON UNDERGROUND LTD,Electrohm Resistors Ltd,Fleet,1005/5110374200,27 Dec 23,350.00,
LONDON UNDERGROUND LTD,Electrohm Resistors Ltd,Fleet,1005/5110374199,27 Dec 23,350.00,
LONDON UNDERGROUND LTD,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1005/5110364523,13 Dec 23,945.00,
LONDON UNDERGROUND LTD,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1005/5110367169,20 Dec 23,450.00,
LONDON UNDERGROUND LTD,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1005/5110367170,20 Dec 23,450.00,
LONDON UNDERGROUND LTD,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1005/5110365857,27 Dec 23,450.00,
LONDON UNDERGROUND LTD,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1005/5110365852,27 Dec 23,450.00,
LUL NOMINEE BCV LIMITED,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1033/5110365697,19 Dec 23,425.00,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110382333,22 Dec 23,"7,380.89",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110382337,22 Dec 23,"7,380.89",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110382338,22 Dec 23,"7,380.89",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110374567,11 Dec 23,"6,652.53",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375258,13 Dec 23,"6,652.53",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110374564,11 Dec 23,"6,652.53",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110382335,22 Dec 23,"6,652.53",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375095,13 Dec 23,"6,652.53",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375098,11 Dec 23,"6,652.53",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375256,13 Dec 23,"6,652.53",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110382332,22 Dec 23,"6,652.53",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110374576,11 Dec 23,"6,652.53",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110382330,22 Dec 23,"6,652.53",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375883,13 Dec 23,"6,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375880,13 Dec 23,"6,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375918,13 Dec 23,"5,805.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375886,13 Dec 23,"5,805.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375919,13 Dec 23,"5,605.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375905,13 Dec 23,"5,605.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110377414,18 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110383608,28 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110377416,18 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375892,13 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110383611,28 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375889,13 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110377411,18 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110383612,28 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110383610,28 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110381695,21 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110380239,20 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110381693,21 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110381611,21 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110380241,20 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110381697,21 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110380244,20 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110383606,28 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110377418,18 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110380238,20 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110375866,13 Dec 23,"5,105.00",
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110380161,20 Dec 23,"5,105.00",
TTL PROPERTIES LTD,Elementa Consulting Limited,Planning & Development Consultancy,1040/5110381602,04 Jan 24,295.00,
LUL NOMINEE BCV LIMITED,Elemy Ltd,Track General Maintenance,1033/5110380973,05 Jan 24,"62,320.00",
DIAL A RIDE,ELIS UK LIMITED,Uniforms,1010/5110372012,27 Dec 23,"1,391.85",
LUL NOMINEE BCV LIMITED,Elmdale Welding & Eng Supplies Ltd,Equipment Repairs & Maintenance,1033/5110384993,03 Jan 24,"3,427.95",
LONDON RIVER SERVICES LTD,Eltham Welding Supplies Ltd,Equipment Repairs & Maintenance,1007/5110376404,19 Dec 23,"1,294.20",
LONDON TRANSPORT MUSEUM,Emarsys UK Limited,Manage IT Services,1011/5110379342,18 Dec 23,"12,079.00",
LUL NOMINEE SSL LIMITED,EMERSON NETWORK POWER LTD,Equipment Repairs & Maintenance,1031/5110372748,27 Dec 23,"41,801.95",
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,Electrical Equipment Maintenance,1005/5110368845,21 Dec 23,"34,687.44",
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,Electrical Equipment Maintenance,1005/5110368839,21 Dec 23,"26,024.40",
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,Electrical Equipment Maintenance,1005/5110367585,20 Dec 23,"24,845.59",
RAIL FOR LONDON LIMITED,EMERSON NETWORK POWER LTD,Electrical Equipment Maintenance,1020/5110369684,22 Dec 23,"4,666.00",
LUL NOMINEE SSL LIMITED,EMERSON NETWORK POWER LTD,Maintenance of Plant & Equipment,1031/5110371938,27 Dec 23,"3,840.77",
LUL NOMINEE BCV LIMITED,EMERSON NETWORK POWER LTD,Signalling Systems,1033/5110363361,13 Dec 23,940.00,
LONDON UNDERGROUND LTD,Emo Oil,Electrical Equipment Maintenance,1005/5110382870,27 Dec 23,"12,956.46",
RFL (IINFRASTRUCTURE) LTD,Emo Oil,Vehicle Repairs & Maintenance,1025/5110375094,15 Dec 23,"8,237.64",
RFL (IINFRASTRUCTURE) LTD,Emo Oil,Vehicle Repairs & Maintenance,1025/5110373692,29 Dec 23,"7,312.48",
DIAL A RIDE,Emo Oil,Vehicle Repairs & Maintenance,1010/5110371160,22 Dec 23,"7,200.00",
LONDON UNDERGROUND LTD,Emo Oil,Vehicle Repairs & Maintenance,1005/5110382872,27 Dec 23,"1,855.45",
DIAL A RIDE,Emo Oil,Vehicle Repairs & Maintenance,1010/5110371456,21 Dec 23,550.00,
RFL (IINFRASTRUCTURE) LTD,Emo Oil,Vehicle Repairs & Maintenance,1025/5110375093,15 Dec 23,"-6,590.11",
TTL PROPERTIES LTD,ENCOM Energy Compliance Consult Ltd,Management & Support Consultancy,1040/5110374039,02 Jan 24,"2,280.00",
LONDON UNDERGROUND LTD,Endeavour Drilling Ltd,Civil Engineering Construction Works,1005/5110386132,05 Jan 24,375.00,
RAIL FOR LONDON LIMITED,Energy And System Technical Ltd,Electrical Equipment Maintenance,1020/5110383917,05 Jan 24,"30,492.00",
RAIL FOR LONDON LIMITED,Energy And System Technical Ltd,Electrical Equipment Maintenance,1020/5110377071,15 Dec 23,"8,018.00",
LONDON UNDERGROUND LTD,Enersys Ltd,Stock of Lifts and Escalators,1005/5110364288,13 Dec 23,"25,015.50",
LONDON UNDERGROUND LTD,Enersys Ltd,Stock of Lifts and Escalators,1005/5110375299,27 Dec 23,"23,625.75",
LONDON UNDERGROUND LTD,Enerveo Ltd,MR Construction Costs,1005/5110371991,20 Dec 23,"364,917.74",
LONDON UNDERGROUND LTD,Enerveo Ltd,MR Construction Costs,1005/5110382039,22 Dec 23,"118,112.36",
LONDON UNDERGROUND LTD,Enerveo Ltd,MR Construction Costs,1005/5110351443,20 Dec 23,"59,497.07",
LONDON TRANSPORT MUSEUM,ENO Development,Miscellaneous Costs,1011/1900019303,18 Dec 23,949.49,
LONDON UNDERGROUND LTD,Enpro Group Limited,Vehicle Repairs & Maintenance,1005/5110377899,15 Dec 23,"4,466.75",
LONDON UNDERGROUND LTD,Enpro Group Limited,Vehicle Repairs & Maintenance,1005/5110375820,14 Dec 23,"4,466.75",
LONDON UNDERGROUND LTD,Enpro Group Limited,Maintenance Materials,1005/5110375821,12 Dec 23,"1,239.30",
TFL CORPORATE,ENTERPRISE AMS GROUP LTD,Computer Software,1001/5110364423,13 Dec 23,"25,840.62",
TFL CORPORATE,ENTERPRISE AMS GROUP LTD,Software Maintenance,1001/5110345027,11 Dec 23,"25,333.95",
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110368127,14 Dec 23,"3,617.64",
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371409,27 Dec 23,922.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371368,27 Dec 23,922.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371366,27 Dec 23,876.00,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355268,27 Dec 23,875.40,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355266,27 Dec 23,875.40,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355388,27 Dec 23,875.40,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355243,27 Dec 23,875.40,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355416,27 Dec 23,875.40,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371286,03 Jan 24,862.58,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371201,27 Dec 23,848.40,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371196,27 Dec 23,783.64,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371411,27 Dec 23,770.88,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371516,27 Dec 23,758.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371515,27 Dec 23,732.30,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371375,27 Dec 23,732.30,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355390,27 Dec 23,725.83,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355431,27 Dec 23,725.83,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371234,27 Dec 23,715.72,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371498,27 Dec 23,709.72,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371260,27 Dec 23,708.30,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355207,27 Dec 23,667.12,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371494,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371480,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371510,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371475,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371466,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371175,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371169,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371207,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371233,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371236,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371218,27 Dec 23,658.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355413,27 Dec 23,657.63,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110354852,27 Dec 23,657.63,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355277,27 Dec 23,657.63,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355211,27 Dec 23,657.63,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110354857,27 Dec 23,657.63,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355239,27 Dec 23,657.63,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355210,27 Dec 23,657.63,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371490,27 Dec 23,653.10,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371237,27 Dec 23,645.00,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371247,27 Dec 23,624.00,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371427,27 Dec 23,624.00,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371241,27 Dec 23,574.28,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110368134,13 Dec 23,484.47,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371271,03 Jan 24,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371256,03 Jan 24,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371258,03 Jan 24,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371254,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371240,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371245,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Operating Leases,1005/5110371319,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371280,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371315,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371485,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371410,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371519,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371251,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371361,03 Jan 24,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371215,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371216,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371252,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371177,27 Dec 23,448.20,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371506,27 Dec 23,414.00,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371483,27 Dec 23,409.27,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110355197,12 Dec 23,402.34,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371517,27 Dec 23,389.40,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371229,27 Dec 23,389.36,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371500,27 Dec 23,389.36,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371513,27 Dec 23,389.36,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371268,03 Jan 24,378.44,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371221,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371373,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371364,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371383,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371401,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371392,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371492,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371262,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371244,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371278,03 Jan 24,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371493,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371507,27 Dec 23,368.70,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371202,27 Dec 23,360.00,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371521,27 Dec 23,345.00,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110371232,27 Dec 23,338.58,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110383595,03 Jan 24,-255.29,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110383504,03 Jan 24,-255.29,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110383539,03 Jan 24,-255.29,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110383534,03 Jan 24,-255.29,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110383555,03 Jan 24,-267.03,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110383590,03 Jan 24,-267.46,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110383517,03 Jan 24,-276.56,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110383526,03 Jan 24,-276.56,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110383511,03 Jan 24,-276.56,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110383586,03 Jan 24,-327.25,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD ,Road Maintenance,1002/5110383294,03 Jan 24,"1,153,572.45",
RFL (IINFRASTRUCTURE) LTD,ENVIRONMENTAL SCIENTIFICS GROUP LTD,Civil Engineering Construction Works,1025/5110364451,18 Dec 23,972.00,
TTL PROPERTIES LTD,ENVIRONMENTAL SCIENTIFICS GROUP LTD,Building Maintenance & Repairs,1040/5110364477,13 Dec 23,490.00,
TTL PROPERTIES LTD,ENVIRONMENTAL SCIENTIFICS GROUP LTD,Building Maintenance & Repairs,1040/5110376251,03 Jan 24,490.00,
RFL (IINFRASTRUCTURE) LTD,ENVIRONMENTAL SCIENTIFICS GROUP LTD,Civil Engineering Construction Works,1025/5110372215,27 Dec 23,307.00,
TFL CORPORATE,Epiq Systems Ltd,Manage IT Services,1001/5110376641,13 Dec 23,"24,000.00",
LONDON BUS SERVICES LTD,Equality Works Limited,Management & Support Consultancy,1006/5110363463,14 Dec 23,"16,951.00",
LONDON UNDERGROUND LTD,Equans Services Limited,Building Maintenance & Repairs,1005/5110366926,19 Dec 23,"1,223,078.63",
LONDON UNDERGROUND LTD,Equans Services Limited,Building Maintenance & Repairs,1005/5110366924,19 Dec 23,"1,002,777.78",
LONDON UNDERGROUND LTD,Equans Services Limited,Fire and Safety Equipment,1005/5110367254,19 Dec 23,"689,515.93",
LONDON UNDERGROUND LTD,Equans Services Limited,Fire and Safety Equipment,1005/5110377845,05 Jan 24,"625,271.96",
LONDON UNDERGROUND LTD,Equans Services Limited,Fire and Safety Equipment,1005/5110377077,05 Jan 24,"121,981.84",
LONDON UNDERGROUND LTD,Equans Services Limited,Fire and Safety Equipment,1005/5110377082,05 Jan 24,"90,821.60",
LONDON UNDERGROUND LTD,Equans Services Limited,Fire and Safety Equipment,1005/5110363492,11 Dec 23,"80,047.58",
LONDON UNDERGROUND LTD,Equans Services Limited,Building Maintenance & Repairs,1005/5110367251,19 Dec 23,"79,728.91",
RFL (IINFRASTRUCTURE) LTD,Equans Services Limited,Fire and Safety Equipment,1025/5110377078,05 Jan 24,"78,314.73",
RFL (IINFRASTRUCTURE) LTD,Equans Services Limited,Fire and Safety Equipment,1025/5110367257,19 Dec 23,"75,825.30",
LONDON UNDERGROUND LTD,Equans Services Limited,Building Maintenance & Repairs,1005/5110367263,19 Dec 23,"58,176.29",
LONDON UNDERGROUND LTD,Equans Services Limited,Fire and Safety Equipment,1005/5110367249,19 Dec 23,"53,086.80",
LONDON UNDERGROUND LTD,Equans Services Limited,Building Maintenance & Repairs,1005/5110367261,19 Dec 23,"51,345.79",
LONDON UNDERGROUND LTD,Equans Services Limited,Equipment Repairs & Maintenance,1005/5110376023,18 Dec 23,"49,981.59",
