Payments for Publishing for Invoices paid between 01-NOV-2023 and 30-NOV-2023,,,,,,,
Supplier Name,Payment Number,Paid Date,Line Amount,Department ,Cost Centre,Subjective Desc,Irrecoverable VAT
LITTLE FLOWERPOTS - LESLEY CORR,161453,29-NOV-2023,799.33,Schools / DSG,E1170,Services,
LITTLE FLOWERPOTS - LESLEY CORR,153715,01-NOV-2023,648.90,Schools / DSG,E1170,Services,
LITTLE LEARNERS NURSERY SCHOOL LTD,161479,29-NOV-2023,"1,998.33",Schools / DSG,E1170,Services,
LITTLE LEARNERS NURSERY SCHOOL LTD,161479,29-NOV-2023,"19,817.59",Schools / DSG,E1170,Services,
LITTLE LEARNERS NURSERY SCHOOL LTD,153716,01-NOV-2023,"39,148.20",Schools / DSG,E1170,Services,
LITTLE LEARNERS NURSERY SCHOOL LTD,161479,29-NOV-2023,"8,513.79",Schools / DSG,E1170,Services,
LITTLE LEARNERS NURSERY SCHOOL LTD,153716,01-NOV-2023,"9,041.54",Schools / DSG,E1170,Services,
LITTLE LODGE DAY CARE,161480,29-NOV-2023,541.23,Schools / DSG,E1170,Services,
LITTLE LODGE DAY CARE,161480,29-NOV-2023,"5,682.92",Schools / DSG,E1170,Services,
LITTLE LODGE DAY CARE,153717,01-NOV-2023,"10,224.90",Schools / DSG,E1170,Services,
LITTLE LODGE DAY CARE,153717,01-NOV-2023,"2,001.81",Schools / DSG,E1170,Services,
LITTLE LODGE DAY CARE,161480,29-NOV-2023,"1,199.00",Schools / DSG,E1170,Services,
LITTLE RAINBOWS NURSERY LIMITED,161481,29-NOV-2023,"7,145.45",Schools / DSG,E1170,Services,
LITTLE RAINBOWS NURSERY LIMITED,161481,29-NOV-2023,"2,605.43",Schools / DSG,E1170,Services,
LITTLE RAINBOWS NURSERY LIMITED,153737,01-NOV-2023,"16,508.80",Schools / DSG,E1170,Services,
LITTLE RAINBOWS NURSERY LIMITED,161481,29-NOV-2023,"1,598.66",Schools / DSG,E1170,Services,
LITTLE RAINBOWS NURSERY LIMITED,153737,01-NOV-2023,"4,210.48",Schools / DSG,E1170,Services,
LITTLE RAINBOWS NURSERY LIMITED,153737,01-NOV-2023,970.20,Schools / DSG,E1170,Services,
LITTLE ROBINS DAY NURSERY,153738,01-NOV-2023,"14,260.37",Schools / DSG,E1170,Services,
LITTLE ROBINS DAY NURSERY,161482,29-NOV-2023,"3,971.04",Schools / DSG,E1170,Services,
LITTLE ROBINS DAY NURSERY,161482,29-NOV-2023,"1,838.46",Schools / DSG,E1170,Services,
LITTLE ROBINS DAY NURSERY,161482,29-NOV-2023,"10,103.49",Schools / DSG,E1170,Services,
LITTLE ROBINS DAY NURSERY,153738,01-NOV-2023,"9,317.79",Schools / DSG,E1170,Services,
LITTLE WORLD NURSERY,161483,29-NOV-2023,"1,956.95",Schools / DSG,E1170,Services,
LITTLE WORLD NURSERY,161483,29-NOV-2023,"5,632.34",Schools / DSG,E1170,Services,
LITTLE WORLD NURSERY,161483,29-NOV-2023,"2,797.66",Schools / DSG,E1170,Services,
LITTLE WORLD NURSERY,153739,01-NOV-2023,"7,046.48",Schools / DSG,E1170,Services,
LITTLE WORLD NURSERY,153739,01-NOV-2023,"11,503.76",Schools / DSG,E1170,Services,
LIVERPOOL CITY COUNCIL        ,160602,24-NOV-2023,"385,735.64",Law & Governance (Monitoring Officer),A4000,Legal Service Provider,
LIVERPOOL CITY REGION COMBINED AUTHORITY,160982,27-NOV-2023,"15,700.00",Resources,P1042,APT&C,
LIVERPOOL CITY REGION GROWTH COMPANY LIMITED,157685,16-NOV-2023,"7,229.00",Regeneration & Place,B9500,Hired or Contracted services,
LIVERPOOL CITY REGION GROWTH COMPANY LIMITED,154877,07-NOV-2023,"5,050.00",Regeneration & Place,B9500,Hired or Contracted services,
LIVERPOOL UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,158550,21-NOV-2023,"8,262.00",Adults Care and Health and Strategic Commissioning,P4075,Payments to Other Agencies,
LIVERPOOL UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,160603,24-NOV-2023,"6,362.00",Adults Care and Health and Strategic Commissioning,P4075,Payments to Other Agencies,
LOCAL SOLUTIONS,157990,17-NOV-2023,"1,176.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
LOCAL SOLUTIONS,157990,17-NOV-2023,"1,254.40",Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Adults (18-64),
LOCAL SOLUTIONS,157990,17-NOV-2023,999.60,Adults Care and Health and Strategic Commissioning,S6142,Mental Health Support - Older People (65+),
LOCAL SOLUTIONS,157990,17-NOV-2023,"3,880.80",Adults Care and Health and Strategic Commissioning,S6166,Mental Health Support - Adults (18-64),
LOCAL SOLUTIONS,157990,17-NOV-2023,980.00,Adults Care and Health and Strategic Commissioning,S6167,Mental Health Support - Adults (18-64),
LOCAL SOLUTIONS,157990,17-NOV-2023,"13,171.20",Adults Care and Health and Strategic Commissioning,S6420,Care Provision,
LOCAL SOLUTIONS,157321,15-NOV-2023,"14,567.44",Regeneration & Place,H7180,Grants Paid,
LONDON HEARTS T/A DEFIB WORLD,161926,30-NOV-2023,"2,400.00",Regeneration & Place,D8000,"Repairs, alterations and maintenance",
LONSDALE CARE LIMITED,157036,14-NOV-2023,"15,214.28","Children, Families & Education",E7080,Care Provision,
LOTUS CARE (ELLERSLIE COURT) LIMITED,159448,22-NOV-2023,600.00,Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
LOTUS CARE (ELLERSLIE COURT) LIMITED,159448,22-NOV-2023,600.00,Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
LOTUS CARE (ELLERSLIE COURT) LIMITED,159448,22-NOV-2023,"3,000.00",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
Lotus Care (Glenarie Manor) Ltd,159296,22-NOV-2023,"4,400.00",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Older People (65+),
LOVE NURSING LIMITED,154191,03-NOV-2023,"15,400.00",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
LWC DRINKS,157176,14-NOV-2023,"1,037.73",Neighbourhood Services,L3951,Catering,
LWC DRINKS,157176,14-NOV-2023,"1,084.59",Neighbourhood Services,L3951,Catering,
LWC DRINKS,157176,14-NOV-2023,"1,240.94",Neighbourhood Services,L3951,Catering,
LWC DRINKS,160947,27-NOV-2023,"4,539.64",Neighbourhood Services,L3951,Catering,
LWC DRINKS,158114,20-NOV-2023,"1,205.30",Neighbourhood Services,L3951,Catering,
LWC DRINKS,156499,10-NOV-2023,"4,283.12",Neighbourhood Services,L3951,Catering,
LWC DRINKS,153742,01-NOV-2023,"3,949.91",Neighbourhood Services,L3957,Catering,
LYJON COMPANY LTD,156803,13-NOV-2023,"25,689.29",Capital,C2162,Contractors - Main,
LYJON COMPANY LTD,160606,24-NOV-2023,"27,572.10",Capital,C2189,Contractors - Main,
LYJON COMPANY LTD,155125,08-NOV-2023,"136,057.89",Capital,C2189,Contractors - Main,
LYJON COMPANY LTD,153964,02-NOV-2023,"138,939.48",Capital,C8080,Contractors - Main,
LYJON COMPANY LTD,158115,20-NOV-2023,"76,237.49",Capital,C8080,Contractors - Main,
LYJON COMPANY LTD,153964,02-NOV-2023,"156,433.06",Capital,C8080,Contractors - Main,
LYJON COMPANY LTD,153964,02-NOV-2023,"682,195.58",Capital,C8080,Contractors - Main,
LYN'S LITTLE ONES,153744,01-NOV-2023,"27,838.58",Schools / DSG,E1170,Services,
LYN'S LITTLE ONES,157177,14-NOV-2023,"1,101.00",Schools / DSG,E1170,Services,
LYN'S LITTLE ONES,161488,29-NOV-2023,"12,140.66",Schools / DSG,E1170,Services,
LYN'S LITTLE ONES,153746,01-NOV-2023,"27,491.10",Schools / DSG,E1170,Services,
LYN'S LITTLE ONES,161488,29-NOV-2023,"6,863.94",Schools / DSG,E1170,Services,
LYN'S LITTLE ONES,161487,29-NOV-2023,"7,966.66",Schools / DSG,E1170,Services,
LYN'S LITTLE ONES,161487,29-NOV-2023,"1,970.54",Schools / DSG,E1170,Services,
LYN'S LITTLE ONES,153746,01-NOV-2023,"1,409.10",Schools / DSG,E1170,Services,
LYRECO UK LIMITED,154206,03-NOV-2023,217.78,Adults Care and Health and Strategic Commissioning,S5180,"Equipment, Furniture & Materials",
LYRECO UK LIMITED,154206,03-NOV-2023,673.86,Adults Care and Health and Strategic Commissioning,S5180,"Equipment, Furniture & Materials",
LYRECO UK LIMITED,154206,03-NOV-2023,20.50,Adults Care and Health and Strategic Commissioning,S5180,Fixtures & Fittings,
LYRECO UK LIMITED,154206,03-NOV-2023,116.62,Adults Care and Health and Strategic Commissioning,S5180,"Printing, Stationery & General Office Expenses",
M W TRANSPORT,159468,22-NOV-2023,"16,432.60","Children, Families & Education",E5731,School Transport - Special,
M W TRANSPORT,157178,14-NOV-2023,"20,050.25","Children, Families & Education",E5731,School Transport - Special,
M W TRANSPORT,161928,30-NOV-2023,"19,322.40","Children, Families & Education",E5731,School Transport - Special,
M W TRANSPORT,155126,08-NOV-2023,"20,020.25","Children, Families & Education",E5731,School Transport - Special,
MAC ROOFING & CONTRACTING LIMITED,161929,30-NOV-2023,811.04,"Children, Families & Education",E1420,"Repairs, alterations and maintenance",
MAC ROOFING & CONTRACTING LIMITED,161929,30-NOV-2023,574.90,"Children, Families & Education",E8940,"Repairs, alterations and maintenance",
MAC ROOFING & CONTRACTING LIMITED,154881,07-NOV-2023,"1,849.94",Neighbourhood Services,T4020,"Repairs, alterations and maintenance",
MAC ROOFING & CONTRACTING LIMITED,157687,16-NOV-2023,"2,092.63",Regeneration & Place,D2720,"Repairs, alterations and maintenance",
MAC ROOFING & CONTRACTING LIMITED,154881,07-NOV-2023,"1,261.85",Regeneration & Place,D8000,"Repairs, alterations and maintenance",
MAC ROOFING & CONTRACTING LIMITED,161929,30-NOV-2023,"1,797.90",Schools / DSG,E2160,"Repairs, alterations and maintenance",
MAC ROOFING & CONTRACTING LIMITED,154207,03-NOV-2023,"5,975.83",Capital,C2134,Contractors - Main,
MAC ROOFING & CONTRACTING LIMITED,153747,01-NOV-2023,"1,793.51",Capital,C2142,Contractors - Main,
MACINTYRE CARE               ,158855,21-NOV-2023,"25,027.52",Adults Care and Health and Strategic Commissioning,S6004,Care Provision,
MACINTYRE CARE               ,158855,21-NOV-2023,-205.96,Adults Care and Health and Strategic Commissioning,S6121,Customer and Client - Community Care,
MACINTYRE CARE               ,158855,21-NOV-2023,"4,390.40",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
MACINTYRE CARE               ,158855,21-NOV-2023,"6,208.25",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
MACINTYRE CARE               ,158855,21-NOV-2023,"1,932.00",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Older People (65+),
MACINTYRE CARE               ,158855,21-NOV-2023,"2,352.00",Adults Care and Health and Strategic Commissioning,S6121,Physical Support - Adults (18-64),
MACINTYRE CARE               ,158855,21-NOV-2023,291.20,Adults Care and Health and Strategic Commissioning,S6131,Learning & Disability Support - Adults (18-64),
MACINTYRE CARE               ,158855,21-NOV-2023,"1,097.60",Adults Care and Health and Strategic Commissioning,S6131,Mental Health Support - Adults (18-64),
MACINTYRE CARE               ,158855,21-NOV-2023,-336.57,Adults Care and Health and Strategic Commissioning,S6132,Customer and Client - Community Care,
MACINTYRE CARE               ,158855,21-NOV-2023,"2,979.20",Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Older People (65+),
MACINTYRE CARE               ,158855,21-NOV-2023,"1,440.60",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
MACINTYRE CARE               ,158855,21-NOV-2023,499.80,Adults Care and Health and Strategic Commissioning,S6141,Learning & Disability Support - Adults (18-64),
MACINTYRE CARE               ,158855,21-NOV-2023,"4,214.82",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Adults (18-64),
MACINTYRE CARE               ,158855,21-NOV-2023,"2,733.90",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Older People (65+),
MACINTYRE CARE               ,158855,21-NOV-2023,"2,807.94",Adults Care and Health and Strategic Commissioning,S6142,Social Care Activities,
MAGENTA LIVING,161294,28-NOV-2023,"1,157.46","Children, Families & Education",E7080,Care Provision,
MAGENTA LIVING,161294,28-NOV-2023,"1,433.05","Children, Families & Education",E7080,Care Provision,
MAGENTA LIVING,157324,15-NOV-2023,"1,101.06",Finance,F6075,Benefits,
MAGENTA LIVING,157324,15-NOV-2023,844.95,Finance,F6075,Benefits,
MAGENTA LIVING,155563,09-NOV-2023,"1,000.00",Finance,F6075,Benefits,
MAGENTA LIVING,153630,01-NOV-2023,532.50,Finance,F6075,Benefits,
MAGENTA LIVING,157541,16-NOV-2023,670.00,Regeneration & Place,H6080,Expenses,
MAGENTA LIVING,159450,22-NOV-2023,750.60,Regeneration & Place,H6080,Expenses,
MAGENTA LIVING,159450,22-NOV-2023,"1,049.89",Regeneration & Place,H6080,Expenses,
MAGENTA LIVING,160859,27-NOV-2023,"2,428.71",Regeneration & Place,H6080,Rents - external,
MAGENTA LIVING,160859,27-NOV-2023,"1,635.85",Regeneration & Place,H6080,Rents - external,
MAGENTA LIVING,160859,27-NOV-2023,"1,883.78",Regeneration & Place,H6080,Rents - external,
MAGENTA LIVING,160859,27-NOV-2023,"1,966.49",Regeneration & Place,H6080,Rents - external,
MAGENTA LIVING,160859,27-NOV-2023,"2,314.68",Regeneration & Place,H6080,Rents - external,
MAGENTA LIVING,160859,27-NOV-2023,"2,464.33",Regeneration & Place,H6080,Rents - external,
MAGENTA LIVING,161462,29-NOV-2023,"12,516.00",Regeneration & Place,H7180,Grants Paid,
MAGENTA LIVING,161462,29-NOV-2023,"7,862.20",Regeneration & Place,H7180,Grants Paid,
MAGENTA LIVING,153629,01-NOV-2023,"12,516.00",Regeneration & Place,H7180,Grants Paid,
MAGENTA LIVING,153629,01-NOV-2023,"7,862.20",Regeneration & Place,H7180,Grants Paid,
MAGENTA LIVING,154681,06-NOV-2023,"5,952.00",Capital,C4115,Expenditure on Capital Grants,
MAGENTA LIVING,156892,13-NOV-2023,"5,906.00",Capital,C4115,Expenditure on Capital Grants,
MAGENTA LIVING,160859,27-NOV-2023,"6,970.00",Capital,C4115,Expenditure on Capital Grants,
MAGENTA LIVING,156892,13-NOV-2023,"7,295.00",Capital,C4117,Expenditure on Capital Grants,
MAGENTA LIVING,160859,27-NOV-2023,"5,043.00",Capital,C4117,Expenditure on Capital Grants,
MAGENTA LIVING,160859,27-NOV-2023,"3,119.45",Capital,C4117,Expenditure on Capital Grants,
MAKING SPACE,154984,08-NOV-2023,392.00,Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Adults (18-64),
MAKING SPACE,154984,08-NOV-2023,392.00,Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
MAKING SPACE,154984,08-NOV-2023,392.00,Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Adults (18-64),
MAKING SPACE,154984,08-NOV-2023,"2,665.60",Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Adults (18-64),
MAKING SPACE,154984,08-NOV-2023,862.40,Adults Care and Health and Strategic Commissioning,S6161,Mental Health Support - Older People (65+),
MAKING SPACE,154984,08-NOV-2023,392.00,Adults Care and Health and Strategic Commissioning,S6167,Mental Health Support - Older People (65+),
MAN COED VM LIMITED,160608,24-NOV-2023,"1,512.86",Neighbourhood Services,H3131,"Repairs, alterations and maintenance",
MAN COED VM LIMITED,159910,23-NOV-2023,"1,800.00",Neighbourhood Services,H3136,Hired or Contracted services,
MAN COED VM LIMITED,156501,10-NOV-2023,"17,536.29",Neighbourhood Services,L4970,Hired or Contracted services,
MAN COED VM LIMITED,154738,06-NOV-2023,"33,338.50",Neighbourhood Services,L4970,Hired or Contracted services,
MANOR CHILDCARE CENTRE,159961,23-NOV-2023,881.00,Schools / DSG,E1170,Disability Access Fund,
MANOR CHILDCARE CENTRE,161490,29-NOV-2023,"1,682.52",Schools / DSG,E1170,Services,
MANOR CHILDCARE CENTRE,153748,01-NOV-2023,"9,591.66",Schools / DSG,E1170,Services,
MANOR CHILDCARE CENTRE,161490,29-NOV-2023,"1,598.66",Schools / DSG,E1170,Services,
MANOR CHILDCARE CENTRE,161490,29-NOV-2023,"5,465.72",Schools / DSG,E1170,Services,
MANOR CHILDCARE CENTRE,153748,01-NOV-2023,"4,210.48",Schools / DSG,E1170,Services,
MARES S.P.A,159035,22-NOV-2023,626.45,Neighbourhood Services,L3030,"Equipment, Furniture & Materials",
MARES S.P.A,156502,10-NOV-2023,547.75,Neighbourhood Services,L3180,"Equipment, Furniture & Materials",
MARES S.P.A,156192,09-NOV-2023,767.90,Neighbourhood Services,L3190,Services,
MARES S.P.A,154208,03-NOV-2023,781.75,Neighbourhood Services,L3190,Services,
MARES S.P.A,157689,16-NOV-2023,717.75,Neighbourhood Services,L3240,"Equipment, Furniture & Materials",
MARIE C WILSON-CHILDMINDER,161518,29-NOV-2023,541.23,Schools / DSG,E1170,Services,
MARIE C WILSON-CHILDMINDER,153774,01-NOV-2023,667.27,Schools / DSG,E1170,Services,
MARK ROBERTS,157039,14-NOV-2023,850.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
MARK SENIOR,162063,30-NOV-2023,566.67,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
MARSH LIMITED,161934,30-NOV-2023,"29,400.00",Corporate,W8700,External premiums and fees,
MARSH LIMITED,161934,30-NOV-2023,"439,750.08",Corporate,W8700,External premiums and fees,
MASUMIN LIMITED T/A ABBELEIGH HOUSE,159037,22-NOV-2023,"3,085.80",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
MATRIX SCM LIMITED,158147,20-NOV-2023,"4,600.41",Adults Care and Health and Strategic Commissioning,S2280,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"4,834.14",Adults Care and Health and Strategic Commissioning,S2280,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"6,777.29",Adults Care and Health and Strategic Commissioning,S2280,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"6,012.24",Adults Care and Health and Strategic Commissioning,S2280,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,997.77,Adults Care and Health and Strategic Commissioning,S5000,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"1,515.23",Adults Care and Health and Strategic Commissioning,S6142,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,883.90,Adults Care and Health and Strategic Commissioning,S6142,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,841.81,Adults Care and Health and Strategic Commissioning,S6142,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,630.00,"Children, Families & Education",E2030,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"4,410.00","Children, Families & Education",E2030,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"2,205.00","Children, Families & Education",E2030,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"12,471.72","Children, Families & Education",E6282,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"6,203.20","Children, Families & Education",E6282,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"6,220.08","Children, Families & Education",E6282,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"7,095.24","Children, Families & Education",E6282,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"1,456.20","Children, Families & Education",E7021,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"3,034.50","Children, Families & Education",E7022,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"2,346.70","Children, Families & Education",E7023,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"2,926.98","Children, Families & Education",E7023,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"3,024.02","Children, Families & Education",E7023,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"3,042.02","Children, Families & Education",E7023,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"1,564.89","Children, Families & Education",E7024,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"4,349.38","Children, Families & Education",E7024,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"2,558.52","Children, Families & Education",E7024,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"5,982.03","Children, Families & Education",E7024,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"1,609.57","Children, Families & Education",E7025,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"1,628.67","Children, Families & Education",E7025,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"1,609.56","Children, Families & Education",E7025,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"1,609.57","Children, Families & Education",E7025,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"4,988.00","Children, Families & Education",E7026,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"6,054.54","Children, Families & Education",E7026,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"8,720.45","Children, Families & Education",E7026,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"6,125.41","Children, Families & Education",E7026,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"5,604.68","Children, Families & Education",E7027,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"5,601.08","Children, Families & Education",E7027,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"1,411.20","Children, Families & Education",E7027,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"5,610.98","Children, Families & Education",E7027,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"2,829.78","Children, Families & Education",E7028,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"4,285.43","Children, Families & Education",E7028,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"9,510.64","Children, Families & Education",E7028,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"3,129.70","Children, Families & Education",E7028,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"2,764.12","Children, Families & Education",E7029,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"2,760.12","Children, Families & Education",E7029,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"1,456.29","Children, Families & Education",E7029,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"4,048.24","Children, Families & Education",E7029,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"2,962.84","Children, Families & Education",E7030,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"3,127.59","Children, Families & Education",E7031,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"4,533.84","Children, Families & Education",E7031,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"1,541.34","Children, Families & Education",E7031,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"2,988.54","Children, Families & Education",E7031,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"1,379.52","Children, Families & Education",E7032,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"4,182.44","Children, Families & Education",E7033,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"4,415.05","Children, Families & Education",E7033,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"4,393.44","Children, Families & Education",E7033,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"3,830.51","Children, Families & Education",E7033,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"1,362.24","Children, Families & Education",E7034,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"1,362.24","Children, Families & Education",E7034,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"1,392.84","Children, Families & Education",E7034,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"1,384.74","Children, Families & Education",E7034,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"2,994.50","Children, Families & Education",E7035,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"2,941.38","Children, Families & Education",E7035,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"2,814.50","Children, Families & Education",E7035,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"2,895.45","Children, Families & Education",E7035,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"5,468.67","Children, Families & Education",E7036,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"1,767.56","Children, Families & Education",E7037,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"1,808.42","Children, Families & Education",E7037,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"2,054.79","Children, Families & Education",E7037,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"2,711.54","Children, Families & Education",E7037,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"2,600.62","Children, Families & Education",E7038,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"2,729.21","Children, Families & Education",E7038,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"3,451.71","Children, Families & Education",E7038,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"2,589.37","Children, Families & Education",E7038,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"5,048.96","Children, Families & Education",E7042,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"5,046.71","Children, Families & Education",E7042,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"4,331.90","Children, Families & Education",E7042,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"5,046.71","Children, Families & Education",E7042,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"2,867.63","Children, Families & Education",E9691,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"1,435.59","Children, Families & Education",E9691,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"2,400.50",Finance,F1200,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"2,400.50",Finance,F1200,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"3,151.68",Finance,F4800,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"3,939.60",Finance,F4800,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,"3,939.60",Finance,F4800,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"3,939.60",Finance,F4800,Agency Staff,
MATRIX SCM LIMITED,158147,20-NOV-2023,606.98,Finance,F6050,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,606.98,Finance,F6050,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,606.98,Finance,F6050,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,606.98,Finance,F6050,Agency Staff,
MATRIX SCM LIMITED,160462,24-NOV-2023,"2,176.09",Law & Governance (Monitoring Officer),A1304,Agency Staff,
MATRIX SCM LIMITED,154355,03-NOV-2023,"15,303.16",Law & Governance (Monitoring Officer),A1306,Agency Staff,
MATRIX SCM LIMITED,156448,10-NOV-2023,"18,776.39",Law & Governance (Monitoring Officer),A1306,Agency Staff,
