Payments for Publishing for Invoices paid between 01-NOV-2023 and 30-NOV-2023,,,,,,,
Supplier Name,Payment Number,Paid Date,Line Amount,Department ,Cost Centre,Subjective Desc,Irrecoverable VAT
CROFTWOOD CARE UK LTD T/A WEALTSTONE,159371,22-NOV-2023,"2,331.08",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
Croix Intermediary Ltd.,153726,01-NOV-2023,"2,796.00",Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
CRYOSERVICE LTD,160849,27-NOV-2023,"1,289.86",Neighbourhood Services,L3030,"Equipment, Furniture & Materials",
CRYSTAL CARE SOLUTIONS LIMITED,159354,22-NOV-2023,"17,602.69","Children, Families & Education",E7080,Care Provision,
CSL DUALCOM LIMITED,157145,14-NOV-2023,807.00,Neighbourhood Services,H4000,"Equipment, Furniture & Materials",
CSL DUALCOM LIMITED,154623,06-NOV-2023,550.00,Regeneration & Place,D8000,"Repairs, alterations and maintenance",
CTC PSYCHOLOGICAL SERVICES,156436,10-NOV-2023,748.80,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
CU PHOSCO LIGHTING LTD,156488,10-NOV-2023,"12,137.80",Neighbourhood Services,V1920,"Equipment, Furniture & Materials",
CUSTODIAN GUARDING COMPANY,158991,21-NOV-2023,"9,525.36","Children, Families & Education",E1181,PFI & PPP Schemes,
CUSTODIAN GUARDING COMPANY,153565,01-NOV-2023,"9,257.04","Children, Families & Education",E1181,PFI & PPP Schemes,
CYGNET CARE SERVICES LIMITED,159355,22-NOV-2023,"16,905.00",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
CYGNET CARE SERVICES LIMITED,159355,22-NOV-2023,"18,222.12",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
D H MANSFIELD LIMITED,154625,06-NOV-2023,"1,370.00",Neighbourhood Services,H3010,Waste Service Provider,
D&R SERVICES (NW) LIMITED,160793,27-NOV-2023,"17,067.03",Capital,C4111,Expenditure on Capital Grants,
D&R SERVICES (NW) LIMITED,154584,06-NOV-2023,"11,559.00",Capital,C4117,Expenditure on Capital Grants,
D&R SERVICES (NW) LIMITED,160793,27-NOV-2023,"22,401.77",Capital,C4117,Expenditure on Capital Grants,
D&R SERVICES (NW) LIMITED,156715,13-NOV-2023,"10,971.13",Capital,C4117,Expenditure on Capital Grants,
D&R SERVICES (NW) LIMITED,160793,27-NOV-2023,"5,392.00",Capital,C4117,Expenditure on Capital Grants,
D&WP,154456,06-NOV-2023,"2,093.10",Adults Care and Health and Strategic Commissioning,P4008,Contracts With Voluntary Organisations,
DA LANGUAGES LIMITED,155772,09-NOV-2023,"1,450.00",Neighbourhood Services,L5840,Services,
DAISY & JAKE DAY NURSERY LIMITED,161757,29-NOV-2023,"1,998.33",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153570,01-NOV-2023,625.80,Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153569,01-NOV-2023,"9,755.50",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161758,29-NOV-2023,"3,730.20",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161756,29-NOV-2023,"6,230.93",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161756,29-NOV-2023,"4,490.93",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153570,01-NOV-2023,"5,051.20",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153568,01-NOV-2023,"11,814.06",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161757,29-NOV-2023,"2,796.36",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153570,01-NOV-2023,"9,708.81",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153569,01-NOV-2023,"15,336.30",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161757,29-NOV-2023,"5,592.71",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153568,01-NOV-2023,"9,729.37",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161759,29-NOV-2023,"10,102.96",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161760,29-NOV-2023,"5,574.39",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161758,29-NOV-2023,"5,177.63",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,157146,14-NOV-2023,770.70,Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153567,01-NOV-2023,"6,626.01",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161758,29-NOV-2023,"7,107.74",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153567,01-NOV-2023,"14,572.60",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153566,01-NOV-2023,"14,660.52",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161759,29-NOV-2023,"3,157.18",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161759,29-NOV-2023,"4,795.98",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153566,01-NOV-2023,667.27,Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161760,29-NOV-2023,"1,984.51",Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,153568,01-NOV-2023,625.80,Schools / DSG,E1170,Services,
DAISY & JAKE DAY NURSERY LIMITED,161760,29-NOV-2023,"1,998.33",Schools / DSG,E1170,Services,
DAISY CHAIN NURSERY BEBINGTON LIMITED,153571,01-NOV-2023,"13,907.20",Schools / DSG,E1170,Services,
DAISY CHAIN NURSERY BEBINGTON LIMITED,161761,29-NOV-2023,"1,199.00",Schools / DSG,E1170,Services,
DAISY CHAIN NURSERY BEBINGTON LIMITED,161761,29-NOV-2023,"9,534.20",Schools / DSG,E1170,Services,
DAISY CHAIN NURSERY BEBINGTON LIMITED,153571,01-NOV-2023,"1,334.54",Schools / DSG,E1170,Services,
DAISY CHAIN NURSERY BEBINGTON LIMITED,161761,29-NOV-2023,"1,110.78",Schools / DSG,E1170,Services,
DAISY DAY NURSERY,161762,29-NOV-2023,"2,797.66",Schools / DSG,E1170,Services,
DAISY DAY NURSERY,161762,29-NOV-2023,"8,716.35",Schools / DSG,E1170,Services,
DAISY DAY NURSERY,161762,29-NOV-2023,"3,090.58",Schools / DSG,E1170,Services,
DAISY DAY NURSERY,153572,01-NOV-2023,"10,169.22",Schools / DSG,E1170,Services,
DAISY DAY NURSERY,153572,01-NOV-2023,"16,835.43",Schools / DSG,E1170,Services,
DAISYCHAIN-STEPHANIE JONES,161763,29-NOV-2023,"1,491.06",Schools / DSG,E1170,Services,
DAISYCHAIN-STEPHANIE JONES,153585,01-NOV-2023,"1,139.46",Schools / DSG,E1170,Services,
DAISYCHAIN-STEPHANIE JONES,161763,29-NOV-2023,532.52,Schools / DSG,E1170,Services,
DAISYCHAIN-STEPHANIE JONES,153585,01-NOV-2023,"1,541.40",Schools / DSG,E1170,Services,
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,580.80,Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,700.98,Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6131,Memory & Cognition Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"3,360.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Adults (18-64),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,804.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,728.00,Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,972.00",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
DALESIDE NURSING HOME LIMITED T/A DALESIDE NURSING HOME,159356,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6167,Mental Health Support - Older People (65+),
DALY CHILDCARE - ELAINE DALY,153586,01-NOV-2023,667.27,Schools / DSG,E1170,Services,
DANDY'S (CHESTER) LIMITED,162002,30-NOV-2023,"1,280.00",Neighbourhood Services,L4950,"Equipment, Furniture & Materials",
DANDY'S (CHESTER) LIMITED,154954,07-NOV-2023,522.50,Neighbourhood Services,L4974,"Repairs, alterations and maintenance",
DANIELLE DAY NURSERIES LIMITED T/A COSY CORNER DAY NURSERY,153587,01-NOV-2023,"6,298.95",Schools / DSG,E1170,Services,
DANIELLE DAY NURSERIES LIMITED T/A COSY CORNER DAY NURSERY,161765,29-NOV-2023,"5,177.63",Schools / DSG,E1170,Services,
DANIELLE DAY NURSERIES LIMITED T/A COSY CORNER DAY NURSERY,161765,29-NOV-2023,"1,998.33",Schools / DSG,E1170,Services,
DANIELLE DAY NURSERIES LIMITED T/A COSY CORNER DAY NURSERY,153587,01-NOV-2023,"5,751.88",Schools / DSG,E1170,Services,
DANIELLE DAY NURSERIES LIMITED T/A COSY CORNER DAY NURSERY,161765,29-NOV-2023,"1,118.40",Schools / DSG,E1170,Services,
DAVID LEWIS.,159357,22-NOV-2023,"4,797.24",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
DAVID LEWIS.,159357,22-NOV-2023,"4,797.24",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
DAVID LEWIS.,159357,22-NOV-2023,"6,955.80",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
DAVID LEWIS.,159357,22-NOV-2023,"4,864.16",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Adults (18-64),
DDA RAMPS & ADAPTIONS LTD,154586,06-NOV-2023,905.58,Capital,C4114,Expenditure on Capital Grants,
DDA RAMPS & ADAPTIONS LTD,154586,06-NOV-2023,"1,199.99",Capital,C4114,Expenditure on Capital Grants,
DDA RAMPS & ADAPTIONS LTD,154586,06-NOV-2023,766.43,Capital,C4114,Expenditure on Capital Grants,
DDA RAMPS & ADAPTIONS LTD,154586,06-NOV-2023,681.84,Capital,C4114,Expenditure on Capital Grants,
DDA RAMPS & ADAPTIONS LTD,158042,20-NOV-2023,654.00,Capital,C4114,Expenditure on Capital Grants,
DDA RAMPS & ADAPTIONS LTD,154586,06-NOV-2023,626.18,Capital,C4114,Expenditure on Capital Grants,
DDA RAMPS & ADAPTIONS LTD,158042,20-NOV-2023,"1,199.99",Capital,C4114,Expenditure on Capital Grants,
DDA RAMPS & ADAPTIONS LTD,154586,06-NOV-2023,918.39,Capital,C4114,Expenditure on Capital Grants,
DDA RAMPS & ADAPTIONS LTD,154586,06-NOV-2023,"1,199.99",Capital,C4114,Expenditure on Capital Grants,
DDA RAMPS & ADAPTIONS LTD,158042,20-NOV-2023,"1,199.99",Capital,C4114,Expenditure on Capital Grants,
DEEPDALE MOTOR COMPANY LIMITED,160590,24-NOV-2023,"8,700.00",Resources,X7103,GL Figures,
DEPARTMENT OF BUSINESS ENERGY & INDUSTRIAL STRATEGY,160396,24-NOV-2023,600.00,Covid-19,H4121,Grants & Subscriptions,
DEREKS BUILDING SERVICES LIMITED,156849,13-NOV-2023,"11,559.00",Capital,C4117,Expenditure on Capital Grants,
DERWEN COLLEGE,157633,16-NOV-2023,"12,549.67",Schools / DSG,E5944,Special Educ Needs Top Ups,
DERWEN COLLEGE,157633,16-NOV-2023,"45,804.10",Schools / DSG,E5944,Special Educ Needs Top Ups,
DERWEN COLLEGE,157633,16-NOV-2023,"21,940.10",Schools / DSG,E5944,Special Educ Needs Top Ups,
DERWEN COLLEGE,157633,16-NOV-2023,"25,682.43",Schools / DSG,E5944,Special Educ Needs Top Ups,
DERWEN COLLEGE,157633,16-NOV-2023,"83,782.76",Schools / DSG,E5944,Special Educ Needs Top Ups,
DERWEN COLLEGE,157633,16-NOV-2023,"34,203.43",Schools / DSG,E5944,Special Educ Needs Top Ups,
DHCH14 BROOKLANDS,159387,22-NOV-2023,"2,542.28",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
DIANE HALL,153589,01-NOV-2023,"1,378.86",Schools / DSG,E1170,Services,
DIANE HALL,161779,29-NOV-2023,"1,065.04",Schools / DSG,E1170,Services,
DIGITAL ID LIMITED,156467,10-NOV-2023,675.45,Regeneration & Place,D2515,Services,
DIGITAL URBAN LIMITED,161694,29-NOV-2023,"76,000.00",Regeneration & Place,V1063,Consultants,
DIGITAL URBAN LIMITED,156508,10-NOV-2023,"1,100.00",Regeneration & Place,V1702,Hired or Contracted services,
DIGITAL URBAN LIMITED,161694,29-NOV-2023,"76,000.00",Capital,C0521,Contractors - Main,
DISABILITY POSITIVE,157634,16-NOV-2023,"1,996.48",Adults Care and Health and Strategic Commissioning,S2280,Medical Service Provider,
DISABLED ENABLED LIMITED T/A ACCESSABLE,156816,13-NOV-2023,"7,800.00",Adults Care and Health and Strategic Commissioning,S6244,Grants & Subscriptions,
DISCLOSURE & BARRING SERVICES,154640,06-NOV-2023,"12,938.00",Resources,P1000,"Equipment, Furniture & Materials",
DNA LEGAL LIMITED,154841,07-NOV-2023,670.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DNA LEGAL LIMITED,156817,13-NOV-2023,967.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DNA LEGAL LIMITED,157903,17-NOV-2023,595.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DNA LEGAL LIMITED,158996,21-NOV-2023,"1,933.00",Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DNA LEGAL LIMITED,156817,13-NOV-2023,769.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
DOOH Media Ltd,154818,07-NOV-2023,"2,500.00",Regeneration & Place,V1702,Hired or Contracted services,
DOOH Media Ltd,160564,24-NOV-2023,"1,250.00",Regeneration & Place,V1702,Hired or Contracted services,
DR FIONA JANE BOOTH,160811,27-NOV-2023,"1,708.80",Neighbourhood Services,L4950,Services,
DR JENNIFER ANNE PERKINS,160812,27-NOV-2023,"1,295.40",Neighbourhood Services,L4950,Services,
DR KAREN SHANNON ASSOCIATES,155094,08-NOV-2023,"1,000.00","Children, Families & Education",E7023,Care Provision,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,159494,23-NOV-2023,905.15,Adults Care and Health and Strategic Commissioning,S5010,Payments to Other Agencies,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,159494,23-NOV-2023,781.66,Adults Care and Health and Strategic Commissioning,S5010,Payments to Other Agencies,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,155834,09-NOV-2023,639.92,Adults Care and Health and Strategic Commissioning,S5010,Payments to Other Agencies,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,159494,23-NOV-2023,505.20,Adults Care and Health and Strategic Commissioning,S5120,Payments to Other Agencies,
DR LOUISE MAY LIMITED T/A KARE PLUS WIRRAL,159494,23-NOV-2023,505.20,Adults Care and Health and Strategic Commissioning,S5120,Payments to Other Agencies,
