Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
AA,27/12/2023,22/12/2023,Purchase,440.52,Travelodge Gb0000
JB,27/12/2023,28/11/2023,Purchase,455,Amznmktplace
JR,27/12/2023,12/12/2023,Purchase,460.55,Amznmktplace
AA,27/12/2023,21/12/2023,Purchase,482.34,Travelodge Gb0000
DS,27/12/2023,04/12/2023,Purchase,492,Llg Enterprises Ltd
AA,27/12/2023,15/12/2023,Purchase,500,The Institute For Outd
JR,27/12/2023,02/12/2023,Purchase,500,Asda Stores 5011
AA,27/12/2023,15/12/2023,Purchase,539,Rics Subs UK Cybs
AA,27/12/2023,15/12/2023,Purchase,539,Rics Subs UK Cybs
AA,27/12/2023,15/12/2023,Purchase,539,Rics Subs UK Cybs
AA,27/12/2023,15/12/2023,Purchase,539,Rics Subs UK Cybs
AA,27/12/2023,15/12/2023,Purchase,539,Rics Subs UK Cybs
AA,27/12/2023,15/12/2023,Purchase,539,Rics Subs UK Cybs
AA,27/12/2023,15/12/2023,Purchase,539,Rics Subs UK Cybs
AA,27/12/2023,07/12/2023,Purchase,562.8,Eb *evc-Training The T
AA,27/12/2023,08/12/2023,Purchase,567,Cartwright Waste Dispo
JB,27/12/2023,21/12/2023,Purchase,624,Gary Telford Sales
JR,27/12/2023,06/12/2023,Purchase,660,A.K. Williams And Sons
AA,27/12/2023,21/12/2023,Purchase,686.33,Travelodge Gb0000
JR,27/12/2023,24/12/2023,Purchase,810.36,Booker Ltd - 38598984
AA,27/12/2023,04/12/2023,Purchase,855.97,Nhbs Ltd
JB,27/12/2023,01/12/2023,Purchase,1050,Www.1508stays.Co.Uk
DS,27/12/2023,19/12/2023,Purchase,1134,Trp7 Ltd
JB,27/12/2023,15/12/2023,Purchase,1200,Www.1508stays.Co.Uk
DS,27/12/2023,04/12/2023,Purchase,1240.8,Www.Local.Gov.Uk
DS,27/12/2023,04/12/2023,Purchase,1240.8,Www.Local.Gov.Uk
JB,27/12/2023,04/12/2023,Purchase,1400,Planet Doors
JB,27/12/2023,08/12/2023,Purchase,1400,Planet Doors
DS,27/12/2023,13/12/2023,Purchase,1428.94,Complete Care Shop
JR,27/12/2023,04/12/2023,Purchase,1468,Bkg*hotel At Booking.C
JR,27/12/2023,08/12/2023,Purchase,1522.13,Trade Uk
AA,27/12/2023,12/12/2023,Purchase,1631.52,Microsoft G033294164
JR,27/12/2023,21/12/2023,Purchase,1687,Bkg*hotel At Booking.C
JR,27/12/2023,18/12/2023,Purchase,1865.46,Lyreco UK Ltd
JB,27/12/2023,14/12/2023,Purchase,2363.17,Airbnb * Hmazc2rtt5
JR,27/12/2023,28/11/2023,Purchase,2511.2,Lyreco UK Ltd
DS,27/12/2023,04/12/2023,Purchase,2900,Www.Ico.Org.Uk
JR,27/12/2023,03/12/2023,Purchase,2948.99,Amazon* 204-1709467-87
