BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1,ID GLAC EXP
144431      ,NPOWER LTD                    ,IN070305235           ,5,"1,603.40",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC33                                   
144431      ,NPOWER LTD                    ,IN070305235           ,6,"1,233.41",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC35                                   
144431      ,NPOWER LTD                    ,IN070305235           ,7,"1,081.43",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA62                                   
144431      ,NPOWER LTD                    ,IN070305236           ,1,360.02,ELECTRICITY                             ,08/06/2023,"2,173.01",Property Department,Utilities,F12331CC43                                   
144431      ,NPOWER LTD                    ,IN070305236           ,2,63.85,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA47                                   
144431      ,NPOWER LTD                    ,IN070305236           ,3,52.09,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA47                                   
144431      ,NPOWER LTD                    ,IN070305236           ,4,227.17,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA47                                   
144431      ,NPOWER LTD                    ,IN070305236           ,5,20.37,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA30                                   
144431      ,NPOWER LTD                    ,IN070305236           ,6,25.81,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA30                                   
144431      ,NPOWER LTD                    ,IN070305236           ,7,45.56,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL46                                   
144431      ,NPOWER LTD                    ,IN070305236           ,8,134.75,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL46                                   
144431      ,NPOWER LTD                    ,IN070305236           ,9,19.50,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL53                                   
144431      ,NPOWER LTD                    ,IN070305236           ,10,75.81,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,H12331HH25                                   
144431      ,NPOWER LTD                    ,IN070305236           ,11,130.34,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC57                                   
144431      ,NPOWER LTD                    ,IN070305236           ,12,148.51,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC57                                   
144431      ,NPOWER LTD                    ,IN070305236           ,13,16.76,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL50                                   
144431      ,NPOWER LTD                    ,IN070305236           ,14,92.02,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA29                                   
144431      ,NPOWER LTD                    ,IN070305236           ,15,72.97,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC30                                   
144431      ,NPOWER LTD                    ,IN070305236           ,16,255.20,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC56                                   
144431      ,NPOWER LTD                    ,IN070305236           ,17,124.92,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL51                                   
144431      ,NPOWER LTD                    ,IN070305236           ,18,49.05,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL51                                   
144431      ,NPOWER LTD                    ,IN070305236           ,19,151.61,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL51                                   
144431      ,NPOWER LTD                    ,IN070305236           ,20,106.70,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL51                                   
144418      ,NPOWER LTD                    ,IN07082572            ,1,"43,229.45",ELECTRICITY                             ,05/06/2023,"43,229.45",Property Department,Utilities,H12331HH18                                   
010623K     ,WALTER FRANK & SONS LIMITED   ,INV/47344             ,1,780.00,PROTECTIVE EQUIPT - PARTS               ,08/06/2023,798.50,Technical & Support Service,Emergency Services,X29452ZZ82                                   
010623K     ,WALTER FRANK & SONS LIMITED   ,INV/47344             ,2,18.50,OPERATIONAL EQUIP-PURCHASE              ,08/06/2023,,Technical & Support Service,Fire & Rescue,F14061EE13                                   
144445      ,MR BENJAMIN AMUNWA            ,INV/BA553             ,1,"1,080.00",COUNSELS FEES                           ,15/06/2023,"1,080.00",Compensation Budgets,Legal Services,A61831RR64                                   
144424      ,MR JACK FERRO                 ,INV/JAC1              ,1,"1,250.00",COUNSELS FEES                           ,05/06/2023,"1,250.00",Compensation Budgets,Legal Services,A61831RR64                                   
144421      ,DAYS CONTRACT HIRE            ,INV00361377           ,1,"6,496.20",LEASE CAR CHARGES                       ,05/06/2023,"5,964.96",Procurement,Vehicle Management,F13417EZ12                                   
144421      ,DAYS CONTRACT HIRE            ,INV00361377           ,2,(531.24),VAT CAR LEASING                         ,05/06/2023,,Finance Services,Vehicle Management,X39614                                       
144448      ,DAYS CONTRACT HIRE            ,INV00362007           ,1,442.87,LEASE CAR CHARGES                       ,26/06/2023,407.40,Procurement,Vehicle Management,F13417EZ12                                   
144448      ,DAYS CONTRACT HIRE            ,INV00362007           ,2,(35.47),VAT CAR LEASING                         ,26/06/2023,,Finance Services,Vehicle Management,X39614                                       
144448      ,DAYS CONTRACT HIRE            ,INV00362583           ,1,"6,716.41",LEASE CAR CHARGES                       ,26/06/2023,"6,192.12",Procurement,Vehicle Management,F13417EZ12                                   
