BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1,ID GLAC EXP
020623P     ,BT GLOBAL SERVICES            ,624591                ,1,"60,524.68",TELECOMMUNICATIONS                      ,08/06/2023,"60,524.68",Enterprise Application Group (ICT),ICT,A54621EE61                                   
310523P     ,BT GLOBAL SERVICES            ,628390                ,1,"3,406.00",TELECOMMUNICATIONS                      ,05/06/2023,"3,406.00",Enterprise Application Group (ICT),ICT,A54621EE64                                   
310523P     ,BRITISH TELECOM               ,628439                ,1,"19,689.23",TELECOMMUNICATIONS                      ,05/06/2023,"19,689.23",Enterprise Application Group (ICT),ICT,A54621EE61                                   
130623P     ,BT GLOBAL SERVICES            ,629083                ,1,"60,524.68",TELECOMMUNICATIONS                      ,19/06/2023,"60,524.68",Enterprise Application Group (ICT),ICT,A54621EE61                                   
130623P     ,BT GLOBAL SERVICES            ,629089                ,1,"13,337.93",TELECOMMUNICATIONS                      ,19/06/2023,"16,653.29",Enterprise Application Group (ICT),ICT,A54621EE61                                   
130623P     ,BT GLOBAL SERVICES            ,629089                ,2,"3,315.36",TELECOMMUNICATIONS                      ,19/06/2023,,Enterprise Application Group (ICT),ICT,A54621EE61                                   
260523B     ,AFFINITY BUSINESS RETAIL LTD  ,667009                ,1,626.00,CURRENT HYDRANT COSTS                   ,05/06/2023,626.00,Procurement,Works - Construction,F14065PP32                                   
250523K     ,AFFINITY BUSINESS RETAIL LTD  ,667011                ,1,"1,022.00",CURRENT HYDRANT COSTS                   ,05/06/2023,"1,022.00",Procurement,Works - Construction,F14065PP32                                   
090623B     ,AFFINITY BUSINESS RETAIL LTD  ,678006                ,1,"1,233.00",CURRENT HYDRANT COSTS                   ,15/06/2023,"1,233.00",Procurement,Works - Construction,F14065PP32                                   
090623B     ,AFFINITY BUSINESS RETAIL LTD  ,678007                ,1,"1,233.00",CURRENT HYDRANT COSTS                   ,15/06/2023,"1,233.00",Procurement,Works - Construction,F14065PP32                                   
090623B     ,AFFINITY BUSINESS RETAIL LTD  ,678011                ,1,826.00,CURRENT HYDRANT COSTS                   ,15/06/2023,826.00,Procurement,Works - Construction,F14065PP32                                   
090623B     ,AFFINITY BUSINESS RETAIL LTD  ,678012                ,1,"1,118.00",CURRENT HYDRANT COSTS                   ,15/06/2023,"1,118.00",Procurement,Works - Construction,F14065PP32                                   
090623B     ,AFFINITY BUSINESS RETAIL LTD  ,678015                ,1,"1,127.00",CURRENT HYDRANT COSTS                   ,15/06/2023,"1,127.00",Procurement,Works - Construction,F14065PP32                                   
090623B     ,AFFINITY BUSINESS RETAIL LTD  ,679006                ,1,"1,127.00",CURRENT HYDRANT COSTS                   ,15/06/2023,"1,127.00",Procurement,Works - Construction,F14065PP32                                   
090623B     ,AFFINITY BUSINESS RETAIL LTD  ,679012                ,1,826.00,CURRENT HYDRANT COSTS                   ,15/06/2023,826.00,Procurement,Works - Construction,F14065PP32                                   
090623B     ,AFFINITY BUSINESS RETAIL LTD  ,679013                ,1,"1,127.00",CURRENT HYDRANT COSTS                   ,15/06/2023,"1,127.00",Procurement,Works - Construction,F14065PP32                                   
010623P     ,LYON EQUIPMENT LIMITED        ,754048                ,1,288.00,OPERATIONAL EQUIP-PURCHASE              ,08/06/2023,360.00,Fire Stations (South West),Fire & Rescue,F14061AA48                                   
010623P     ,LYON EQUIPMENT LIMITED        ,754048                ,2,36.00,OPERATIONAL EQUIP-PURCHASE              ,08/06/2023,,Fire Stations (South West),Fire & Rescue,F14061AA48                                   
010623P     ,LYON EQUIPMENT LIMITED        ,754048                ,3,36.00,OPERATIONAL EQUIP-PURCHASE              ,08/06/2023,,Fire Stations (South West),Fire & Rescue,F14061AA48                                   
250523L     ,FIRE SERVICE COLLEGE LTD      ,826243                ,1,320.00,ACCOMMODATION BOOKINGS                  ,05/06/2023,320.00,Operational Resilience,Human Resources,F13523PP37                                   
250523L     ,FIRE SERVICE COLLEGE LTD      ,826246                ,1,320.00,ACCOMMODATION BOOKINGS                  ,05/06/2023,320.00,Operational Resilience,Human Resources,F13523PP37                                   
250523L     ,FIRE SERVICE COLLEGE LTD      ,826248                ,1,320.00,ACCOMMODATION BOOKINGS                  ,05/06/2023,320.00,Operational Resilience,Human Resources,F13523PP37                                   
250523L     ,FIRE SERVICE COLLEGE LTD      ,826250                ,1,320.00,ACCOMMODATION BOOKINGS                  ,05/06/2023,320.00,Operational Resilience,Human Resources,F13523PP37                                   
250523L     ,FIRE SERVICE COLLEGE LTD      ,826251                ,1,320.00,ACCOMMODATION BOOKINGS                  ,05/06/2023,320.00,Operational Resilience,Human Resources,F13523PP37                                   
250523L     ,FIRE SERVICE COLLEGE LTD      ,826253                ,1,320.00,ACCOMMODATION BOOKINGS                  ,05/06/2023,320.00,Operational Resilience,Human Resources,F13523PP37                                   
250523L     ,FIRE SERVICE COLLEGE LTD      ,826484                ,1,600.00,ACCOMMODATION BOOKINGS                  ,05/06/2023,600.00,Operational Resilience,Human Resources,F13523PP37                                   
310523L     ,FIRE SERVICE COLLEGE LTD      ,828545                ,1,"5,415.00",ACCOMMODATION BOOKINGS                  ,08/06/2023,"5,415.00",Operational Resilience,Human Resources,F13523PP37                                   
130623P     ,G4S FIRE & SECURITY SYSTEMS UK,1015474               ,1,"8,468.90",WORKPLACE IMPROVEMENTS                  ,19/06/2023,"8,468.90",Property Department,Works - Construction,D22132EZ24                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,1,207.41,WATER & SEWERAGE RATES                  ,15/06/2023,"54,099.28",Property Department,Utilities,F12361LL26                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,2,116.62,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA63                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,3,284.88,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC43                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,4,174.28,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA48                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,5,119.25,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA43                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,6,17.03,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA28                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,7,85.17,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA42                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,8,32.84,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,H12361HH25                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,9,355.11,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,H12361HH34                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,10,132.35,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA46                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,11,132.35,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA39                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,12,171.66,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL34                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,13,148.06,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC34                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,14,66.83,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL37                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,15,216.21,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA47                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,17,224.09,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA61                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,18,239.37,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC41                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,19,87.79,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA36                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,20,180.53,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA34                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,21,142.84,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC48                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,22,601.35,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL25                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,23,190.72,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA23                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,24,494.67,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC44                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,25,226.71,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC54                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,26,40.62,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA30                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,27,106.15,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC55                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,28,33.48,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA27                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,29,177.62,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL46                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,30,22.28,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL46                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,31,314.30,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL39                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,32,65.74,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL53                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,33,83.73,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL53                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,34,222.12,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA31                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,35,133.01,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL35                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,36,119.25,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA22                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,37,17.85,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC37                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,38,509.75,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL36                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,39,33.72,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC57                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,40,5.63,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC57                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,41,94.99,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC57                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,42,44.17,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL21                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,43,388.64,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,H12361HH27                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,44,102.95,GAS                                     ,15/06/2023,,Property Department,Utilities,F12332LL40                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,45,790.17,GAS                                     ,15/06/2023,,Property Department,Utilities,F12332LL38                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,46,135.06,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL23                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,47,158.56,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC51                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,48,121.87,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC28                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,49,108.60,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC39                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,50,137.60,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC52                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,51,222.23,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC42                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,52,93.04,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC50                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,53,142.84,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL33                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,54,158.56,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL50                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,55,148.06,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA55                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,56,605.40,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA44                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,57,64.90,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA45                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,58,142.84,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA29                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,59,216.21,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA21                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,60,174.28,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC29                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,61,56.35,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC30                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,62,"1,356.93",WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,H12361HH17                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,63,301.10,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,H12361HH18                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,64,22.33,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL55                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,65,106.87,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC23                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,66,158.56,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA38                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,68,"4,113.34",WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA52                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,69,192.63,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL27                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,70,145.92,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL31                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,71,119.25,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA35                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,72,81.12,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA41                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,73,367.28,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL48                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,74,134.98,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL29                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,75,148.06,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA37                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,76,"31,080.60",WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC45                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,77,108.76,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA25                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,78,332.25,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC22                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,79,105.96,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA60                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,80,150.68,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC22                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,81,171.16,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC38                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,82,64.64,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL32                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,83,317.28,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC25                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,84,313.90,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC24                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,85,153.31,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA40                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,86,300.08,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL45                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,87,99.42,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL24                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,88,118.29,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL22                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,89,211.70,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC21                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,91,158.47,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA58                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,92,155.93,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA50                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,93,187.38,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC53                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,94,201.21,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL41                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,95,91.49,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA59                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,96,129.79,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC36                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,97,134.98,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA49                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,98,21.67,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL30                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,99,97.12,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC40                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,100,124.49,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL28                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,101,417.71,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA51                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,102,138.25,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC33                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,103,125.14,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361LL28                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,104,295.55,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA54                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,105,190.72,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC35                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,106,66.83,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361AA62                                   
144426      ,ANGLIAN WATER BUS NATIONAL    ,1048975               ,107,145.46,WATER & SEWERAGE RATES                  ,15/06/2023,,Property Department,Utilities,F12361CC32                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,1,"5,815.21",PLANNED MEP                             ,05/06/2023,"229,688.69",Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,2,"3,162.72",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,3,"4,060.23",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,4,"2,914.25",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,5,"3,850.20",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,6,"3,153.20",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,7,"3,453.20",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,8,"3,048.86",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,9,"4,080.08",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,10,"3,201.10",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,11,"4,009.64",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,12,"4,738.02",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,13,"4,255.20",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,14,"4,354.77",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,15,"2,544.49",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,16,"3,391.91",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,17,"4,065.56",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,18,"2,004.28",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,19,"3,003.60",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,20,"5,856.45",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,21,"3,657.62",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,22,"3,845.91",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,23,"3,712.99",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,24,"4,855.08",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,25,"3,561.93",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,26,"4,063.04",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,27,"3,632.32",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,28,"3,184.07",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,29,"4,073.55",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,30,"4,525.38",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,31,"3,302.88",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
