BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
144548      ,KNAPP RICHARDSON LIMITED      ,4470                  ,1,"1,960.00",LEGAL PROFESSIONAL FEES-GENERL          ,23/10/2023,"1,960.00",Grenfell Investigation Legal Costs,Legal Services
060923P     ,CORPORATE TRAVEL MGMT(NORTH)  ,6348                  ,1,"11,349.89",ACCOMMODATION BOOKINGS                  ,02/10/2023,"11,349.89",Procurement,Human Resources
101023P     ,THE BRAND ALCHEMISTS          ,6745                  ,1,880.50,STATIONERY CONSUMABLES                  ,16/10/2023,880.50,Communications,Stationery
041023 PROP ,LINDFIELD ELECTRICAL SERVICES ,8258                  ,1,580.00,DEVELOPMENT  EXPENSES-CONTRACT          ,09/10/2023,580.00,Property Department,Consultancy
021023B     ,CONFLICT MANAGEMENT PLUS LTD  ,8600                  ,1,"2,100.00",GENERAL PUBLICITY                       ,05/10/2023,"2,100.00",People Services,Facilities & Management Services
161023 PROP ,H & V HEATING & VENTILATING   ,9558                  ,1,"2,779.00",DEVELOPMENT  EXPENSES-CONTRACT          ,23/10/2023,"2,779.00",Property Department,Consultancy
091023B PROP,H & V HEATING & VENTILATING   ,9740                  ,1,288.41,DEVELOPMENT  EXPENSES-CONTRACT          ,12/10/2023,"2,296.00",Property Department,Consultancy
091023B PROP,H & V HEATING & VENTILATING   ,9740                  ,2,"2,007.59",DEVELOPMENT  EXPENSES-CONTRACT          ,12/10/2023,,Property Department,Consultancy
091023B PROP,H & V HEATING & VENTILATING   ,9741                  ,1,"1,025.26",PURCHASES-PLANT/MACHINERY               ,12/10/2023,"1,025.26",Property Department,"Works - Construction, Repair & Maintenance"
021023B PROP,H & V HEATING & VENTILATING   ,9766                  ,1,"1,345.50",DEVELOPMENT  EXPENSES-CONTRACT          ,05/10/2023,"1,345.50",Property Department,Consultancy
121023K     ,DEALERSHIP SERVICES LTD       ,10101                 ,1,479.00,CLOTHING                                ,19/10/2023,"1,929.95",Central Fire Safety,Clothing
121023K     ,DEALERSHIP SERVICES LTD       ,10101                 ,2,479.00,CLOTHING                                ,19/10/2023,,Central Fire Safety,Clothing
121023K     ,DEALERSHIP SERVICES LTD       ,10101                 ,3,479.00,CLOTHING                                ,19/10/2023,,Central Fire Safety,Clothing
121023K     ,DEALERSHIP SERVICES LTD       ,10101                 ,4,239.50,CLOTHING                                ,19/10/2023,,Central Fire Safety,Clothing
121023K     ,DEALERSHIP SERVICES LTD       ,10101                 ,5,143.70,CLOTHING                                ,19/10/2023,,Central Fire Safety,Clothing
121023K     ,DEALERSHIP SERVICES LTD       ,10101                 ,6,109.75,CLOTHING                                ,19/10/2023,,Central Fire Safety,Clothing
290923K2    ,Barbour EHS Limited           ,0000012239            ,1,"12,155.72",BOOKS & JOURNALS                        ,16/10/2023,"12,155.72",Information Management (ICT),Facilities & Management Services
191023P     ,SFJ Awards Limited            ,13755                 ,1,"1,980.00",CONSULTANTS                             ,26/10/2023,"1,980.00",Operational Resilience,Consultancy
131023P     ,Southern Communications       ,0013798               ,1,"2,751.17",SECURITY SERVICES                       ,19/10/2023,"2,751.17",Infrastructure Team (ICT),ICT
201023K     ,SFJ Awards Limited            ,14888                 ,1,"1,140.00",CONSULTANTS                             ,26/10/2023,"1,140.00",Operational Resilience,Consultancy
251023L     ,Briar Consulting Engineers Ltd,16112                 ,1,"21,450.00",CONSULTANTS                             ,30/10/2023,"21,450.00",Property Department,Consultancy
280923K1    ,PHOENIX HEALTH & SAFETY       ,0000019036            ,1,"5,595.00",PROFESSIONAL DEVELOPMENT                ,05/10/2023,"5,595.00",Fire Stations (North West),Human Resources
290923 PROP ,Fulkers Bailey Russell        ,19778                 ,1,"1,376.20",DEVELOPMENT  EXPENSES-CONTRACT          ,05/10/2023,"1,376.20",Property Department,Consultancy
101023 PROP ,Fulkers Bailey Russell        ,19839                 ,1,"1,351.21",PROF FEES-MISCELLANEOUS                 ,16/10/2023,"1,351.21",Property Department,Consultancy
061023 PROP ,Fulkers Bailey Russell        ,19857                 ,1,"3,579.93",PROF FEES-MISCELLANEOUS                 ,12/10/2023,"3,579.93",Property Department,Consultancy
270923K     ,MUMS HOUSE LONDON             ,22061                 ,1,523.32,REFRESHMENTS                            ,05/10/2023,523.32,Communications,Catering
903156      ,APPLUS LLT                    ,23038                 ,1,"5,832.00",GENERAL                                 ,09/10/2023,"5,832.00",Technical & Support Service,Consultancy
903156      ,APPLUS LLT                    ,23046                 ,1,"5,184.00",GENERAL                                 ,09/10/2023,"5,184.00",Technical & Support Service,Consultancy
903156      ,APPLUS LLT                    ,23051                 ,1,"5,184.00",GENERAL                                 ,09/10/2023,"5,184.00",Technical & Support Service,Consultancy
231023K1    ,RUTH LEE LTD                  ,23891                 ,1,724.00,OPERATIONAL EQUIP-PURCHASE              ,26/10/2023,724.00,Fire Stations (North West),Fire & Rescue
231023K     ,RUTH LEE LTD                  ,24001                 ,1,"12,000.00",OPERATIONAL EQUIP-PURCHASE              ,26/10/2023,"12,000.00",Operational Resilience,Fire & Rescue
231023K1    ,RUTH LEE LTD                  ,24039                 ,1,636.00,OPERATIONAL EQUIP-PURCHASE              ,26/10/2023,699.00,Fire Stations (North West),Fire & Rescue
231023K1    ,RUTH LEE LTD                  ,24039                 ,2,63.00,OPERATIONAL EQUIP-PURCHASE              ,26/10/2023,,Fire Stations (North West),Fire & Rescue
270923K     ,THE WYEDEAN WEAVING COMPANY LD,26268                 ,1,480.00,UNIFORMS - POMS                         ,12/10/2023,480.00,Technical & Support Service,Clothing
144539      ,PA CONSULTING SERVICES LTD    ,0000026998            ,1,"15,049.50",SOFTWARE COTS                           ,09/10/2023,"15,049.50",Grenfell Investigation Legal Costs,ICT
290923P     ,REGRAY TEXTILES LTD           ,27803                 ,1,"1,138.56",PROTECTIVE EQUIPT - PARTS               ,05/10/2023,"1,185.26",Technical & Support Service,Emergency Services
290923P     ,REGRAY TEXTILES LTD           ,27803                 ,2,46.70,OPERATIONAL EQUIP-PURCHASE              ,05/10/2023,,Technical & Support Service,Fire & Rescue
171023K     ,REGRAY TEXTILES LTD           ,27850                 ,1,135.00,REPAIR & MAINTENANCE                    ,23/10/2023,635.10,Technical & Support Service,Fire & Rescue
171023K     ,REGRAY TEXTILES LTD           ,27850                 ,2,13.90,REPAIR & MAINTENANCE                    ,23/10/2023,,Technical & Support Service,Fire & Rescue
171023K     ,REGRAY TEXTILES LTD           ,27850                 ,3,106.20,OPERATIONAL EQUIP-PURCHASE              ,23/10/2023,,Technical & Support Service,Fire & Rescue
171023K     ,REGRAY TEXTILES LTD           ,27850                 ,4,380.00,PROTECTIVE EQUIPT - PARTS               ,23/10/2023,,Technical & Support Service,Emergency Services
171023K     ,HARRIS INSTALLATION SERVICES  ,31213                 ,1,689.60,PLANNED REFUSE COLLECTION               ,23/10/2023,689.60,Control and Mobilising,Environmental Services
190923B PROP,HARRIS INSTALLATION SERVICES  ,31415                 ,1,508.60,REMOVALS                                ,05/10/2023,508.60,Property Department,Facilities & Management Services
144538      ,International Dispute         ,32477                 ,1,"1,500.32",LEGAL PROFESSIONAL FEES-GENERL          ,05/10/2023,"1,500.32",Grenfell Investigation Legal Costs,Legal Services
061023B     ,WILLIS NEWS DISTRIBUTION LTD  ,34013                 ,1,273.20,BOOKS & JOURNALS                        ,12/10/2023,273.20,Information Management (ICT),Facilities & Management Services
270923K     ,Emergency One UK Limited      ,34917                 ,1,219.30,OPERATIONAL EQUIP-PURCHASE              ,09/10/2023,"5,081.80",Technical & Support Service,Fire & Rescue
270923K     ,Emergency One UK Limited      ,34917                 ,2,"4,845.00",OPERATIONAL EQUIP-PURCHASE              ,09/10/2023,,Technical & Support Service,Fire & Rescue
270923K     ,Emergency One UK Limited      ,34917                 ,3,17.50,OPERATIONAL EQUIP-PURCHASE              ,09/10/2023,,Technical & Support Service,Fire & Rescue
250923L     ,Safariland UK                 ,38651                 ,1,"221,200.00",PROTECTIVE CLOTHING                     ,02/10/2023,"221,200.00",Operational Resilience,Clothing
041023K1    ,Advent IM Limited             ,38900                 ,1,399.00,CONSULTANTS                             ,09/10/2023,399.00,Operational Resilience,Consultancy
201023K     ,LAWRIE J.G CONSULTING         ,06-2023               ,1,"2,635.03",CONSULTANTS                             ,26/10/2023,"2,635.03",Operational Resilience,Consultancy
021023B     ,CLC PRESENTATION SYSTEMS LTD  ,46323                 ,1,396.00,OFFICE EQUIPMENT                        ,19/10/2023,405.95,Communications,Stationery
021023B     ,CLC PRESENTATION SYSTEMS LTD  ,46323                 ,2,9.95,ADDITIONAL PURCHASE COSTS               ,19/10/2023,,Communications,Facilities & Management Services
021023P     ,East Lancashire Chamber of    ,48084                 ,1,"2,350.00",GENERAL                                 ,05/10/2023,"3,455.00",Procurement,Consultancy
021023P     ,East Lancashire Chamber of    ,48084                 ,2,871.00,GENERAL                                 ,05/10/2023,,Procurement,Consultancy
021023P     ,East Lancashire Chamber of    ,48084                 ,3,234.00,GENERAL                                 ,05/10/2023,,Procurement,Consultancy
181023L     ,East Lancashire Chamber of    ,48131                 ,1,"2,049.50",GENERAL                                 ,23/10/2023,"2,049.50",Procurement,Consultancy
041023 PROP ,Property Facilities Group Ltd ,49377                 ,1,"6,601.26",DEVELOPMENT  EXPENSES-CONTRACT          ,19/10/2023,"6,601.26",Property Department,Consultancy
131023B PROP,COSTELLO & SONS LIMITED       ,50916                 ,1,909.00,UNIFORMS                                ,19/10/2023,909.00,Fire Stations (North West),Clothing
041023K     ,COSTELLO & SONS LIMITED       ,50943                 ,1,919.00,UNIFORMS                                ,09/10/2023,919.00,Fire Stations (North West),Clothing
021023K     ,COSTELLO & SONS LIMITED       ,50975                 ,1,919.00,UNIFORMS                                ,05/10/2023,919.00,Fire Stations (North West),Clothing
021023K1    ,COSTELLO & SONS LIMITED       ,50976                 ,1,919.00,UNIFORMS                                ,05/10/2023,919.00,Fire Stations (South West),Clothing
101023K     ,COSTELLO & SONS LIMITED       ,50977                 ,1,899.00,UNIFORMS                                ,16/10/2023,919.00,Incident Command Policy ,Clothing
101023K     ,COSTELLO & SONS LIMITED       ,50977                 ,2,20.00,ADDITIONAL PURCHASE COSTS               ,16/10/2023,,Incident Command Policy ,Facilities & Management Services
021023K1    ,COSTELLO & SONS LIMITED       ,50978                 ,1,919.00,UNIFORMS                                ,05/10/2023,919.00,Central Operations,Clothing
021023K     ,COSTELLO & SONS LIMITED       ,50979                 ,1,919.00,UNIFORMS                                ,05/10/2023,919.00,Fire Stations (North West),Clothing
021023K1    ,COSTELLO & SONS LIMITED       ,50980                 ,1,919.00,UNIFORMS                                ,05/10/2023,919.00,Fire Stations (North East),Clothing
031023K     ,COSTELLO & SONS LIMITED       ,50993                 ,1,"1,064.00",UNIFORMS                                ,09/10/2023,"1,064.00",Fire Stations (Management),Clothing
280923K     ,COSTELLO & SONS LIMITED       ,50995                 ,1,919.00,UNIFORMS                                ,05/10/2023,919.00,Fire Stations (South West),Clothing
041023K1    ,COSTELLO & SONS LIMITED       ,50996                 ,1,919.00,UNIFORMS                                ,09/10/2023,919.00,Fire Stations (South East),Clothing
041023K     ,COSTELLO & SONS LIMITED       ,50997                 ,1,919.00,UNIFORMS                                ,09/10/2023,919.00,Fire Stations (South East),Clothing
041023K1    ,COSTELLO & SONS LIMITED       ,50998                 ,1,919.00,UNIFORMS                                ,09/10/2023,919.00,Fire Stations (South West),Clothing
280923K     ,COSTELLO & SONS LIMITED       ,50999                 ,1,919.00,UNIFORMS                                ,05/10/2023,919.00,Operational Resilience,Clothing
280923K1    ,COSTELLO & SONS LIMITED       ,51006                 ,1,919.00,UNIFORMS                                ,05/10/2023,919.00,Fire Stations (North West),Clothing
021023K     ,COSTELLO & SONS LIMITED       ,51011                 ,1,919.00,UNIFORMS                                ,05/10/2023,919.00,Fire Stations (South East),Clothing
260923K     ,LONDON EMBLEM PLC             ,53047                 ,1,"1,016.50",OFFICE EQUIPMENT                        ,02/10/2023,"1,016.50",Fire Stations (North East),Stationery
201023K     ,LONDON EMBLEM PLC             ,53079                 ,1,680.70,OFFICE EQUIPMENT                        ,26/10/2023,680.70,Control and Mobilising,Stationery
101023K     ,GARRAN LOCKERS LTD            ,0000058500            ,1,659.10,OFFICE FURNITURE                        ,16/10/2023,659.10,Fire Stations (North West),Furniture & Soft Furnishings
041023 PROP ,Securafit                     ,60403                 ,1,"40,393.37",DEVELOPMENT  EXPENSES-CONTRACT          ,09/10/2023,"40,393.37",Property Department,Consultancy
231023K     ,HOMEPACK LTD                  ,63559                 ,1,202.00,OPERATIONAL EQUIP-PURCHASE              ,26/10/2023,343.20,Fire Stations (North West),Fire & Rescue
231023K     ,HOMEPACK LTD                  ,63559                 ,2,141.20,OPERATIONAL EQUIP-PURCHASE              ,26/10/2023,,Fire Stations (North West),Fire & Rescue
800201429   ,Tersus Consultancy Ltd        ,0000066870            ,1,962.60,REACTIVE ASBESTOS                       ,19/10/2023,962.60,Property Department,Works - Construction
800201593   ,Tersus Consultancy Ltd        ,0000066968            ,1,971.20,REACTIVE ASBESTOS                       ,26/10/2023,971.20,Property Department,Works - Construction
800201579   ,Tersus Consultancy Ltd        ,0000067017            ,1,"1,611.74",REACTIVE ASBESTOS                       ,26/10/2023,"1,611.74",Property Department,Works - Construction
800201556   ,Tersus Consultancy Ltd        ,0000067951            ,1,796.20,REACTIVE ASBESTOS                       ,26/10/2023,796.20,Property Department,Works - Construction
800201581   ,Tersus Consultancy Ltd        ,0000067952            ,1,"1,096.20",REACTIVE ASBESTOS                       ,26/10/2023,"1,096.20",Property Department,Works - Construction
800201566   ,Tersus Consultancy Ltd        ,0000068003            ,1,"5,964.74",REACTIVE ASBESTOS                       ,26/10/2023,"5,964.74",Property Department,Works - Construction
800201550   ,Tersus Consultancy Ltd        ,0000068004            ,1,"9,125.00",REACTIVE ASBESTOS                       ,26/10/2023,"9,125.00",Property Department,Works - Construction
280923P     ,GATENBY SANDERSON LTD         ,68788                 ,1,"1,416.00",FRS STAFF AGENCY                        ,05/10/2023,"14,160.00",Procurement,Human Resources
280923P     ,GATENBY SANDERSON LTD         ,68788                 ,2,"12,744.00",CONSULTANTS                             ,05/10/2023,,People Services,Consultancy
051023P     ,GATENBY SANDERSON LTD         ,70079                 ,1,"11,325.00",CONSULTANTS                             ,12/10/2023,"11,325.00",Strategic Planning,Consultancy
280923P     ,GATENBY SANDERSON LTD         ,70190                 ,1,"8,920.00",CONSULTANTS                             ,05/10/2023,"8,920.00",Finance Services,Consultancy
260923L     ,GATENBY SANDERSON LTD         ,70194                 ,1,"1,666.01",CONSULTANTS                             ,02/10/2023,"1,666.01",Strategic Planning,Consultancy
260923L     ,GATENBY SANDERSON LTD         ,70196                 ,1,"2,499.00",CONSULTANTS                             ,02/10/2023,"2,499.00",Strategic Planning,Consultancy
021023P     ,GATENBY SANDERSON LTD         ,70197                 ,1,"1,697.94",CONSULTANTS                             ,05/10/2023,"1,697.94",Strategic Planning,Consultancy
280923P     ,GATENBY SANDERSON LTD         ,70652                 ,1,"2,499.00",CONSULTANTS                             ,05/10/2023,"2,499.00",Strategic Planning,Consultancy
051023P     ,GATENBY SANDERSON LTD         ,70776                 ,1,"20,250.00",CONSULTANTS                             ,12/10/2023,"20,250.00",Leadership Team,Consultancy
051023P     ,GATENBY SANDERSON LTD         ,71088                 ,1,"4,200.00",CONSULTANTS                             ,12/10/2023,"4,200.00",Leadership Team,Consultancy
701935      ,GATENBY SANDERSON LTD         ,71535                 ,1,"3,540.00",FRS STAFF AGENCY                        ,05/10/2023,"3,540.00",Procurement,Human Resources
260923L     ,GATENBY SANDERSON LTD         ,71737                 ,1,"2,082.50",CONSULTANTS                             ,02/10/2023,"2,082.50",Strategic Planning,Consultancy
200923K     ,GATENBY SANDERSON LTD         ,71873                 ,1,"4,460.00",CONSULTANTS                             ,05/10/2023,"4,460.00",Finance Services,Consultancy
280923P     ,GATENBY SANDERSON LTD         ,72063                 ,1,"4,460.00",CONSULTANTS                             ,16/10/2023,"4,460.00",Finance Services,Consultancy
091023P     ,GATENBY SANDERSON LTD         ,72182                 ,1,"4,460.00",CONSULTANTS                             ,19/10/2023,"4,460.00",Finance Services,Consultancy
290923K2    ,THE HEIGHTEC GROUP LTD        ,87174                 ,1,"1,837.50",PROTECTIVE EQUIPT - PARTS               ,05/10/2023,"1,848.18",Technical & Support Service,Emergency Services
290923K2    ,THE HEIGHTEC GROUP LTD        ,87174                 ,2,10.68,OPERATIONAL EQUIP-PURCHASE              ,05/10/2023,,Technical & Support Service,Fire & Rescue
131023K     ,THE HEIGHTEC GROUP LTD        ,88865                 ,1,"3,383.55",PROTECTIVE EQUIPT - PARTS               ,23/10/2023,"3,402.63",Technical & Support Service,Emergency Services
131023K     ,THE HEIGHTEC GROUP LTD        ,88865                 ,2,19.08,OPERATIONAL EQUIP-PURCHASE              ,23/10/2023,,Technical & Support Service,Fire & Rescue
061023K     ,THRIIVER LIMITED              ,92089                 ,1,235.00,ACQUISITIONS                            ,12/10/2023,380.00,People Services,ICT
061023K     ,THRIIVER LIMITED              ,92089                 ,2,145.00,ACQUISITIONS                            ,12/10/2023,,People Services,ICT
181023K     ,THRIIVER LIMITED              ,92128                 ,1,405.00,SOFTWARE COTS                           ,23/10/2023,405.00,Enterprise Application Group (ICT),ICT
270923K     ,SUPPORTPLAN (UK) LTD          ,93675                 ,1,"2,570.00",MAINTENANCE & SUPPORT                   ,05/10/2023,"2,570.00",Infrastructure Team (ICT),ICT
021023B     ,THORN & DERRICK INTERNATIONAL ,0000095527            ,1,413.10,PROTECTIVE EQUIPT - PARTS               ,05/10/2023,438.10,Technical & Support Service,Emergency Services
021023B     ,THORN & DERRICK INTERNATIONAL ,0000095527            ,2,25.00,OPERATIONAL EQUIP-PURCHASE              ,05/10/2023,,Technical & Support Service,Fire & Rescue
161023K1    ,TEAL Patents Ltd              ,102668                ,1,325.00,OPERATIONAL EQUIP-PURCHASE              ,23/10/2023,325.00,Hazmat & Incident Communication Policy ,Fire & Rescue
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109236                ,1,"1,325.04",MEDICAL EXPENSES CONTRACT               ,02/10/2023,"1,325.04",People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109267                ,1,"1,177.60",MEDICAL EXPENSES CONTRACT               ,02/10/2023,"1,177.60",People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109284                ,1,626.80,MEDICAL EXPENSES CONTRACT               ,02/10/2023,626.80,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109287                ,1,706.80,MEDICAL EXPENSES CONTRACT               ,02/10/2023,706.80,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109350                ,1,471.20,MEDICAL EXPENSES CONTRACT               ,02/10/2023,471.20,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109359                ,1,818.28,MEDICAL EXPENSES CONTRACT               ,02/10/2023,818.28,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109372                ,1,391.20,MEDICAL EXPENSES CONTRACT               ,02/10/2023,391.20,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109402                ,1,354.16,MEDICAL EXPENSES CONTRACT               ,02/10/2023,354.16,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109562                ,1,715.52,MEDICAL EXPENSES CONTRACT               ,02/10/2023,715.52,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109663                ,1,753.08,MEDICAL EXPENSES CONTRACT               ,02/10/2023,753.08,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109664                ,1,293.10,MEDICAL EXPENSES CONTRACT               ,02/10/2023,293.10,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109686                ,1,528.66,MEDICAL EXPENSES CONTRACT               ,02/10/2023,528.66,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109700                ,1,391.20,MEDICAL EXPENSES CONTRACT               ,02/10/2023,391.20,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109717                ,1,391.20,MEDICAL EXPENSES CONTRACT               ,02/10/2023,391.20,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109723                ,1,471.20,MEDICAL EXPENSES CONTRACT               ,02/10/2023,471.20,People Services,Human Resources
210923K     ,FOCUS & VISION TECHNOLOGY LTD ,109747                ,1,586.80,MEDICAL EXPENSES CONTRACT               ,02/10/2023,586.80,People Services,Human Resources
201023K     ,Brian Channer                 ,123456                ,1,"1,600.00",CONSULTANTS                             ,26/10/2023,"1,600.00",People Services,Consultancy
290923K2    ,SILVERSANDS LIMITED           ,135771                ,1,"3,375.00",SOFTWARE COTS                           ,05/10/2023,"3,375.00",Infrastructure Team (ICT),ICT
121023K     ,SILVERSANDS LIMITED           ,135833                ,1,895.00,SOFTWARE COTS                           ,19/10/2023,895.00,Enterprise Application Group (ICT),ICT
201023K     ,EBY Design LTD                ,147958                ,1,"3,106.20",PRINTING                                ,26/10/2023,"3,106.20",Operational Resilience,Facilities & Management Services
800199305   ,ABM Technical Solutions Ltd   ,149888                ,1,762.48,HARD SERVICES REACTIVE                  ,09/10/2023,762.48,Property Department,Facilities & Management Services
800199309   ,ABM Technical Solutions Ltd   ,149889                ,1,512.05,HARD SERVICES REACTIVE                  ,09/10/2023,512.05,Property Department,Facilities & Management Services
800199306   ,ABM Technical Solutions Ltd   ,149924                ,1,452.31,HARD SERVICES REACTIVE                  ,12/10/2023,452.31,Property Department,Facilities & Management Services
800199630   ,ABM Technical Solutions Ltd   ,149986                ,1,361.39,HARD SERVICES REACTIVE                  ,16/10/2023,361.39,Property Department,Facilities & Management Services
800199646   ,ABM Technical Solutions Ltd   ,149987                ,1,481.68,HARD SERVICES REACTIVE                  ,16/10/2023,481.68,Property Department,Facilities & Management Services
800199658   ,ABM Technical Solutions Ltd   ,149989                ,1,"4,194.44",HARD SERVICES REACTIVE                  ,16/10/2023,"4,194.44",Property Department,Facilities & Management Services
800199617   ,ABM Technical Solutions Ltd   ,149990                ,1,"1,871.72",HARD SERVICES REACTIVE                  ,16/10/2023,"1,871.72",Property Department,Facilities & Management Services
800199660   ,ABM Technical Solutions Ltd   ,149993                ,1,"1,252.77",HARD SERVICES REACTIVE                  ,16/10/2023,"1,252.77",Property Department,Facilities & Management Services
800199668   ,ABM Technical Solutions Ltd   ,149994                ,1,"3,538.16",HARD SERVICES REACTIVE                  ,16/10/2023,"3,538.16",Property Department,Facilities & Management Services
800199639   ,ABM Technical Solutions Ltd   ,150005                ,1,"1,235.00",HARD SERVICES REACTIVE                  ,16/10/2023,"1,235.00",Property Department,Facilities & Management Services
800199665   ,ABM Technical Solutions Ltd   ,150007                ,1,855.05,HARD SERVICES REACTIVE                  ,16/10/2023,855.05,Property Department,Facilities & Management Services
800199671   ,ABM Technical Solutions Ltd   ,150008                ,1,"1,391.35",HARD SERVICES REACTIVE                  ,16/10/2023,"1,391.35",Property Department,Facilities & Management Services
800199626   ,ABM Technical Solutions Ltd   ,150009                ,1,"1,565.82",HARD SERVICES REACTIVE                  ,16/10/2023,"1,565.82",Property Department,Facilities & Management Services
800199636   ,ABM Technical Solutions Ltd   ,150011                ,1,764.82,HARD SERVICES REACTIVE                  ,16/10/2023,764.82,Property Department,Facilities & Management Services
800199615   ,ABM Technical Solutions Ltd   ,150088                ,1,831.60,HARD SERVICES REACTIVE                  ,19/10/2023,831.60,Property Department,Facilities & Management Services
800199616   ,ABM Technical Solutions Ltd   ,150090                ,1,477.36,HARD SERVICES REACTIVE                  ,19/10/2023,477.36,Property Department,Facilities & Management Services
800199610   ,ABM Technical Solutions Ltd   ,150091                ,1,863.67,HARD SERVICES REACTIVE                  ,19/10/2023,863.67,Property Department,Facilities & Management Services
800199633   ,ABM Technical Solutions Ltd   ,150093                ,1,598.20,HARD SERVICES REACTIVE                  ,19/10/2023,598.20,Property Department,Facilities & Management Services
