PAYMENT DATE,SUPPLIER NAME,PURPOSE,DEPARTMENT,AMOUNT
02/01/2024,JUNITA LTD T/A STEPHEN GRACEY,Prem - Leasing,"Dir of Adults, Health & Communities",1105
02/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
02/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
02/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
02/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
02/01/2024,PREMIER PROPERTY MNGMNT LTD,Prem - Leasing,"Dir of Adults, Health & Communities",975
02/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",975
02/01/2024,HAIL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",968.96
02/01/2024,WYBONE LTD,Waste Management,Dir of Finance,961.09
02/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",897
02/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",888.33
02/01/2024,Pennington Choices Limited,Consultancy,Housing Revenue Account,801.57
02/01/2024,BETA DISTRIB (SOUTH) LTD T/A,Printing - Internal,"Dir of  Culture, Strategy & Engagement",691.65
02/01/2024,BEAUTYCHEM LIMITED,Public Health,"Dir of Adults, Health & Communities",665
02/01/2024,CONOCHEM MANAGEMENT LIMITED T/A,Public Health,"Dir of Adults, Health & Communities",646.95
02/01/2024,YOUUS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",612.52
02/01/2024,YOUUS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",612.52
02/01/2024,HOMES FOR HARINGEY LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",588
02/01/2024,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",500
02/01/2024,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",500
02/01/2024,Taranto Systems Ltd,Parking,Dir of Environment & Resident Experience,435.7
02/01/2024,Taranto Systems Ltd,Parking,Dir of Environment & Resident Experience,407.65
02/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,395
02/01/2024,AMY PHARMA LTD,Public Health,"Dir of Adults, Health & Communities",374
02/01/2024,APEXCREST LIMITED,Public Health,"Dir of Adults, Health & Communities",366.1
02/01/2024,FORENSIC PATHOLOGY SERVICES,Forensic & Laboratory,Assistant Dir Corporate Governance,344.4
02/01/2024,Bytes Software Services Ltd,Software,"Dir of  Culture, Strategy & Engagement",229.2
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,162
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,162
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,157.5
02/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,136
02/01/2024,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,102
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,72
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,67.5
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,63
02/01/2024,DIRECT BOOT AND SHOE SUPPLIES LTD,Parking,Dir of Environment & Resident Experience,49
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,36
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,36
02/01/2024,J.A. STEEL AND SON LTD,Removals,Dir of Finance,34
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,22.5
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,22.5
02/01/2024,THE DIVINE WATER COMPANY LTD,General Materials,Dir of Environment & Resident Experience,18
02/01/2024,DRUGLINK,Alcohol & Drug Rehabilitation,"Dir of Adults, Health & Communities",12.4
03/01/2024,MATRIX SCM LTD,SalAgen-Est Post,Dir of Children's Services,154009.47
03/01/2024,MATRIX SCM LTD,SalAgen-Est Post,"Dir of Adults, Health & Communities",115233.58
03/01/2024,SPECIALIST COMPUTER CENTRES PLC,Services,"Dir of  Culture, Strategy & Engagement",103949.66
03/01/2024,MATRIX SCM LTD,SalAgen-Est Post,Dir of Environment & Resident Experience,80749.09
03/01/2024,MATRIX SCM LTD,SalAgen-Est Post,"Dir of  Culture, Strategy & Engagement",79328.47
03/01/2024,DIAMOND BUILD PLC,Buildings,Dir of Finance,77284.2
03/01/2024,MATRIX SCM LTD,SalAgen-Est Post,Dir of Placemaking & Housing,70642.54
03/01/2024,MATRIX SCM LTD,SalAgen-Est Post,Housing Revenue Account,69068.03
03/01/2024,KAMINO HOMECARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",59628.03
03/01/2024,RUSKIN MILL TRUST LTD,L.A. - Recoup Supp,Dedicated Schools Grant Management,56375
03/01/2024,HAIL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",55423.36
03/01/2024,LONDON COUNCILS,Subs - Public Sector,Dir of Finance,49323
03/01/2024,MATRIX SCM LTD,SalAgen-Est Post,Dir of Finance,46385.45
03/01/2024,BUPA CARE HOMES (ANS) LTD,Priv - Res Long,"Dir of Adults, Health & Communities",34051.12
03/01/2024,INCLUSION ME LTD,Occupational Therapy,"Dir of Adults, Health & Communities",30740
03/01/2024,KANSSAS HOME CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",29249.41
03/01/2024,Respond Group Limited dba Aptean,Services,"Dir of  Culture, Strategy & Engagement",25736.35
03/01/2024,FLEXSERVE UK LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",22770.96
03/01/2024,DIAMOND BUILD PLC,Buildings,Dir of Finance,18693.75
03/01/2024,KARTEROS LTD T/A ST MARKS DAY SERVI,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",18311.6
03/01/2024,OAKMONT SOCIAL EDUCATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",16665.71
03/01/2024,CAPITA BUSINESS SERVICES LTD,Business,Housing Revenue Account,15617.11
03/01/2024,HOLTWHITES LTD TA PERSON CENTRED DA,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",14847.04
03/01/2024,CAPITA BUSINESS SERVICES LTD,Business,Housing Revenue Account,14353.29
03/01/2024,MATRIX SCM LTD,SalAgen-Est Post,Assistant Dir Corporate Governance,14336.67
03/01/2024,CAPITA BUSINESS SERVICES LTD,Business,Housing Revenue Account,13678.74
03/01/2024,CAPITA BUSINESS SERVICES LTD,Business,Housing Revenue Account,13155.38
03/01/2024,SNAPCOMMS UK LIMITED,Maint & Support,"Dir of  Culture, Strategy & Engagement",13000
03/01/2024,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",12074.24
03/01/2024,Rodney Melville and Partners Ltd,Consultancy,Dir of Finance,11604.92
03/01/2024,FOOS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",11481.06
03/01/2024,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,11115.5
03/01/2024,Softcat PLC,Services,"Dir of  Culture, Strategy & Engagement",10806.67
03/01/2024,ASHNESS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",10641.83
03/01/2024,MATRIX SCM LTD,SalAgen-Est Post,Dedicated Schools Grant Management,10504.95
03/01/2024,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,10492
03/01/2024,DIAMOND BUILD PLC,Buildings,Dir of Finance,10373.31
03/01/2024,CORE OUTREACH & CARE SERVICES UK LT,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",10095.72
03/01/2024,THE APPROPRIATE ADULT SERVICE LTD,Disabled Children,"Dir of Adults, Health & Communities",9090
03/01/2024,Personal Data Redacted,Construction,Housing Revenue Account,8400
03/01/2024,EGEH'S CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",7952
03/01/2024,TOTALMOBILE LIMITED,Services,Housing Revenue Account,7875
03/01/2024,DILIGENT CARE SERVICES LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6809.2
03/01/2024,MARIECO CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6589.22
03/01/2024,BESTCHOICE GLOBAL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6536
03/01/2024,XEROX (UK) LTD,Services,"Dir of  Culture, Strategy & Engagement",6331.78
03/01/2024,THE SCHOOL OF PROFESSIONAL DEVELOPM,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6240
03/01/2024,HCL TECHNOLOGIES UK LTD,Services,"Dir of  Culture, Strategy & Engagement",5305
03/01/2024,The Reader Organisation,Library Services,"Dir of  Culture, Strategy & Engagement",4875.51
03/01/2024,THE AIM PROJECT,Training,Dir of Children's Services,4848.56
03/01/2024,Montagu Evans LLP,Professional & Advis,Dir of Placemaking & Housing,4800
03/01/2024,LIVING UNDER ONE SUN LIMITED,Procurement,Dir of Placemaking & Housing,4500
03/01/2024,LONDON & QUADRANT HOUSING TRUST,Housing Association Services,"Dir of Adults, Health & Communities",4375.83
03/01/2024,CDER GROUP LTD,Fees - Baliffs,Dir of Environment & Resident Experience,3840.65
03/01/2024,GABRIEL FC SERVICES LTD,"Advice, Advocacy & C","Dir of Adults, Health & Communities",3100
03/01/2024,London Black Women's Project,Specialist Needs,"Dir of Adults, Health & Communities",2916.67
03/01/2024,VIRGIN MEDIA PAYMENTS LIMITED,Telecommunications,"Dir of  Culture, Strategy & Engagement",2808.62
03/01/2024,OHIO HOMECARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2751.2
03/01/2024,IRON MOUNTAIN (UK) LTD,Services,"Dir of  Culture, Strategy & Engagement",2728.2
03/01/2024,THE PATHOLOGY GROUP,Forensic & Laborator,Assistant Dir Corporate Governance,2625
03/01/2024,HIJK20 LTD,Events,Dir of Placemaking & Housing,2514
03/01/2024,Ekohray Limited,"Advice, Advocacy & Counselling Services","Dir of Adults, Health & Communities",2450
03/01/2024,TRANSPORT UK (OPERATIONS) LIMITED,Travel & Subsistence,"Dir of  Culture, Strategy & Engagement",2442.12
03/01/2024,DSA Prospect Limited,Audit,Dir of Placemaking & Housing,2400
03/01/2024,NORTHGATE VEHICLE HIRE LTD,Leasing,Housing Revenue Account,2254.09
03/01/2024,PURDY CONTRACTS LTD,Construction,"Dir of Adults, Health & Communities",2249.47
03/01/2024,THE SCHOOL OF PROFESSIONAL DEVELOPM,Travel Exp - Client,"Dir of Adults, Health & Communities",2160
03/01/2024,PILL SOLUTIONS LTD T/A PHARMACY EXP,Specialist Services,"Dir of Adults, Health & Communities",2131.85
03/01/2024,PUBLIC VOICE CIC,Social Community Care Supplies & Services - Adult,Dir of Placemaking & Housing,2100
03/01/2024,AMIN ENTERPRISE LTD T/A  DR ATEF AM,"Advice, Advocacy & C","Dir of Adults, Health & Communities",2098.56
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1776.66
03/01/2024,DMA SOUTH EAST LTD,Specialist Services,"Dir of Adults, Health & Communities",1769.45
03/01/2024,THE PATHOLOGY GROUP,Forensic & Laborator,Assistant Dir Corporate Governance,1750
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1733.33
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1733.33
03/01/2024,NAPCLAN RETAIL LIMITED T/A PHARMOCA,Specialist Services,"Dir of Adults, Health & Communities",1702.75
03/01/2024,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1684.15
03/01/2024,STATEBOND LTD T/A HORNSEY AGENCIES,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
03/01/2024,ARISTON ACCOMMODATION,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1582.05
03/01/2024,THE PATHOLOGY GROUP,Forensic & Laborator,Assistant Dir Corporate Governance,1500
03/01/2024,THE PATHOLOGY GROUP,Forensic & Laborator,Assistant Dir Corporate Governance,1500
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1495
03/01/2024,VMG CONSTRUCTION LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1365
03/01/2024,ANDREW LLOYD ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1365
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
03/01/2024,CHOICE SUPPORT,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1352.4
03/01/2024,SENTRY DOORS LIMITED,"Material - Purch,Rep",Housing Revenue Account,1291
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1235
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1235
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1191.66
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1191.66
03/01/2024,NWANDO DOMICILLIARY CARE LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1147.86
03/01/2024,SENTRY DOORS LIMITED,"Material - Purch,Rep",Housing Revenue Account,1147
03/01/2024,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1105
03/01/2024,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1040
03/01/2024,SENTRY DOORS LIMITED,"Material - Purch,Rep",Housing Revenue Account,1015
03/01/2024,Tenants Save Money Limited,Electricity,Housing Revenue Account,1000
03/01/2024,Phoenix Project,Curriculum,Dir of Children's Services,950
03/01/2024,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",829.52
03/01/2024,K&M Locksmiths,Domestic Furniture,"Dir of Adults, Health & Communities",775
03/01/2024,K&M Locksmiths,Domestic Furniture,"Dir of Adults, Health & Communities",735
03/01/2024,K&M Locksmiths,Domestic Furniture,"Dir of Adults, Health & Communities",700
03/01/2024,D.&J. WINTON LTD T/A THE CADGE PHAR,Specialist Services,"Dir of Adults, Health & Communities",677.75
03/01/2024,YOUUS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",612.52
03/01/2024,ASHGOAL LIMITED,Services,Assistant Dir Corporate Governance,607
03/01/2024,DCAS DIRECT PERSONNEL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",560
03/01/2024,K&M Locksmiths,Domestic Furniture,"Dir of Adults, Health & Communities",550
03/01/2024,FAGO SERVICES LTD,"Advice, Advocacy & Counselling Services","Dir of Adults, Health & Communities",500
03/01/2024,Phoenix Project,Curriculum,Dir of Children's Services,500
03/01/2024,Phoenix Project,Curriculum,Dir of Children's Services,500
03/01/2024,DCAS DIRECT PERSONNEL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",465.58
03/01/2024,INSURANCE CLAIMS,Bal Alloc InsurePrem,Dir of Finance,450
03/01/2024,CNWL NHS FOUNDATION TRUST,Specialist Services,"Dir of Adults, Health & Communities",421.6
03/01/2024,Phoenix Project,Curriculum,Dir of Children's Services,400
03/01/2024,Phoenix Project,Curriculum,Dir of Children's Services,400
03/01/2024,DCAS DIRECT PERSONNEL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",346.28
03/01/2024,ACCESS UK LTD T/A ADAM,Passenger Transport,Dir of Children's Services,342
03/01/2024,DCAS DIRECT PERSONNEL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",336
03/01/2024,NEWLYN PLC,Fees - Baliffs,Dir of Environment & Resident Experience,318.26
03/01/2024,INSURANCE CLAIMS,Bal Alloc InsurePrem,Dir of Finance,300
03/01/2024,Intelligensa Limited,Education,Dir of Children's Services,290
03/01/2024,TOTALMOBILE LIMITED,Services,Housing Revenue Account,278.6
03/01/2024,K&M Locksmiths,Domestic Furniture,"Dir of Adults, Health & Communities",275
03/01/2024,K&M Locksmiths,Domestic Furniture,"Dir of Adults, Health & Communities",245
03/01/2024,NHS SUPPLY CHAIN,Consumables,"Dir of Adults, Health & Communities",242.6
03/01/2024,K&M Locksmiths,Domestic Furniture,"Dir of Adults, Health & Communities",230
03/01/2024,LEEC LTD,Environmental Services,Dir of Environment & Resident Experience,221.75
03/01/2024,K&M Locksmiths,Domestic Furniture,"Dir of Adults, Health & Communities",220
03/01/2024,Hyperoptic Ltd.,Fixed,"Dir of Adults, Health & Communities",210
03/01/2024,VODAFONE LIMITED,Maint & Support,"Dir of  Culture, Strategy & Engagement",187.96
03/01/2024,VODAFONE LIMITED,Maint & Support,"Dir of  Culture, Strategy & Engagement",187.96
03/01/2024,K&M Locksmiths,Domestic Furniture,"Dir of Adults, Health & Communities",185
03/01/2024,Teaching Personnel Ltd,Curriculum,Dir of Children's Services,184.32
03/01/2024,GRANT PAYMENTS,Grant - Vol Org Sals,"Dir of Adults, Health & Communities",162
03/01/2024,NEWLYN PLC,Fees - Baliffs,Dir of Environment & Resident Experience,155.8
03/01/2024,Hyperoptic Ltd.,Telephones - Calls,"Dir of Adults, Health & Communities",155
03/01/2024,R&S PHARMA LTD,Specialist Services,"Dir of Adults, Health & Communities",153.75
03/01/2024,CDER GROUP LTD,Fees - Baliffs,Dir of Environment & Resident Experience,150
03/01/2024,LEEDS CITY COUNCIL,Public Health,"Dir of Adults, Health & Communities",134
03/01/2024,CDER GROUP LTD,Fees - Baliffs,Dir of Environment & Resident Experience,108.84
03/01/2024,DRUGLINK,Alcohol & Drug Rehab,"Dir of Adults, Health & Communities",106.83
03/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",100
03/01/2024,Teaching Personnel Ltd,Curriculum,Dir of Children's Services,92.16
03/01/2024,Teaching Personnel Ltd,Curriculum,Dir of Children's Services,92.16
03/01/2024,Teaching Personnel Ltd,Curriculum,Dir of Children's Services,92.16
03/01/2024,Teaching Personnel Ltd,Curriculum,Dir of Children's Services,92.16
03/01/2024,Personal Data Redacted,Sport & Fitness,Dir of Environment & Resident Experience,90
03/01/2024,K&M Locksmiths,Domestic Furniture,"Dir of Adults, Health & Communities",85
03/01/2024,NEWLYN PLC,Fees - Baliffs,Dir of Environment & Resident Experience,75
03/01/2024,ZADAMS CHEMIST LTD TA WARWICK PHARM,Specialist Services,"Dir of Adults, Health & Communities",53.2
03/01/2024,RAVALIAPHARM LTD T/A COOPERS PHARMA,Specialist Services,"Dir of Adults, Health & Communities",53.2
03/01/2024,Lordchem Ltd,Specialist Services,"Dir of Adults, Health & Communities",46.4
03/01/2024,NEWLYN PLC,Fees - Baliffs,Dir of Environment & Resident Experience,35.42
03/01/2024,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",30
03/01/2024,JURY PAYMENTS,Fees - Court Costs,Assistant Dir Corporate Governance,29.88
03/01/2024,SAIGRACE PHARMACY LTD,Specialist Services,"Dir of Adults, Health & Communities",23.2
03/01/2024,K SHAH T/A CROSS CHEMIST,Specialist Services,"Dir of Adults, Health & Communities",23
03/01/2024,Hyperoptic Ltd.,Telephones - Calls,"Dir of Adults, Health & Communities",-155
03/01/2024,DSA Prospect Limited,Priv - Contractor,Dir of Placemaking & Housing,-400
03/01/2024,BUPA CARE HOMES (ANS) LTD,JtFundInc - Health,"Dir of Adults, Health & Communities",-7030.72
04/01/2024,KANSSAS HOME CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",125033.23
04/01/2024,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",99897.28
04/01/2024,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",89515.32
04/01/2024,AMBITIOUS ABOUT AUTISM,Vol Sec -  Day Place,Dedicated Schools Grant Management,29903.26
04/01/2024,ACORN CARE & EDUCATION LTD (SALES),Vol Sec -  Day Place,Dedicated Schools Grant Management,27606.67
04/01/2024,ACORN CARE & EDUCATION LTD (SALES),Vol Sec -  Day Place,Dedicated Schools Grant Management,26733.33
04/01/2024,PRIMERA ASSISTED LIVING LIMITED T/A,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",26156.68
04/01/2024,ACORN CARE & EDUCATION LTD (SALES),Vol Sec -  Day Place,Dedicated Schools Grant Management,26043.33
04/01/2024,ACORN CARE & EDUCATION LTD (SALES),Vol Sec -  Day Place,Dedicated Schools Grant Management,26043.33
04/01/2024,ACORN CARE & EDUCATION LTD (SALES),Vol Sec -  Day Place,Dedicated Schools Grant Management,25930.58
04/01/2024,ACORN CARE & EDUCATION LTD (SALES),Vol Sec -  Day Place,Dedicated Schools Grant Management,25930.58
04/01/2024,ACORN CARE & EDUCATION LTD (SALES),Vol Sec -  Day Place,Dedicated Schools Grant Management,25930.58
04/01/2024,KEDLESTON SCHOOLS (LONDON) LIMITED,Vol Sec -  Day Place,Dedicated Schools Grant Management,22837.67
04/01/2024,AMBITIOUS ABOUT AUTISM,Vol Sec -  Day Place,Dedicated Schools Grant Management,22464.38
04/01/2024,CAMDEN SOCIETY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",22449.08
04/01/2024,AMBITIOUS ABOUT AUTISM,L.A. - Recoup Supp,Dedicated Schools Grant Management,21630.55
