Payment date,Supplier Name,Purpose,Department,Amount
03/04/2023,EMPOWERMENT HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",784
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,783.36
03/04/2023,COLLABORATE & INNOVATE LTD T/A COSY,Supplies,Dir of Children's Services,782.53
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",780.68
03/04/2023,JUST DISPLAYS LTD,Mailing,"Dir of  Culture, Strategy & Engagement",754
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",745.08
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",745.08
03/04/2023,Personal Data Redacted,Professional & Advisory Services,Dir of Children's Services,738.95
03/04/2023,Personal Data Redacted,Professional & Advisory Services,Dir of Children's Services,738.95
03/04/2023,Personal Data Redacted,Professional & Advisory Services,Dir of Children's Services,738.95
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,737.28
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,737.28
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",729.89
03/04/2023,MORGAN LAMBERT LTD,Buildings,Housing Revenue Account,720
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",709.6
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",709.6
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",693.6
03/04/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",693.33
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,691.2
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,691.2
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,691.2
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,691.2
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,691.2
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,691.2
03/04/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",682.5
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,668.16
03/04/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",637.6
03/04/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",634.56
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",629.08
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",620.9
03/04/2023,Intelligensa Limited,Training & Conferences,Dir of Children's Services,620
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",612.96
03/04/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,608
03/04/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,608
03/04/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,608
03/04/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,608
03/04/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,608
03/04/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,608
03/04/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,608
03/04/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,608
03/04/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,608
03/04/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,608
03/04/2023,Personal Data Redacted,Professional & Advisory Services,Dir of Children's Services,591.16
03/04/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",588
03/04/2023,ATLANTIC LODGE  LTD,Priv - Contractor,Dir of Children's Services,585
03/04/2023,JLA TOTAL CARE LTD,Laundry Service,"Dir of Adults, Health & Communities",583.98
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",580.68
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",564.56
03/04/2023,AYERST ENVIRONMENTAL LTD,Buildings,Dir of Finance,555
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,552.96
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,552.96
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,552.96
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,552.96
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",552.46
03/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,543.76
03/04/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,543.12
03/04/2023,MYERS (IDEAL SUPPLIES) LTD,Domestic Furniture,"Dir of Adults, Health & Communities",525.6
03/04/2023,SUMMERCARE LTD,Priv - Contractor,"Dir of Adults, Health & Communities",525.6
03/04/2023,SUMMERCARE LTD,Priv - Contractor,"Dir of Adults, Health & Communities",525.6
03/04/2023,London Guitar Studio Ltd,Professional Musical Instruments,Dir of Children's Services,525
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",514.48
03/04/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,511.6
03/04/2023,FAGO SERVICES LTD,"Advice, Advocacy & Counselling Services","Dir of Adults, Health & Communities",510.35
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",507.64
03/04/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,504.68
03/04/2023,JOHN ROWAN AND PARTNERS LLP,Buildings,Dir of Placemaking & Housing,500
03/04/2023,JOHN ROWAN AND PARTNERS LLP,Buildings,Dir of Placemaking & Housing,500
03/04/2023,JOHN ROWAN AND PARTNERS LLP,Buildings,Dir of Placemaking & Housing,500
03/04/2023,GRANTS,Voluntary Org,Housing Revenue Account,500
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",496.72
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",496.72
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",496.72
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",496.72
03/04/2023,PLAYLE & PARTNERS LLP,Buildings,Dir of Placemaking & Housing,490
03/04/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,489
03/04/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",476
03/04/2023,ESRI (UK) LIMITED,Services,Housing Revenue Account,473
03/04/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",470.4
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",467.76
03/04/2023,AKW MEDICARE LTD,Stock - Raw Material,Housing Revenue Account,467.4
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,460.8
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,460.8
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",451.64
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",451.64
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",451.64
03/04/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,451.25
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",443.5
03/04/2023,Personal Data Redacted,Professional & Advisory Services,Dir of Children's Services,443.37
03/04/2023,Personal Data Redacted,Professional & Advisory Services,Dir of Children's Services,443.37
03/04/2023,Personal Data Redacted,Professional & Advisory Services,Dir of Children's Services,443.37
03/04/2023,JUST DISPLAYS LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",435
03/04/2023,EMPOWERMENT HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",432
03/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,416
03/04/2023,COLLABORATE & INNOVATE LTD T/A COSY,Supplies,Dir of Children's Services,412.96
03/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,401.24
03/04/2023,GRANTS,Voluntary Org,Housing Revenue Account,400
03/04/2023,ROYAL MAIL GROUP PLC,Postage,"Dir of  Culture, Strategy & Engagement",395
03/04/2023,NORTHGATE VEHICLE HIRE LTD,Leasing,Housing Revenue Account,390.99
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",387.12
03/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,383
03/04/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,378.51
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",372.56
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",372.56
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",372.54
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",372.54
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",372.54
03/04/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,370.44
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,368.64
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",354.88
03/04/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",350
03/04/2023,THE MARKFIELD PROJECT LTD,SS Child - Out of Sc,Dir of Children's Services,350
03/04/2023,EMPOWERMENT HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",339.43
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",338.72
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",338.72
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",338.72
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",338.72
03/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,333.67
03/04/2023,ESSKAY FACILITIES MANAGEMENT LIMITE,Cleaning Service,"Dir of Adults, Health & Communities",328
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",322.6
03/04/2023,Cypriot Community Centre,Room Hire,Dir of Children's Services,320
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",319.32
03/04/2023,Cypriot Community Centre,Sport & Fitness,Dir of Environment & Resident Experience,300
03/04/2023,Personal Data Redacted,Professional & Advisory Services,Dir of Children's Services,295.58
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",290.08
03/04/2023,TLT LLP,Specialist Support,Assistant Dir Corporate Governance,290
03/04/2023,WING PARKING LTD T/A WING PARKING,Fees - C Parking Z,Housing Revenue Account,288
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,276.48
03/04/2023,Cypriot Community Centre,Room Hire,Dir of Children's Services,265
03/04/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,258.5
03/04/2023,Personal Data Redacted,LAC - Regular Pay,Dir of Children's Services,256.75
03/04/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,252.34
03/04/2023,TLT LLP,Specialist Support,Assistant Dir Corporate Governance,250
03/04/2023,GRANTS,Voluntary Org,Housing Revenue Account,250
03/04/2023,GRANTS,Voluntary Org,Housing Revenue Account,250
03/04/2023,GRANTS,Voluntary Org,Housing Revenue Account,250
03/04/2023,GRANTS,Voluntary Org,Housing Revenue Account,250
03/04/2023,GRANTS,Voluntary Org,Housing Revenue Account,250
03/04/2023,GRANTS,Voluntary Org,Housing Revenue Account,250
03/04/2023,GRANTS,Voluntary Org,Housing Revenue Account,250
03/04/2023,GRANTS,Voluntary Org,Housing Revenue Account,250
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",248.36
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",248.36
03/04/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,245
03/04/2023,CAMDEN SOCIETY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",240
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",239.49
03/04/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",239.4
03/04/2023,CROUCH HALL ROAD SURGERY,Public Health,"Dir of Adults, Health & Communities",230
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",225.84
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",225.84
03/04/2023,Personal Data Redacted,Training & Conferences,Dir of Children's Services,225
03/04/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,222.02
03/04/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,222.02
03/04/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,222.02
03/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,222
03/04/2023,EWING FOUNDATION,Supplies,Dir of Children's Services,219.2
03/04/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",204
03/04/2023,HQN Limted,Consultancy,Housing Revenue Account,200
03/04/2023,THE TESTING LAB LTD,Priv - Sub Contract,Housing Revenue Account,180
03/04/2023,THE TESTING LAB LTD,Priv - Sub Contract,Housing Revenue Account,180
03/04/2023,THE TESTING LAB LTD,Priv - Sub Contract,Housing Revenue Account,180
03/04/2023,THE TESTING LAB LTD,Priv - Sub Contract,Housing Revenue Account,180
03/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",167.71
03/04/2023,ASKEWS & HOLTS LIBRARY SERVICES LTD,Library -CentralFund,"Dir of  Culture, Strategy & Engagement",163.11
03/04/2023,Cypriot Community Centre,Room Hire,Dir of Children's Services,160
03/04/2023,INTEGRITY PRINT LIMITED,Printing - Internal,"Dir of  Culture, Strategy & Engagement",158
03/04/2023,PPG ARCHITECTURAL COATINGS UK LIMIT,"Material - Purch,Rep",Housing Revenue Account,156.78
03/04/2023,PPG ARCHITECTURAL COATINGS UK LIMIT,"Material - Purch,Rep",Housing Revenue Account,156.78
03/04/2023,FAYERS PLUMBING AND BUILDING SUPPLI,"Material - Purch,Rep",Housing Revenue Account,154.74
03/04/2023,EMPOWERMENT HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",154.29
03/04/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,154
03/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,154
03/04/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,153
03/04/2023,HQN Limted,Consultancy,Housing Revenue Account,150
03/04/2023,HQN Limted,Consultancy,Housing Revenue Account,150
03/04/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,145.31
03/04/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,145.31
03/04/2023,INDIVIDUALISED CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",145.17
03/04/2023,COLLABORATE & INNOVATE LTD T/A COSY,Supplies,Dir of Children's Services,144.34
03/04/2023,CHARANGA LIMITED,Organised Activities,Dir of Children's Services,130
03/04/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,130
03/04/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,128.5
03/04/2023,NEWLYN PLC,Credit Services,"Dir of  Culture, Strategy & Engagement",126.15
03/04/2023,CENTRE 404,Day Care,"Dir of Adults, Health & Communities",110.96
03/04/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,110
03/04/2023,ALE LOCKSMITHS LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",110
03/04/2023,NORTHGATE VEHICLE HIRE LTD,Leasing,Housing Revenue Account,92.5
03/04/2023,NORTHGATE VEHICLE HIRE LTD,Leasing,Housing Revenue Account,92.5
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,92.16
03/04/2023,Teaching Personnel Ltd,Statutory Education Services,Dir of Children's Services,92.16
03/04/2023,AMES GLASS LTD,"Material - Purch,Rep",Housing Revenue Account,90.48
03/04/2023,THE TESTING LAB LTD,Priv - Sub Contract,Housing Revenue Account,90
03/04/2023,THE TESTING LAB LTD,Priv - Sub Contract,Housing Revenue Account,90
03/04/2023,THE TESTING LAB LTD,Priv - Sub Contract,Housing Revenue Account,90
03/04/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,85.13
03/04/2023,AMES GLASS LTD,"Material - Purch,Rep",Housing Revenue Account,84.32
03/04/2023,Cypriot Community Centre,Room Hire,Dir of Children's Services,80
03/04/2023,Cypriot Community Centre,Room Hire,Dir of Children's Services,80
03/04/2023,Cypriot Community Centre,Room Hire,Dir of Children's Services,80
03/04/2023,Cypriot Community Centre,Room Hire,Dir of Children's Services,80
03/04/2023,BUNZL UK LTD t/a GREENHAM,Uniforms,"Dir of Adults, Health & Communities",74.25
03/04/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,68.72
03/04/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,68
03/04/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,68
03/04/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,58.54
03/04/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,58.54
03/04/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,58.28
03/04/2023,ROYAL MAIL GROUP PLC,Postage,"Dir of  Culture, Strategy & Engagement",57.28
03/04/2023,ONE TIME,Telephones - Rental,Dir of Children's Services,50
03/04/2023,ONE TIME,Telephones - Rental,Dir of Children's Services,50
03/04/2023,ONE TIME,Telephones - Rental,Dir of Children's Services,50
03/04/2023,COMPENSATE,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",50
03/04/2023,OTHER_LA,Fees Legal External,Housing Revenue Account,40
03/04/2023,OTHER_LA,Exp - Compensation,"Dir of Adults, Health & Communities",40
03/04/2023,COLLABORATE & INNOVATE LTD T/A COSY,Supplies,Dir of Children's Services,35.94
03/04/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
03/04/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
03/04/2023,FAYERS PLUMBING AND BUILDING SUPPLI,"Material - Purch,Rep",Housing Revenue Account,31.12
03/04/2023,NORTHGATE VEHICLE HIRE LTD,TransNonFairWea&Tear,Housing Revenue Account,28.73
03/04/2023,FAYERS PLUMBING AND BUILDING SUPPLI,"Material - Purch,Rep",Housing Revenue Account,26.64
03/04/2023,Personal Data Redacted,Travel Exp - Client,Dir of Children's Services,23.35
03/04/2023,RAVENTREE LTD,"Material - Purch,Rep",Housing Revenue Account,21.94
03/04/2023,COLLABORATE & INNOVATE LTD T/A COSY,Resources - Learning,Dir of Children's Services,1.85
03/04/2023,COLLABORATE & INNOVATE LTD T/A COSY,Resources - Learning,Dir of Children's Services,-0.03
03/04/2023,COLLABORATE & INNOVATE LTD T/A COSY,Resources - Learning,Dir of Children's Services,-0.49
