Payment date,Supplier Name,Purpose,Department,Amount
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
11/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,1360.33
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1347.66
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1330
11/04/2023,UKAC LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1300
11/04/2023,WENTWORTH HOUSING LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1300
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1300
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1300
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1243.58
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1239
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1224
11/04/2023,MASTERFIELD PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1215.02
11/04/2023,STATEBOND LTD T/A HORNSEY AGENCIES,Prem - Leasing,"Dir of Adults, Health & Communities",1191.66
11/04/2023,DTRIUMPH CARE LTD,SS Children- DayCare,Dir of Children's Services,1140
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1139.66
11/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,1128.25
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1126.66
11/04/2023,THE PATHOLOGY GROUP,Forensic & Laboratory,Assistant Dir Corporate Governance,1125
11/04/2023,THE PATHOLOGY GROUP,Forensic & Laboratory,Assistant Dir Corporate Governance,1125
11/04/2023,THE PATHOLOGY GROUP,Forensic & Laboratory,Assistant Dir Corporate Governance,1125
11/04/2023,VASTCARE LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1106.47
11/04/2023,VASTCARE LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1106.47
11/04/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1106.47
11/04/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1106.47
11/04/2023,FALCON PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,SUPER PROPERTY MANAGEMENT LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
11/04/2023,RIMA DESIGN LTD,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",1085
11/04/2023,VIRGIN MEDIA PAYMENTS LIMITED,Telecommunications,"Dir of  Culture, Strategy & Engagement",1081
11/04/2023,MYERS (IDEAL SUPPLIES) LTD,Domestic Furniture,"Dir of Adults, Health & Communities",1075.25
11/04/2023,MORINA PROPERTY LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1050.01
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1048.66
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1040
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1008
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1008
11/04/2023,GROUNDSWELL ARTS,Education,Dedicated Schools Grant Management,1000
11/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,996.82
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",972
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",952
11/04/2023,MY PLACE HOMES LTD,Priv - Contractor,Dir of Children's Services,938.57
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",929.25
11/04/2023,TOTALMOBILE LIMITED,Services,Housing Revenue Account,925.35
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",917.97
11/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,907.66
11/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,892.38
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",891.23
11/04/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",888.33
11/04/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",888.33
11/04/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",888.33
11/04/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",888.33
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",888.33
11/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",888.33
11/04/2023,SINAN CARE LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",882
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",875.14
11/04/2023,OLIVER LANDON LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",868
11/04/2023,OLIVER LANDON LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",868
11/04/2023,MASTERFIELD PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",866.58
11/04/2023,MASTERFIELD PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",866.58
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",840.75
11/04/2023,ASSOCIATION OF ACCOUNTING TECHNICIA,Adult & Further Education Services,Dir of Placemaking & Housing,816
11/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,788.67
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",784
11/04/2023,BETA DISTRIB (SOUTH) LTD T/A,Printing - Internal,"Dir of  Culture, Strategy & Engagement",775.32
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",752.25
11/04/2023,GROUNDSWELL ARTS,Supplies,Dir of Children's Services,750
11/04/2023,THE PATHOLOGY GROUP,Forensic & Laboratory,Assistant Dir Corporate Governance,750
11/04/2023,ALTARAS ARCHITECTURE LIMITED,Buildings,Dir of Placemaking & Housing,736.78
11/04/2023,COMPENSATE,Fees Legal External,Housing Revenue Account,730.37
11/04/2023,GRANTS,Trans Sch - Fr Home,Dir of Children's Services,716.77
11/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,690.67
11/04/2023,DALMAGE ACTIVE,Sport & Fitness,Dir of Environment & Resident Experience,650
11/04/2023,Personal Data Redacted,Organised Activities,"Dir of Adults, Health & Communities",636.25
11/04/2023,Excellence Plumbing and Gas Ltd,Maintenance,Dir of Placemaking & Housing,620
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",619.5
11/04/2023,Personal Data Redacted,Organised Activities,"Dir of Adults, Health & Communities",610.8
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",583.2
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",583.2
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",583.2
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",583.2
11/04/2023,COMPENSATE,Tenants Support,Housing Revenue Account,552
11/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,513.33
11/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,501.67
11/04/2023,COMPENSATE,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",500
11/04/2023,Currie & Brown UK Limited,Buildings,Dir of Finance,455
11/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,443.33
11/04/2023,Personal Data Redacted,Professional Musical Instruments,Dir of Children's Services,435
11/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,410.67
11/04/2023,Personal Data Redacted,Organised Activities,"Dir of Adults, Health & Communities",407.2
11/04/2023,BROWNE JACOBSON LLP,Specialist Support,Dir of Finance,400
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",388.8
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",388.8
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",388.8
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",388.8
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",387.2
11/04/2023,KIRKMAN & JOURDAIN LTD,Facilities & Management Services,Dir of Placemaking & Housing,367.25
11/04/2023,KIRKMAN & JOURDAIN LTD,"Works - Construction, Repair & Maintenance",Dir of Placemaking & Housing,364
11/04/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",357
11/04/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,315.36
11/04/2023,HARINGTON SCHEME,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",312
11/04/2023,DTRIUMPH CARE LTD,Priv - Contractor,Dir of Children's Services,304
11/04/2023,NORTH LONDON COMMUNITY CARE AGENCY,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",303.28
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",291.6
11/04/2023,MYERS (IDEAL SUPPLIES) LTD,Domestic Furniture,Housing Revenue Account,285
11/04/2023,RRC RRCONSULTANCY LTD,Fees - Tuition,Dir of Children's Services,279.11
11/04/2023,MYERS (IDEAL SUPPLIES) LTD,Domestic Furniture,"Dir of Adults, Health & Communities",250
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",194.4
11/04/2023,Cypriot Community Centre,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",194.4
11/04/2023,TRINITY SUPPORT LIMITED,Priv - Contractor,Dir of Children's Services,194.29
11/04/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",193.03
11/04/2023,INSURANCE,Bal Alloc InsurePrem,Dir of Finance,150
11/04/2023,CMS CORPORATE MAILING SOLUTIONS LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",124.41
11/04/2023,PENNA PLC,Fees - Consultant,"Dir of  Culture, Strategy & Engagement",107.4
11/04/2023,SOLENT NHS TRUST,Public Health,"Dir of Adults, Health & Communities",87.19
11/04/2023,WISDOM DESIGN LIMITED,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",60
11/04/2023,ASKEWS & HOLTS LIBRARY SERVICES LTD,Library -CentralFund,"Dir of  Culture, Strategy & Engagement",57.9
11/04/2023,CLOC LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",30
11/04/2023,CLOC LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",30
11/04/2023,INSURANCE,Bal Alloc InsurePrem,Dir of Finance,28.8
11/04/2023,CLOC LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",12.68
11/04/2023,GROUNDWORK LONDON,Fees - Consultant,Dir of Placemaking & Housing,0.68
11/04/2023,CROWN HOSTING DATA CENTRES LIMITED,IT Serv Infrastruct,"Dir of  Culture, Strategy & Engagement",-113.32
11/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,-184.33
11/04/2023,VIRGIN MEDIA PAYMENTS LIMITED,Telecommunications,"Dir of  Culture, Strategy & Engagement",-196.6
11/04/2023,AKW MEDICARE LTD,"Material - Purch,Rep",Housing Revenue Account,-298.36
11/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,-1128.25
11/04/2023,Metis Consultants Limted,Priv - Contractor,Dir of Environment & Resident Experience,-1750
11/04/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,-2400
11/04/2023,PROJECT CENTRE LTD,PayContractr Infrast,Dir of Finance,-10500
12/04/2023,Ser Contractor Ltd,Kitchens,Housing Revenue Account,325023.42
12/04/2023,MATRIX SCM LTD,SalAgen-Est Post,Dir of Children's Services,221656.59
12/04/2023,MEDEQUIP ASSISTIVE TECH. LTD,Equipment,"Dir of Adults, Health & Communities",216602.36
12/04/2023,MATRIX SCM LTD,SalAgen-Est Post,"Dir of  Culture, Strategy & Engagement",199336.3
12/04/2023,MATRIX SCM LTD,SalAgen-Est Post,"Dir of Adults, Health & Communities",145693.67
12/04/2023,MATRIX SCM LTD,SalAgen-Est Post,Dir of Placemaking & Housing,137894.62
12/04/2023,MATRIX SCM LTD,SalAgen-Est Post,Dir of Environment & Resident Experience,131724.79
12/04/2023,MATRIX SCM LTD,SalAgen-Est Post,Housing Revenue Account,113244.09
12/04/2023,HARINGEY CITIZEN'S ADVICE BUREAUX,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",58667.68
12/04/2023,The Riverside Group Ltd,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",57780.82
12/04/2023,The Bridge Renewal trust,Community Based Services,Dir of Children's Services,55000
12/04/2023,HARINGEY CITIZEN'S ADVICE BUREAUX,"Advice, Advocacy & Counselling Services","Dir of Adults, Health & Communities",50000
12/04/2023,CNWL NHS FOUNDATION TRUST,Priv - Lodgings,Dir of Children's Services,47400
12/04/2023,FILEY CARE AND SUPPORT LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",42030.29
12/04/2023,MATRIX SCM LTD,SalAgen-Est Post,Dir of Finance,41774.82
12/04/2023,FUSION LIFESTYLE,Sports & Playground & Pool Maintenance,Dir of Finance,40000
12/04/2023,OURRIS RESIDENTIAL HOMES LTD,Priv - Res Long,"Dir of Adults, Health & Communities",33381.92
12/04/2023,Spiddal PLant and Construction LTD,Priv - Contractor,Dir of Environment & Resident Experience,28730
12/04/2023,PEABODY TRUST,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",27731.17
12/04/2023,ST MUNGOS HOUSING ASSOCIATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",27168.36
12/04/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,27048.66
12/04/2023,Taranto Systems Ltd,Parking,Dir of Environment & Resident Experience,26212.04
12/04/2023,Taranto Systems Ltd,Parking,Dir of Environment & Resident Experience,26212.04
12/04/2023,ST MUNGOS HOUSING ASSOCIATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",25397.79
12/04/2023,MATRIX SCM LTD,SalAgen-Est Post,Assistant Dir Corporate Governance,25230.46
12/04/2023,Depaul UK,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",25056.78
12/04/2023,ST MUNGOS HOUSING ASSOCIATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",24133.32
12/04/2023,HAIL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",23530.68
12/04/2023,OURRIS PROPERTIES LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",21243.04
12/04/2023,Emerald Contracts Ltd,Cleaning Materials,"Dir of Adults, Health & Communities",20250
12/04/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,19796.25
12/04/2023,HOUSING FOR WOMEN,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",17643.84
12/04/2023,Airey Miller Limited,Buildings,Dir of Finance,16759.05
12/04/2023,Hudson West LTD,"Works - Construction, Repair & Maintenance",Dir of Environment & Resident Experience,16567.5
12/04/2023,THAMES REACH CHARITY !! THAMES REAC,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",16003.49
12/04/2023,COMPENSATE,Fees Legal External,Housing Revenue Account,15325.84
12/04/2023,THE CONSERVATION VOLUNTEERS,Timber,Dir of Finance,12870
12/04/2023,ALTAIR CONSULTANCY AND ADVISORY SER,Business,Housing Revenue Account,12568.01
12/04/2023,INNER CIRCLE CONSULTING LIMITED,Management,Dir of Placemaking & Housing,12115.76
12/04/2023,SOLACE WOMEN'S AID,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",12109.83
12/04/2023,COMPENSATE,Fees Legal External,Housing Revenue Account,11000
12/04/2023,THAMES REACH CHARITY !! THAMES REAC,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",10740.73
12/04/2023,E-Tech Security Limited,Sport & Fitness,Dir of Finance,9999
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,9847.17
12/04/2023,ARK RESETTLEMENT SERVICES,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",9527.68
12/04/2023,COMPENSATE,Exp - Compensation,Housing Revenue Account,9500
12/04/2023,CAUSEWAY IRISH HOUSING ASSOCIATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",9255.48
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,9246.03
12/04/2023,METROPOLITAN HOUSING TRUST LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",8940.32
12/04/2023,JUST DISPLAYS LTD,Business,Dir of Placemaking & Housing,8931
12/04/2023,SOLACE WOMEN'S AID,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",8382.28
12/04/2023,METROPOLITAN HOUSING TRUST LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",8352.01
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,8320.37
12/04/2023,Alban Construction Consultancy,Business,Dir of Placemaking & Housing,8250
12/04/2023,EXPERIAN LTD,Credit Services,"Dir of  Culture, Strategy & Engagement",8108.1
12/04/2023,RIDGE AND PARTNERS LLP,Consultancy,Dir of Finance,7749.46
12/04/2023,METROPOLITAN HOUSING TRUST LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",7498.01
12/04/2023,XEROX (UK) LTD,Photocopy - Service,"Dir of  Culture, Strategy & Engagement",6900
12/04/2023,MCCH SOCIETY LTD,Priv - Res Long,"Dir of Adults, Health & Communities",6800
12/04/2023,CAUSEWAY IRISH HOUSING ASSOCIATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6633.4
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,6462.22
12/04/2023,CAUSEWAY IRISH HOUSING ASSOCIATION,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6222.88
12/04/2023,CENTREPOINT SOHO LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6146.6
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,6046.43
12/04/2023,THE CONSERVATION VOLUNTEERS,Advertising,Dir of Finance,6000
12/04/2023,LONDON BOROUGH OF WALTHAM FOREST,Animal Services,Dir of Environment & Resident Experience,5892.29
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,5868.72
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,5868.72
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,5868.72
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,5868.72
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,5813.04
12/04/2023,METROPOLITAN HOUSING TRUST LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",5478.04
12/04/2023,TINOTENDA LIMITED,SS Child-Assessments,Dir of Children's Services,5400
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,5294.59
12/04/2023,WSP UK Ltd,Technical & Feasibility,Dir of Finance,5268
12/04/2023,Taranto Systems Ltd,Equip - Purchase,Dir of Environment & Resident Experience,5193.44
12/04/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),Subsist - SS Clients,Dir of Children's Services,5101.63
12/04/2023,COMPENSATE,Exp - Compensation,Housing Revenue Account,5000
12/04/2023,PEDAL POWER,Sport & Fitness,Dir of Environment & Resident Experience,5000
12/04/2023,ADVANCE,Prem - Rents,Dir of Children's Services,5000
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,4774.17
12/04/2023,OURRIS RESIDENTIAL HOMES LTD,Priv - Res Long,"Dir of Adults, Health & Communities",4768.84
12/04/2023,SPS UK&I LIMITED,Services,"Dir of  Culture, Strategy & Engagement",4600
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,4547.98
12/04/2023,WEST LODGE LIMITED,Priv Sec-- LBH & CCG,"Dir of Adults, Health & Communities",4510
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,4356.9
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,4318.12
12/04/2023,Emerald Contracts Ltd,Buildings,Housing Revenue Account,3995
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,3897.82
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,3897.82
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,3897.82
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,3768.82
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,3768.82
12/04/2023,CENTREPOINT SOHO LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3767.16
12/04/2023,IMPROVEMENT AND DEVELOPMENT AGENCY,Services,"Dir of  Culture, Strategy & Engagement",3695
12/04/2023,The Bridge Renewal trust,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3626.16
12/04/2023,DIMENSIONS (UK) LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3571.12
12/04/2023,SHARED LIVES PLUS LIMITED,Fees,"Dir of Adults, Health & Communities",3548.39
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,3509.38
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,3411.49
12/04/2023,Global Guardians Facilities Mgnt,Security,Dir of Placemaking & Housing,3400
12/04/2023,CENTREPOINT SOHO LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3221.48
12/04/2023,VIRGIN MEDIA PAYMENTS LIMITED,Telecommunications,"Dir of  Culture, Strategy & Engagement",3190.8
12/04/2023,Design JD,Business,Dir of Placemaking & Housing,3150
12/04/2023,ACCESS UK LTD T/A ADAM,Organised Activities,Dir of Environment & Resident Experience,2875
12/04/2023,COMPENSATE,Fees Legal External,Housing Revenue Account,2850
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,2828.41
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,2763.7
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,2763.7
12/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,2763.7
12/04/2023,ALTAIR CONSULTANCY AND ADVISORY SER,Property,Housing Revenue Account,2625
12/04/2023,KEYRING - LIVING SUPPORT NETWORKS,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2503.55
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2489.92
12/04/2023,Digital ID Ltd,Security,Dir of Environment & Resident Experience,2307.5
12/04/2023,YMCA London City and North,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2301.36
12/04/2023,Haringey Sports Development,Sport & Fitness,Dir of Environment & Resident Experience,2250
12/04/2023,MEDEQUIP ASSISTIVE TECH. LTD,Equipment,"Dir of Adults, Health & Communities",2123.64
12/04/2023,TEMP-ACCOM,Tenants Support,Housing Revenue Account,2077
12/04/2023,SPS UK&I LIMITED,Services,"Dir of  Culture, Strategy & Engagement",2066
12/04/2023,COMPENSATE,Exp - Compensation,Housing Revenue Account,2004.49
12/04/2023,TEMP-ACCOM,Prem - Rents,"Dir of Adults, Health & Communities",2000
12/04/2023,COMPENSATE,Exp - Compensation,"Dir of Adults, Health & Communities",2000
12/04/2023,COMPENSATE,Exp - Compensation,Housing Revenue Account,2000
12/04/2023,BLISS CARE AND TRAINING LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1953
12/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,1946
12/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,1849.33
12/04/2023,LONDON GRID FOR LEARNING TRUST,Services,"Dir of  Culture, Strategy & Engagement",1839
12/04/2023,TLT LLP,Specialist Support,Assistant Dir Corporate Governance,1800
12/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,1770.01
12/04/2023,MEDEQUIP ASSISTIVE TECH. LTD,Equipment,"Dir of Adults, Health & Communities",1748.88
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1733.33
12/04/2023,STOCKWELLCARE SUPPORT SERVICES LIMI,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1700
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
12/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,1672.75
12/04/2023,NORTH LONDON ASIAN CARE,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1594.44
12/04/2023,TEMP-ACCOM,Tenants Support,Housing Revenue Account,1550
12/04/2023,NORTH LONDON ASIAN CARE,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1548.09
12/04/2023,COMMUNITY ACTION SPORT,Sport & Fitness,Dir of Environment & Resident Experience,1536
