Payment Date,Supplier name,Purpose,Department,Amount
16/08/2023,ASHBROOK COURT CARE HOME,CONTRADLT,"Dir of Adults, Health & Communities",2033.96
16/08/2023,QUANTUM CARE LIMITED,CONTRADLT,"Dir of Adults, Health & Communities",1986.16
16/08/2023,Mould Growth Consultants Ltd,Stock - Raw Material,Housing Revenue Account,1895
16/08/2023,OAK COTTAGE CARE LTD,CONTRADLT,"Dir of Adults, Health & Communities",1881.56
16/08/2023,AVERY HOMES(NELSON)LTD T/A BIRCHWOO,CONTRADLT,"Dir of Adults, Health & Communities",1851.32
16/08/2023,THE SYMPHONY GROUP,Stock - Raw Material,Housing Revenue Account,1843.8
16/08/2023,Thornleigh Camphill Communities Ltd,CONTRADLT,"Dir of Adults, Health & Communities",1833.2
16/08/2023,COUNTY PRIVATE CLIENT LTD,CONTRADLT,"Dir of Adults, Health & Communities",1820
16/08/2023,SPOTLIGHT ALPINE,CONTRADLT,"Dir of Adults, Health & Communities",1785
16/08/2023,SHINE PARTNERSHIPS LTD,CONTRADLT,"Dir of Adults, Health & Communities",1765
16/08/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1684.15
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1684.15
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
16/08/2023,OAK TREE CARE SERVICES LIMITED,ZFWI CODEZ185F5741,Dir of Children's Services,1600
16/08/2023,HAZELWOOD GARDENS CARE LIMITED,CONTRADLT,"Dir of Adults, Health & Communities",1579.76
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,1499.5
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1451.66
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1451.66
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1404
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1365.52
16/08/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1365
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1365
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1365
16/08/2023,DE BOHUN CARE LTD,CONTRADLT,"Dir of Adults, Health & Communities",1285.2
16/08/2023,MARCUS & MARCUS LTD,CONTRADLT,"Dir of Adults, Health & Communities",1270.52
16/08/2023,OAKFOREST  PROPERTIES  LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1235
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,1223.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,1211.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,1174.5
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1139.66
16/08/2023,JANCAVE DEVELOPMENTS LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1105
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1105
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1040
16/08/2023,MEDICAL EXPERT WITNESS ALLIANCE,Disbursements,Assistant Dir Corporate Governance,1035
16/08/2023,GRANT PAYMENTS,Grant - Vol Org Sals,"Dir of Adults, Health & Communities",1000
16/08/2023,WALSINGHAM SUPPORT,CONTRADLT,"Dir of Adults, Health & Communities",998.4
16/08/2023,D&G CONSTRUCTION & ELECTRICAL LIMIT,"Works - Construction, Repair & Maintenance",Dir of Placemaking & Housing,975
16/08/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",975
16/08/2023,Mould Growth Consultants Ltd,Stock - Raw Material,Housing Revenue Account,917.5
16/08/2023,OLIVER LANDON LTD,CONTRADLT,"Dir of Adults, Health & Communities",911.4
16/08/2023,ONE TIME,Train - Short Ext,Assistant Dir Corporate Governance,883.8
16/08/2023,WEST LODGE LIMITED,CONTRADLT,"Dir of Adults, Health & Communities",861
16/08/2023,ACORN LODGE CARE HOME,ZFWI CODEZ163F7065,"Dir of Adults, Health & Communities",821.99
16/08/2023,Redacted Personal Data,Organised Activities,"Dir of Adults, Health & Communities",814.4
16/08/2023,ACORN DAY OPPORTUNITIES,CONTRADLT,"Dir of Adults, Health & Communities",802.28
16/08/2023,COMPENSATION CLAIMS & LEGAL COSTS,Tenants Support,Housing Revenue Account,750
16/08/2023,ORBIS PROTECT LIMITED,Priv - Sub Contract,Housing Revenue Account,717.15
16/08/2023,FIVE PAPER CHAMBERS,Fees Legal External,Assistant Dir Corporate Governance,700
16/08/2023,THE PATHOLOGY GROUP,Forensic & Laborator,Assistant Dir Corporate Governance,700
16/08/2023,PCAS KENT LTD,CONTRADLT,"Dir of Adults, Health & Communities",677.2
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,674
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,651.5
16/08/2023,Redacted Personal Data,Organised Activities,"Dir of Adults, Health & Communities",636.25
16/08/2023,NWANDO DOMICILLIARY CARE LIMITED,CONTRADLT,"Dir of Adults, Health & Communities",626
16/08/2023,TRAVIS PERKINS TRADING CO LTD,Stock - Raw Material,Housing Revenue Account,618.9
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,541.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,524.5
16/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,500
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,499
16/08/2023,STUDIO UPSTAIRS,CONTRADLT,"Dir of Adults, Health & Communities",490.76
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,454
16/08/2023,MAISON MOTI LTD,CONTRADLT,"Dir of Adults, Health & Communities",453.6
16/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,450
16/08/2023,SANCTUARY HOUSING ASSOCIATION,CONTRADLT,"Dir of Adults, Health & Communities",446.24
16/08/2023,RIMA DESIGN LTD,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",435
16/08/2023,JUST DISPLAYS LTD,Mailing,"Dir of  Culture, Strategy & Engagement",390
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,388
16/08/2023,FULL SPECTRUM PRINT MEDIA LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",385
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,383
16/08/2023,TOUCAN TOOL COMPANY LTD,Stock - Raw Material,Housing Revenue Account,368.55
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,368
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,367
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,361
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,354.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,344
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,341
16/08/2023,ACORN CARE & EDUCATION LTD (SALES),ZFWI SEN Independnt,Dedicated Schools Grant Management,335.41
16/08/2023,ACORN CARE & EDUCATION LTD (SALES),ZFWI SEN Independnt,Dedicated Schools Grant Management,335.4
16/08/2023,ACORN CARE & EDUCATION LTD (SALES),ZFWI SEN Independnt,Dedicated Schools Grant Management,334.39
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,330.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,326.5
16/08/2023,STUDIO UPSTAIRS,CONTRADLT,"Dir of Adults, Health & Communities",326.28
16/08/2023,TOUCAN TOOL COMPANY LTD,Stock - Raw Material,Housing Revenue Account,315.96
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,313.5
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,309.6
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,307
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,304.5
16/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,300
16/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,300
16/08/2023,GRANT PAYMENTS,Grant - Vol Org Sals,Dir of Finance,300
16/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,290
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,282.5
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",279.04
16/08/2023,CBB SUPPLIES LTD,"Material - Purch,Rep",Housing Revenue Account,278.76
16/08/2023,TOUCAN TOOL COMPANY LTD,Stock - Raw Material,Housing Revenue Account,271.92
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,264.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,262.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,261
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,255
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",252.88
16/08/2023,FINSBURY CYCLES LTD,Purchase,Dir of Placemaking & Housing,250
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,242.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,242.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,229
16/08/2023,Redacted Personal Data,CONTRADLT,"Dir of Adults, Health & Communities",225
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,224
16/08/2023,A2I TRANSCRIPTION SERVICES,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",223.96
16/08/2023,NEW LONDON ARCHITECTURE LIMITED,Mailing,"Dir of  Culture, Strategy & Engagement",219
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,218
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,217.5
16/08/2023,SCIMITAR CARE HOTELS PLC,CONTRADLT,"Dir of Adults, Health & Communities",214.72
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",209.28
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,202
16/08/2023,BETA DISTRIB (SOUTH) LTD T/A,Printing - Internal,"Dir of  Culture, Strategy & Engagement",195
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,191.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,188.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,188.5
16/08/2023,FINSBURY CYCLES LTD,Purchase,Dir of Placemaking & Housing,187.41
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,187
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,179.45
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,170.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,168
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,168
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,166.92
16/08/2023,FULL SPECTRUM PRINT MEDIA LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",165
16/08/2023,WPG LIMITED,Printing - Internal,"Dir of  Culture, Strategy & Engagement",162
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,159.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,159
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,154
16/08/2023,BETA DISTRIB (SOUTH) LTD T/A,Mailing,"Dir of  Culture, Strategy & Engagement",150
16/08/2023,Redacted Personal Data,CONTRADLT,"Dir of Adults, Health & Communities",150
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,148.76
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,145
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,145
16/08/2023,OT Group Limited,Cleaning Materials,Housing Revenue Account,138.56
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",137.34
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",130.8
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,130.5
16/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,130
16/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,130
16/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,130
16/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,130
16/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,130
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,128
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",124.26
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",117.72
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,112
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",111.18
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",111.18
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",111.18
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",111.18
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",111.18
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",111.18
16/08/2023,FINSBURY CYCLES LTD,Purchase,Dir of Placemaking & Housing,109.18
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,108
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,101.5
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,100
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,95.26
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,92.77
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",91.56
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",90.82
16/08/2023,ASHFORDS LLP,Specialist Support,Assistant Dir Corporate Governance,87
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,85.56
16/08/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,84.45
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",78.48
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",78.48
16/08/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,75.25
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",73.8
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",71.94
16/08/2023,JUST DISPLAYS LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",70
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,69.12
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,65.76
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",65.4
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",65.4
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,GRANT PAYMENTS,School - Clothing,"Dir of  Culture, Strategy & Engagement",60
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",58.86
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",58.86
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",52.32
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",52.32
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,51.49
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
16/08/2023,GOVERNMENT BODIES,Fees Legal External,Housing Revenue Account,40
16/08/2023,GOVERNMENT BODIES,Fees Legal External,Housing Revenue Account,40
16/08/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,39.66
16/08/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,39.5
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",39.24
16/08/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",39.24
16/08/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
16/08/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
16/08/2023,CIRCLE 33 HOUSING TRUST LTD,CONTRADLT,"Dir of Adults, Health & Communities",30.36
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",24.6
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",24.6
16/08/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",24.6
16/08/2023,TOUCAN TOOL COMPANY LTD,Equip - Purchase,Housing Revenue Account,24
16/08/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,23.08
16/08/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,19.01
16/08/2023,TOUCAN TOOL COMPANY LTD,Equip - Purchase,Housing Revenue Account,18
16/08/2023,TOUCAN TOOL COMPANY LTD,Equip - Purchase,Housing Revenue Account,18
16/08/2023,TOUCAN TOOL COMPANY LTD,Equip - Purchase,Housing Revenue Account,14.66
16/08/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,11.96
16/08/2023,TOUCAN TOOL COMPANY LTD,Equip - Purchase,Housing Revenue Account,10
16/08/2023,Taranto Systems Ltd,Parking,Dir of Environment & Resident Experience,7
16/08/2023,GLOBAL IMPACT TRAINING LIMITED,ZFWI CODEZ261F6790,"Dir of Adults, Health & Communities",-238.4
16/08/2023,DRS CARE HOMES LTD,ZFWI CODEZ162F5716,"Dir of Adults, Health & Communities",-831.6
16/08/2023,ST ALEX SUPPORT LIMITED,ZFWI CODEZ261F6790,"Dir of Adults, Health & Communities",-1764
16/08/2023,OAK TREE CARE SERVICES LIMITED,ZFWI CODEZ184F5732,Dir of Children's Services,-2400
16/08/2023,MAISON MOTI LTD,ZFWI CODEZ181F5704,"Dir of Adults, Health & Communities",-2497.58
16/08/2023,ACORN LODGE CARE HOME,ZFWI CODEZ163F7065,"Dir of Adults, Health & Communities",-3342.47
17/08/2023,Formation Design and Build Limited,Repair & Maintenance,Dir of Finance,187818.4
17/08/2023,Selsdon Building Contractors Ltd,Buildings,Dir of Finance,107946.45
17/08/2023,INDIVIDUALISED CARE LTD,CONTRADLT,"Dir of Adults, Health & Communities",40613.53
17/08/2023,FAITHORN FARRELL TIMMS,Consultancy,Dir of Finance,39616.74
17/08/2023,TYCO FIRE & INTEGRATED SOLUTIONS (U,Parking,Dir of Environment & Resident Experience,39598.88
17/08/2023,FAITHORN FARRELL TIMMS,Consultancy,Dir of Finance,37072.34
17/08/2023,FAITHORN FARRELL TIMMS,Consultancy,Dir of Finance,32815.12
17/08/2023,FAITHORN FARRELL TIMMS,Consultancy,Dir of Finance,29323.54
17/08/2023,TOTALMOBILE LIMITED,Services,Housing Revenue Account,27268.8
17/08/2023,CAPAAN DAY SERVICE,CONTRADLT,"Dir of Adults, Health & Communities",26746.76
17/08/2023,OURRIS PROPERTIES LIMITED,CONTRADLT,"Dir of Adults, Health & Communities",23912
17/08/2023,TROWERS & HAMLINS LLP,Specialist Support,Assistant Dir Corporate Governance,21005.5
17/08/2023,FIVE RIVERS CHILD CARE LTD,ZFWI SEN Independnt,Dedicated Schools Grant Management,16491.3
17/08/2023,CROYDON COUNCIL,Audit,Dir of Finance,15760
17/08/2023,TROWERS & HAMLINS LLP,Specialist Support,Assistant Dir Corporate Governance,14164
17/08/2023,FIVE RIVERS CHILD CARE LTD,ZFWI SEN Independnt,Dedicated Schools Grant Management,14135.4
17/08/2023,FIVE RIVERS CHILD CARE LTD,ZFWI SEN Independnt,Dedicated Schools Grant Management,13193.04
17/08/2023,ALTAIR CONSULTANCY AND ADVISORY SER,Business,Housing Revenue Account,11667.67
17/08/2023,CARE 4 U LTD,CONTRADLT,"Dir of Adults, Health & Communities",10483.16
17/08/2023,EDWARDS DUTHIE SHAMASH SOLICITORS O,Disbursements,Assistant Dir Corporate Governance,10377.5
17/08/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Arms Length Management Organisations,Dir of Finance,9970
17/08/2023,TROWERS & HAMLINS LLP,Specialist Support,Assistant Dir Corporate Governance,9486
17/08/2023,Mary Gregory Ltd,Business,Dir of Placemaking & Housing,9000
17/08/2023,BLACKBURN IT SERVICES LIMITED T/A B,Maint & Support,"Dir of  Culture, Strategy & Engagement",9000
17/08/2023,BUTLER HEGARTY ARCHITECTS,"Works - Construction, Repair & Maintenance",Dir of Finance,8750
17/08/2023,NORTH LONDON BIKUR CHOLIM LTD,ZFWI CODEZ186F6585,Dir of Children's Services,8406
17/08/2023,THE SELBY TRUST,Sport & Fitness,Dir of Children's Services,8160
17/08/2023,Quilt Club Ltd,Museums & Art,"Dir of  Culture, Strategy & Engagement",7885.75
17/08/2023,VU.CITY LTD,Maint & Support,"Dir of  Culture, Strategy & Engagement",7880
17/08/2023,ALTAIR CONSULTANCY AND ADVISORY SER,Business,Housing Revenue Account,7475.03
17/08/2023,HAWKINS BROWN DESIGN LTD,Tech & Feasibility,Dir of Finance,7031.96
17/08/2023,KIRKMAN & JOURDAIN LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,6885.5
17/08/2023,ALTAIR CONSULTANCY AND ADVISORY SER,Business,Housing Revenue Account,6813.26
17/08/2023,Ingleton Wood LLP,Repair & Maintenance,Dir of Finance,6750
17/08/2023,TYCO FIRE & INTEGRATED SOLUTIONS (U,Parking,Dir of Finance,6208
17/08/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,5941.03
17/08/2023,GUY'S AND ST THOMAS' NHS,Public Health,"Dir of Adults, Health & Communities",5852.38
17/08/2023,Longley Group Ltd,Electrical,Dir of Finance,5738
17/08/2023,NFC Homes Limited,Construction,Dir of Finance,5737.93
17/08/2023,SCCI ALPHATRACK LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,5694.92
17/08/2023,ACCESS UK LTD T/A ADAM,Passenger Transport,Dir of Children's Services,5650.03
17/08/2023,Hudson West LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,5600
