Payment Date,Supplier name,Purpose,Department,Amount
03/07/2023,PROVIDE COMMUNITY INTEREST COMPANY,Public Health,"Dir of Adults, Health & Communities",104
03/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,102
03/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,102
03/07/2023,ORBIS PROTECT LIMITED,Access Control,Housing Revenue Account,98.64
03/07/2023,ORBIS PROTECT LIMITED,Access Control,Housing Revenue Account,98.64
03/07/2023,LINK COMMUNITY CARE LTD,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",98.2
03/07/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",98.1
03/07/2023,CROWN PAINTS LIMITED,Equip - Tools,Housing Revenue Account,96.36
03/07/2023,HOWARTH TIMBER & BUILDING SUPPLIES,Stock - Raw Material,Housing Revenue Account,95.76
03/07/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",91.56
03/07/2023,LINK COMMUNITY CARE LTD,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",88.32
03/07/2023,CROWN PAINTS LIMITED,Equip - Tools,Housing Revenue Account,87.03
03/07/2023,CROWN PAINTS LIMITED,Equip - Tools,Housing Revenue Account,87.03
03/07/2023,BOC LIMITED,Supply,Dir of Environment & Resident Experience,78.25
03/07/2023,J.A. STEEL AND SON LTD,Removals,"Dir of Adults, Health & Communities",68
03/07/2023,J.A. STEEL AND SON LTD,Removals,"Dir of Adults, Health & Communities",68
03/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,68
03/07/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",65.4
03/07/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",58.86
03/07/2023,CROWN PAINTS LIMITED,Equip - Safety,Housing Revenue Account,51.25
03/07/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
03/07/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,48.38
03/07/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",45.78
03/07/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",45.78
03/07/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,42.31
03/07/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,39.5
03/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
03/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
03/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
03/07/2023,J.A. STEEL AND SON LTD,Removals,Housing Revenue Account,34
03/07/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,32.8
03/07/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,30.48
03/07/2023,THOMAS RIDLEY & SON  LTD,Corporate Services,Dir of Children's Services,26.27
03/07/2023,FAYERS PLUMBING AND BUILDING SUPPLI,"Material - Purch,Rep",Housing Revenue Account,25.32
03/07/2023,LINK COMMUNITY CARE LTD,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",24.54
03/07/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,23.1
03/07/2023,LINK COMMUNITY CARE LTD,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",9.82
03/07/2023,TRAVIS PERKINS TRADING CO LTD,"Material - Purch,Rep",Housing Revenue Account,8.25
03/07/2023,AYERST ENVIRONMENTAL LTD,Demolition&Asbestos,Dir of Finance,-55
04/07/2023,MATRIX SCM LTD,SalAgen-Est Post,Dir of Children's Services,195987.69
04/07/2023,HAWKINS BROWN DESIGN LTD,Tech & Feasibility,Dir of Finance,195077.75
04/07/2023,HAWKINS BROWN DESIGN LTD,Tech & Feasibility,Dir of Finance,164199.6
04/07/2023,MATRIX SCM LTD,SalAgen-Est Post,Dir of Placemaking & Housing,164093.25
04/07/2023,MATRIX SCM LTD,SalAgen-Est Post,"Dir of Adults, Health & Communities",147398.93
04/07/2023,MATRIX SCM LTD,SalAgen-Est Post,"Dir of  Culture, Strategy & Engagement",135190.8
04/07/2023,MATRIX SCM LTD,SalAgen-Est Post,Dir of Environment & Resident Experience,114944.57
04/07/2023,MATRIX SCM LTD,SalAgen-Est Post,Housing Revenue Account,110003.55
04/07/2023,NUGENT CARE,ZFWI CODEZ184F5733,Dir of Children's Services,66700
04/07/2023,NORTHGATE VEHICLE HIRE LTD,Leasing,Housing Revenue Account,64030.9
04/07/2023,MATRIX SCM LTD,SalAgen-Est Post,Dir of Finance,50998.23
04/07/2023,Wave,Water,Carbon Management,34496.82
04/07/2023,The Bridge Renewal trust,Community Based Services,"Dir of Adults, Health & Communities",34200
04/07/2023,Wave,Water,Carbon Management,27234.82
04/07/2023,MATRIX SCM LTD,SalAgen-Est Post,Assistant Dir Corporate Governance,25173.96
04/07/2023,Seismic Group Ltd,Business,Dir of Finance,19500
04/07/2023,DIVERSE CARE (UK) LTD,ZFWI CODEZ161F5735,Dir of Children's Services,18688.21
04/07/2023,RNB ENGINEERING LTD,Priv - Sub Contract,Housing Revenue Account,16534.9
04/07/2023,Invotra Consulting Ltd t/a Invuse,Call Systems,"Dir of  Culture, Strategy & Engagement",15358.29
04/07/2023,ADA NATIONAL COLLEGE FOR DIGITAL SK,SEND Top Up,Dedicated Schools Grant Management,14982.05
04/07/2023,TALMUD TORAH TORAH VEYIRAH D'SATMAR,ZFWI SEN Additional,Dedicated Schools Grant Management,9816.41
04/07/2023,GRANT PAYMENTS,Grant - Vol Org Sals,"Dir of Adults, Health & Communities",8641.88
04/07/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,8413.62
04/07/2023,UpskillU ltd,School Services,Dir of Children's Services,8288.75
04/07/2023,CALFORD SEADEN LLP,Efficiency,Dir of Finance,8211.07
04/07/2023,THE PATHOLOGY GROUP,Forensic & Laboratory,Assistant Dir Corporate Governance,7875
04/07/2023,Allied Water Ltd,Water Assessment & Treatment,Dir of Placemaking & Housing,7096.17
04/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Fees Legal External,Housing Revenue Account,7000
04/07/2023,TALMUD TORAH TORAH VEYIRAH D'SATMAR,ZFWI SEN Additional,Dedicated Schools Grant Management,6363.31
04/07/2023,Madlins LLP,Business,Dir of Finance,6303.68
04/07/2023,Whittington Health NHS Trust,ZFWI SEN Additional,Dedicated Schools Grant Management,5415.45
04/07/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,5240
04/07/2023,RockSolid 247 Limited,ZFWI CODEZ186F6585,Dir of Children's Services,5189.25
04/07/2023,Alpha Labels and Signs Ltd,Signage,Dir of Environment & Resident Experience,5185
04/07/2023,MARLBOROUGH HIGHWAYS LTD,Bituminous Materials,Dir of Finance,5000
04/07/2023,Whittington Health NHS Trust,ZFWI SEN Additional,Dedicated Schools Grant Management,4956.42
04/07/2023,ABBEY RAVENSCROFT PARK LTD,ZFWI CODEZ163F7065,"Dir of Adults, Health & Communities",4387.88
04/07/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,4168.83
04/07/2023,REFRESHING MINDS,ZFWI SEN Additional,Dedicated Schools Grant Management,4011.33
04/07/2023,REFRESHING MINDS,ZFWI SEN Additional,Dedicated Schools Grant Management,4011.33
04/07/2023,REFRESHING MINDS,ZFWI SEN Additional,Dedicated Schools Grant Management,4011.33
04/07/2023,KEEGANS LTD,Consultancy,Dir of Finance,3750
04/07/2023,SURESERVE FIRE & ELECTRICAL LIMITED,Buildings,Dir of Finance,3571.4
04/07/2023,GRANT PAYMENTS,Grant - Vol Org Sals,"Dir of Adults, Health & Communities",3445
04/07/2023,AMIN ENTERPRISE LTD T/A  DR ATEF AM,"Advice, Advocacy & C","Dir of Adults, Health & Communities",3360.16
04/07/2023,Tempo Time Credits,Outsourced Service,Housing Revenue Account,3333
04/07/2023,Avison Young (UK) Limited,Business,Dir of Placemaking & Housing,3331.5
04/07/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),ZFWI CODEZ186F6605,Dir of Children's Services,3094.8
04/07/2023,AYERST ENVIRONMENTAL LTD,Demolition&Asbestos,Dir of Finance,2960
04/07/2023,London Black Women's Project,Specialist Needs,"Dir of Adults, Health & Communities",2916.67
04/07/2023,MATRIX SCM LTD,SalAgen-Est Post,Dedicated Schools Grant Management,2279.35
04/07/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,2195.56
04/07/2023,RIVERSIDE SCHOOL,ZFWI Children DCT DC,Dir of Children's Services,2120
04/07/2023,BEVAN BRITTAN LLP,Specialist Support,Assistant Dir Corporate Governance,2098.5
04/07/2023,GL HEARN LTD,Procurement,Dir of Placemaking & Housing,2000
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
04/07/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,1640
04/07/2023,AMFM Ltd,Security,Dir of Children's Services,1625
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",1545.79
04/07/2023,THE PATHOLOGY GROUP,Forensic & Laboratory,Assistant Dir Corporate Governance,1500
04/07/2023,STATEBOND LTD T/A HORNSEY AGENCIES,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
04/07/2023,FALCON PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1451.66
04/07/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,1447.08
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1386.66
04/07/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1365
04/07/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1365
04/07/2023,MILLENIUM INVESTMENT 2000 LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1365
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1365
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1365
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1365
04/07/2023,YESSS (A) ELECTRICAL LTD,Stock - Raw Material,Housing Revenue Account,1320
04/07/2023,Allied Water Ltd,Priv - Sub Contract,Housing Revenue Account,1277
04/07/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,1257.6
04/07/2023,ALLPAY LTD CHILDREN AND FAMILY,ZFWI CODEZ185F5741,Dir of Children's Services,1251.9
04/07/2023,Redacted Personal Data,ZFWI CODEZ161F5736,Dir of Children's Services,1211
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",1147
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",1147
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",1147
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",1147
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",1061.66
04/07/2023,Redacted Personal Data,Organised Activities,Dir of Children's Services,1025.88
04/07/2023,Societechy Ltd.,Sport & Fitness,Dir of Environment & Resident Experience,1020
04/07/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,1020
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",1008
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",1008
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",1008
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",1007
04/07/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,"Dir of Adults, Health & Communities",1000
04/07/2023,SURESERVE FIRE & ELECTRICAL LIMITED,Buildings,Dir of Finance,973.12
04/07/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,965.3
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",954.75
04/07/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,951.35
04/07/2023,Allied Water Ltd,Services,Housing Revenue Account,950
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",909.29
04/07/2023,Redacted Personal Data,Prem - Leasing,"Dir of Adults, Health & Communities",891.24
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",856
04/07/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,855.11
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",848
04/07/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,846.47
04/07/2023,Redacted Personal Data,Property Management,Dir of Children's Services,820
04/07/2023,Redacted Personal Data,ZFWI CODEZ161F5736,Dir of Children's Services,814
04/07/2023,INDIVIDUALISED CARE LTD,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",811.77
04/07/2023,SURESERVE FIRE & ELECTRICAL LIMITED,Buildings,Dir of Finance,800
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",799.43
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",784
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",784
04/07/2023,TEMPORARY ACCOMODATION,Prem - Rents,"Dir of Adults, Health & Communities",750
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",726.96
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",726.96
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",726.96
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",726.96
04/07/2023,GRANT PAYMENTS,Trans Sch - Fr Home,Dir of Children's Services,705.39
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",700.99
04/07/2023,NORTHGATE VEHICLE HIRE LTD,Leasing,Housing Revenue Account,690.3
04/07/2023,Days Rental,Hire,Assistant Dir Corporate Governance,688.46
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ261F6787,"Dir of Adults, Health & Communities",624
04/07/2023,AYERST ENVIRONMENTAL LTD,Demolition&Asbestos,Dir of Finance,605
04/07/2023,NWANDO DOMICILLIARY CARE LIMITED,ZFWI CODEZ241F6665,"Dir of Adults, Health & Communities",588
04/07/2023,NORTHGATE VEHICLE HIRE LTD,Leasing,Housing Revenue Account,557.2
