Payment date,Supplier Name,Purpose,Department,Amount
04/12/2023,TLT LLP,Legal Services,Assistant Dir Corporate Governance,1162
04/12/2023,ADAMS & STYLES,Prem - Leasing,"Dir of Adults, Health & Communities",1148.64
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1148.33
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1148.33
04/12/2023,LEEC LTD,Environmental Services,Dir of Environment & Resident Experience,1146.9
04/12/2023,ALLWAG PROMOTIONS LTD,Mailing,"Dir of  Culture, Strategy & Engagement",1145
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1139.66
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,1131
04/12/2023,MONITEYE LIMITED,"Works - Construction, Repair & Maintenance",Dir of Placemaking & Housing,1120
04/12/2023,MONITEYE LIMITED,"Works - Construction, Repair & Maintenance",Dir of Placemaking & Housing,1120
04/12/2023,MONITEYE LIMITED,"Works - Construction, Repair & Maintenance",Dir of Placemaking & Housing,1120
04/12/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
04/12/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,1100
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,1096.67
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,1096.64
04/12/2023,LOYAL CARE CONSORTIUM LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1065
04/12/2023,LOYAL CARE CONSORTIUM LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1065
04/12/2023,LOYAL CARE CONSORTIUM LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1065
04/12/2023,LOYAL CARE CONSORTIUM LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1065
04/12/2023,LOYAL CARE CONSORTIUM LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1065
04/12/2023,LOYAL CARE CONSORTIUM LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1065
04/12/2023,LOYAL CARE CONSORTIUM LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1065
04/12/2023,LOYAL CARE CONSORTIUM LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1065
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1040
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,1029
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,1012.67
04/12/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,1000
04/12/2023,HARINGEY EDUCATION PARTNERSHIP,Human Resources,Dir of Children's Services,1000
04/12/2023,Step by Step London,Arts & Leisure Services,Dir of Children's Services,1000
04/12/2023,GRANT PAYMENTS,Grant - Vol Org Run,Dir of Environment & Resident Experience,1000
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,997
04/12/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",964.16
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,962
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",953.33
04/12/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,946
04/12/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,946
04/12/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,946
04/12/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,946
04/12/2023,SHARED CARE SERVICES LTD,Priv - Contractor,Dir of Children's Services,945.92
04/12/2023,DYNAMIC PEOPLE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",927.2
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,907
04/12/2023,EAST LONDON CLEANERS,Fees - Storage,"Dir of Adults, Health & Communities",900
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",897
04/12/2023,J9 Floorings,"Works - Construction, Repair & Maintenance",Housing Revenue Account,895
04/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",888.33
04/12/2023,THE BECK COMPANY LTD,Stock - Raw Material,Housing Revenue Account,885
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,864
04/12/2023,H2O NATIONWIDE LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,855
04/12/2023,TOUCAN TOOL COMPANY LTD,Stock - Raw Material,Housing Revenue Account,824.48
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,819
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,818
04/12/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",800
04/12/2023,NWANDO DOMICILLIARY CARE LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",773.57
04/12/2023,TOUCAN TOOL COMPANY LTD,Stock - Raw Material,Housing Revenue Account,746.8
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,728
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,715
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,709
04/12/2023,Acculine Markings Ltd,Consultancy,Dir of Finance,695
04/12/2023,ORANGE STONE MANAGEMENT LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",693.33
04/12/2023,TEAM (ENERGY AUDITING AGENCY LTD),Facilities & Management Services,Dir of Placemaking & Housing,652
04/12/2023,EAST LONDON CLEANERS,Fees - Storage,"Dir of Adults, Health & Communities",635
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,618
04/12/2023,BUNZL UK LTD t/a GREENHAM,Cleaning & Janitorial,Housing Revenue Account,611.36
04/12/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,600
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,579
04/12/2023,EDUCATIONAPPEALS DOTCOM LTD,Human Resources,Dir of Children's Services,560
04/12/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,Housing Revenue Account,550
04/12/2023,SUMMERCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",546.64
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,529
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,515.67
04/12/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",488.32
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,478.33
04/12/2023,ALEXANDRA SURGERY,Healthcare,"Dir of Adults, Health & Communities",475
04/12/2023,RockSolid 247 Limited,Human Resources,Dir of Children's Services,442.5
04/12/2023,RockSolid 247 Limited,Human Resources,Dir of Children's Services,427.5
04/12/2023,ONE TIME,Resources - Learning,Dir of Children's Services,420
04/12/2023,Union Church and Community Centre,Social Community Care Supplies & Services - Children,Dir of Children's Services,416.48
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,400
04/12/2023,J9 Floorings,"Works - Construction, Repair & Maintenance",Housing Revenue Account,400
04/12/2023,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",399.56
04/12/2023,JURY PAYMENTS,Fees - Court Costs,Assistant Dir Corporate Governance,389.7
04/12/2023,DCAS DIRECT PERSONNEL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",363.48
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,349
04/12/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",348.8
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Environment & Resident Experience,320
04/12/2023,FORENSIC PATHOLOGY SERVICES,Environmental Services,Assistant Dir Corporate Governance,306.15
04/12/2023,FORENSIC PATHOLOGY SERVICES,Environmental Services,Assistant Dir Corporate Governance,301.65
04/12/2023,All in 1 property solutions,"Works - Construction, Repair & Maintenance",Housing Revenue Account,300
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,296.24
04/12/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,295
04/12/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,295
04/12/2023,FORENSIC PATHOLOGY SERVICES,Environmental Services,Assistant Dir Corporate Governance,291.3
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,290.67
04/12/2023,BUNZL UK LTD t/a GREENHAM,Cleaning & Janitorial,"Dir of Adults, Health & Communities",284.1
04/12/2023,RockSolid 247 Limited,Human Resources,Dir of Children's Services,270
04/12/2023,WOLSELEY UK LIMITED,"Material - Purch,Rep",Housing Revenue Account,265.39
04/12/2023,PRESCOTT THOMAS LTD,Catering,Dir of Children's Services,264.02
04/12/2023,TOUCAN TOOL COMPANY LTD,Stock - Raw Material,Housing Revenue Account,256.2
04/12/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",248.52
04/12/2023,HERALD INFORMATION SYSTEMS,Information Communication Technology,"Dir of  Culture, Strategy & Engagement",247
04/12/2023,RockSolid 247 Limited,Human Resources,Dir of Children's Services,240
04/12/2023,H2O NATIONWIDE LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,238
04/12/2023,AYERST ENVIRONMENTAL LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,225
04/12/2023,OPUS ENERGY LTD,Energy - Electric,"Dir of Adults, Health & Communities",221.53
04/12/2023,Personal Data Redacted,Arts & Leisure Services,Dir of Children's Services,217
04/12/2023,EDUCATIONAPPEALS DOTCOM LTD,Human Resources,Dir of Children's Services,200
04/12/2023,GRANT PAYMENTS,Grant - Vol Org Run,"Dir of  Culture, Strategy & Engagement",200
04/12/2023,2468 LTD,Catering,Dir of Environment & Resident Experience,197.75
04/12/2023,2468 LTD,Catering,Dir of Environment & Resident Experience,197.75
04/12/2023,2468 LTD,Catering,Dir of Environment & Resident Experience,197.75
04/12/2023,2468 LTD,Catering,Dir of Environment & Resident Experience,197.75
04/12/2023,TOUCAN TOOL COMPANY LTD,Stock - Raw Material,Housing Revenue Account,197.7
04/12/2023,OPUS ENERGY LTD,Energy - Electric,"Dir of Adults, Health & Communities",190.1
04/12/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",189.66
04/12/2023,FSE Group,Consultancy,Dir of Placemaking & Housing,185
04/12/2023,OPUS ENERGY LTD,Energy - Electric,"Dir of Adults, Health & Communities",183.5
04/12/2023,J.A. STEEL AND SON LTD,Facilities & Management Services,Dir of Finance,180
04/12/2023,Dunns Artisan Bakers,Catering,"Dir of Adults, Health & Communities",175.87
04/12/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Housing Management,Dir of Finance,170
04/12/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",163.5
04/12/2023,LUBBE & SONS (BULBS) LTD,Horticultural,Dir of Environment & Resident Experience,160
04/12/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,159.56
04/12/2023,Fire Alarm Fabrication Services Ltd,Health & Safety,Dir of Children's Services,155
04/12/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",152.46
04/12/2023,Personal Data Redacted,Human Resources,Housing Revenue Account,134.2
04/12/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",130.8
04/12/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Housing Management,Dir of Finance,130
04/12/2023,SPECTRUM FIRE AND SECURITY GROUP LT,Housing Management,Dir of Finance,130
04/12/2023,H2O NATIONWIDE LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,125.2
04/12/2023,WPG LIMITED,Printing - Internal,"Dir of  Culture, Strategy & Engagement",124.45
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,114.64
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,114.64
04/12/2023,EUROTECH SECURITY SYSTEMS Ltd,"Works - Construction, Repair & Maintenance",Housing Revenue Account,105.51
04/12/2023,TRANSUNION INTERNATIONAL UK LTD,Financial Services,Dir of Finance,101.84
04/12/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",100
04/12/2023,COMPENSATION CLAIMS & LEGAL COSTS,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",100
04/12/2023,WOLSELEY UK LIMITED,"Material - Purch,Rep",Housing Revenue Account,95.66
04/12/2023,Ulverscroft Limited,Education,"Dir of  Culture, Strategy & Engagement",91.76
04/12/2023,CLASSIC SECURITY SOLUTIONS,Priv - Sub Contract,Housing Revenue Account,90
04/12/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,87.92
04/12/2023,JEWSON LTD,"Material - Purch,Rep",Housing Revenue Account,82.89
04/12/2023,JURY PAYMENTS,Fees - Court Costs,Assistant Dir Corporate Governance,82.51
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,81.21
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,80
04/12/2023,B-MAT SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,80
04/12/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",71.94
04/12/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,69.12
04/12/2023,LOYAL CARE CONSORTIUM LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",68.56
04/12/2023,PRESCOTT THOMAS LTD,Catering,Dir of Children's Services,67.46
04/12/2023,Dunns Artisan Bakers,Catering,"Dir of Adults, Health & Communities",66.36
04/12/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",65.4
04/12/2023,VISUAL PRINT AND DESIGN LIMITED,Promotions,"Dir of  Culture, Strategy & Engagement",65
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,61.34
04/12/2023,PRESCOTT THOMAS LTD,Catering,Dir of Children's Services,60.25
04/12/2023,J.A. STEEL AND SON LTD,Pay Cntrctor-Aqu L&B,Dir of Finance,60
04/12/2023,J.A. STEEL AND SON LTD,Pay Cntrctor-Aqu L&B,Dir of Finance,60
04/12/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",58.86
04/12/2023,FAYERS PLUMBING AND BUILDING SUPPLI,"Material - Purch,Rep",Housing Revenue Account,53.31
04/12/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
04/12/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
04/12/2023,THE STATIONERY OFFICE LTD,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",49.2
04/12/2023,NEWSQUEST MEDIA GROUP,Advert - Non Staff,"Dir of  Culture, Strategy & Engagement",39.24
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,38.65
04/12/2023,DCAS DIRECT PERSONNEL LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",36
04/12/2023,TOUCAN TOOL COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,33
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,30
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,28
04/12/2023,THE BECK COMPANY LTD,Stock - Raw Material,Housing Revenue Account,28
04/12/2023,WILLIAM WHITE MEATS LTD,Catering,Dir of Children's Services,27.06
04/12/2023,THE BECK COMPANY LTD,"Material - Purch,Rep",Housing Revenue Account,26.25
04/12/2023,HSL PATHOLOGY LLP,Healthcare,"Dir of Adults, Health & Communities",25
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,24
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,19.28
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,19.2
04/12/2023,COMMONPLACE DIGITAL LTD,Priv - Contractor,"Dir of  Culture, Strategy & Engagement",18
04/12/2023,CMS CORPORATE MAILING SOLUTIONS LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",17.7
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,16.28
04/12/2023,CMS CORPORATE MAILING SOLUTIONS LTD,Printing - Internal,"Dir of  Culture, Strategy & Engagement",15.54
04/12/2023,WILLIAM WHITE MEATS LTD,Catering,Dir of Children's Services,14.5
04/12/2023,TOUCAN TOOL COMPANY LTD,Equip - Tools,Housing Revenue Account,12.8
04/12/2023,PRESCOTT THOMAS LTD,Catering,Dir of Children's Services,9.45
04/12/2023,THEBIGWORD INTERPRETING SERVICES LI,Fees - Print Design,"Dir of  Culture, Strategy & Engagement",9.2
04/12/2023,YESSS (A) ELECTRICAL LTD,"Material - Purch,Rep",Housing Revenue Account,7.18
04/12/2023,THRU LIFE CIC,Arts & Leisure Services,Dir of Environment & Resident Experience,2
04/12/2023,THRU LIFE CIC,Arts & Leisure Services,Dir of Children's Services,2
04/12/2023,HSL PATHOLOGY LLP,Health Authority,"Dir of Adults, Health & Communities",0.2
04/12/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,0.08
04/12/2023,BUNZL UK LTD t/a GREENHAM,Prem - Clean Matrls,"Dir of Adults, Health & Communities",-5.38
04/12/2023,MONITEYE LIMITED,"Works - Construction, Repair & Maintenance",Dir of Placemaking & Housing,-100
04/12/2023,OPUS ENERGY LTD,Energy - Electric,"Dir of Adults, Health & Communities",-101.2
04/12/2023,RockSolid 247 Limited,Human Resources,Dir of Children's Services,-120
04/12/2023,J.A. STEEL AND SON LTD,Pay Cntrctor-Aqu L&B,Dir of Finance,-120
04/12/2023,Apel Construction Limited,PayContractor-NCCR,Dir of Finance,-500
04/12/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,-795.5
04/12/2023,J.A. STEEL AND SON LTD,Fees - Storage,Housing Revenue Account,-1690
04/12/2023,SHARED CARE SERVICES LTD,Prv Sctr Care Pkage,Dir of Children's Services,-2432
05/12/2023,PUBLIC VOICE CIC,Healthcare,"Dir of Adults, Health & Communities",38000
05/12/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",35474.76
05/12/2023,H2O NATIONWIDE LTD,Priv - Sub Contract,Housing Revenue Account,31082.5
05/12/2023,THE SOUTHOVER PARTNERSHIP,Vol Sec -  Day Place,Dedicated Schools Grant Management,28933.34
05/12/2023,THE SOUTHOVER PARTNERSHIP,Vol Sec -  Day Place,Dedicated Schools Grant Management,25200
05/12/2023,CAMBIAN AUTISM SERVICES LIMITED,Vol - Recoup SpRes,Dedicated Schools Grant Management,25102.27
05/12/2023,CAMBIAN AUTISM SERVICES LIMITED,Vol - Recoup SpRes,Dedicated Schools Grant Management,24292.52
05/12/2023,THE SOUTHOVER PARTNERSHIP,Vol Sec -  Day Place,Dedicated Schools Grant Management,20050.67
05/12/2023,THE SOUTHOVER PARTNERSHIP,Vol Sec -  Day Place,Dedicated Schools Grant Management,19874.19
05/12/2023,THE SOUTHOVER PARTNERSHIP,Vol Sec -  Day Place,Dedicated Schools Grant Management,19642.1
05/12/2023,THE SOUTHOVER PARTNERSHIP,Vol Sec -  Day Place,Dedicated Schools Grant Management,19535.67
05/12/2023,SURESERVE FIRE & ELECTRICAL LIMITED,Priv - Sub Contract,Housing Revenue Account,18817.73
05/12/2023,ACCESS UK LTD T/A ADAM,Arts & Leisure Services,Dir of Environment & Resident Experience,14590
05/12/2023,MARY HARE SCHOOLS,Vol Sec -  Day Place,Dedicated Schools Grant Management,13818
05/12/2023,ICKBURGH SCHOOL,L.A. - Recoup SpDay,Dedicated Schools Grant Management,13654.74
05/12/2023,Newground Architects,"Works - Construction, Repair & Maintenance",Dir of Finance,13600
05/12/2023,ICKBURGH SCHOOL,L.A. - Recoup SpDay,Dedicated Schools Grant Management,12333.32
05/12/2023,GOVERNMENT BODIES,Fees - Consultant,Dir of Placemaking & Housing,12000
05/12/2023,MARY HARE SCHOOLS,Vol Sec -  Day Place,Dedicated Schools Grant Management,10485
05/12/2023,Camden Centre for Learning,L.A. - Recoup SpDay,Dedicated Schools Grant Management,10132.16
05/12/2023,SURESERVE FIRE & ELECTRICAL LIMITED,Priv - Sub Contract,Housing Revenue Account,9590.96
05/12/2023,ICKBURGH SCHOOL,L.A. - Recoup SpDay,Dedicated Schools Grant Management,9250.03
05/12/2023,Arc Group London Ltd,Priv - Sub Contract,Housing Revenue Account,8454.24
05/12/2023,Newground Architects,"Works - Construction, Repair & Maintenance",Dir of Finance,8400
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",7106.64
05/12/2023,ANNA HOUSE LTD,Trans Sch - Fr Home,Dir of Children's Services,5320
05/12/2023,R C Cutting & Company Ltd t/a c,Priv - Sub Contract,Housing Revenue Account,4167
05/12/2023,MITRE CONSTRUCTION CO LTD,Building Construction Materials,Dir of Finance,3645
05/12/2023,TEAM (ENERGY AUDITING AGENCY LTD),Cleaning & Janitorial,Dir of Placemaking & Housing,2951.8
05/12/2023,ANNA HOUSE LTD,Trans Sch - Fr Home,Dir of Children's Services,2926
05/12/2023,GRANT PAYMENTS,Fees - Consultant,Dir of Placemaking & Housing,2720
05/12/2023,MEARS HOUSING MANAGEMENT LTD,Prem - Leasing,"Dir of Adults, Health & Communities",2604
05/12/2023,MEARS HOUSING MANAGEMENT LTD,Priv - B & B,"Dir of Adults, Health & Communities",2520
05/12/2023,HSL PATHOLOGY LLP,Healthcare,"Dir of Adults, Health & Communities",2250.9
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",2166.66
05/12/2023,THRU LIFE CIC,Priv - Sub Contract,Dir of Children's Services,1994
05/12/2023,N.J.O SCAFFOLDING LTD,"Works - Construction, Repair & Maintenance",Dir of Finance,1900
05/12/2023,GRANT PAYMENTS,PayContractor-NCCR,Dir of Finance,1871.06
05/12/2023,MILLENIUM INVESTMENT 2000 LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
05/12/2023,AMFM Ltd,Facilities & Management Services,Dir of Children's Services,1654.54
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1495
05/12/2023,FALCON PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
05/12/2023,OLIVEGROVE ZOI LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
05/12/2023,FRESH START IN EDUCATION LTD,Fees - Tuition,Dedicated Schools Grant Management,1427.2
05/12/2023,CROWN PAINTS LIMITED,Stock - Raw Material,Housing Revenue Account,1413.12
05/12/2023,Personal Data Redacted,Priv - Contractor,Dir of Children's Services,1406
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1404
05/12/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1365
05/12/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1365
05/12/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,1365
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1308.66
05/12/2023,RRC RRCONSULTANCY LTD,Subsist - SS Clients,Dir of Children's Services,1227.06
05/12/2023,LITTLE ACORN LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1191.66
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
05/12/2023,CAPAAN DAY SERVICE,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1028.57
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1001
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",999.96
05/12/2023,CROWN PAINTS LIMITED,Stock - Raw Material,Housing Revenue Account,979
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",975
05/12/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",975
05/12/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,918.42
05/12/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,882
05/12/2023,BUNZL UK LTD t/a GREENHAM,Stock - Raw Material,Housing Revenue Account,878.4
05/12/2023,Teaching Personnel Ltd,Education,Dir of Children's Services,864
05/12/2023,Personal Data Redacted,LAC - Regular Pay,Dir of Children's Services,834
05/12/2023,Personal Data Redacted,LAC - Regular Pay,Dir of Children's Services,814
05/12/2023,ALLPAY LTD CHILDREN AND FAMILY,Subsist - SS Clients,Dir of Children's Services,803.8
05/12/2023,GRANT PAYMENTS,Fees - Consultant,Dir of Placemaking & Housing,800
05/12/2023,THRU LIFE CIC,Priv - Contractor,Dir of Environment & Resident Experience,799
05/12/2023,JEWSON LTD,Stock - Raw Material,Housing Revenue Account,686
05/12/2023,GRANT PAYMENTS,Fees - Consultant,Dir of Placemaking & Housing,680
05/12/2023,Personal Data Redacted,Sal-Officer Casual,Dir of Children's Services,597.33
05/12/2023,Teaching Personnel Ltd,Fees - Tuition,Dedicated Schools Grant Management,552.96
05/12/2023,PROTECTIVE WEAR SUPPLIES LTD T/A PW,Stock - Raw Material,Housing Revenue Account,540
