Posting date,Supplier number,Supplier name,Expense type,Department,Amount
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,672.56
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,678.1
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,614.86
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,537.88
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,641.62
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1082
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1255.97
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,538.02
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,538.02
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,947.38
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,538.16
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,680.96
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,538.02
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,864.6
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,717.12
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,941.36
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,542.28
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,538.02
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1825.16
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,614.72
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,749.4
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,543.7
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.82
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.82
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,540.86
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,537.88
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,672.56
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,678.24
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,675.26
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,948.46
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,941.36
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1613.92
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1613.92
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,679.52
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,773.34
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,773.34
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,922.08
11/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,12712
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,2151.52
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,679.52
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1082.86
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,6440.52
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1421.61
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,739.91
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,883.66
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1527.38
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,589.4
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1178.2
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,551.61
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,518.8
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,518.8
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,559.87
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,672.56
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,678.1
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,614.86
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,537.88
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,641.62
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1255.97
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1082
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,538.02
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,538.02
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,947.38
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,538.16
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,680.96
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,538.02
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,864.6
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,557.29
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,941.36
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,542.28
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,538.02
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1825.16
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,614.72
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,719.38
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,749.4
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,543.7
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.82
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.82
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,537.88
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,678.24
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,672.56
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,806.96
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,547.58
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,675.26
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,948.46
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,941.36
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1613.92
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1613.92
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,679.52
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,678.72
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,531.37
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2545.2
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,509.04
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2371.98
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2375.52
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2154.65
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2011.08
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2990.61
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1627.94
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1363.32
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2412.78
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1143.85
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1776.34
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,860.24
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2009.91
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1187.76
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2335.26
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2418.66
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1640.24
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,820.12
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1039.36
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1336.44
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1272.6
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2078.72
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2078.72
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1272.6
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1272.6
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1079.61
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1011.29
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1523.91
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1187.76
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1134.87
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,890.96
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,593.88
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1187.76
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2672.6
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2020.12
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1154.55
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,848.4
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1188.04
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1590.96
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1177.16
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,593.88
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1336.44
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1207.07
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,998.87
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,890.96
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,615.14
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1718.08
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,593.88
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,636.36
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1760.43
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1727.84
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1814.23
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1188.04
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,678.72
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1930.32
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1209.25
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,509.04
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1484.84
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1925.02
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,763.56
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,593.88
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1471.55
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1182.74
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1188.04
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1188.04
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1187.76
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1500.99
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1776.46
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1776.46
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,839.05
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1188.04
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2375.52
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,2375.52
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1179.8
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,597.15
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,891.24
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1781.64
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1304.62
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1182.46
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,509.04
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1187.76
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1604.79
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1752.5
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,949.3
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1920.05
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1357.38
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,626.45
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,869.75
19/07/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care,1240.92
