Posting date,Supplier number,Supplier name,Expense type,Department,Amount
13/09/2023,1243559,West London Residential Care,,Bi-Borough Director of Integrated Care,2600
13/09/2023,1243559,West London Residential Care,,Bi-Borough Director of Integrated Care,2383.48
19/07/2023,1278782,Wilsmere House,,Bi-Borough Director of Integrated Care,6101.08
16/08/2023,1278782,Wilsmere House,,Bi-Borough Director of Integrated Care,6305.47
13/09/2023,1278782,Wilsmere House,,Bi-Borough Director of Integrated Care,6143.16
19/07/2023,1258127,Woodhouse Care Homes Limited,,Bi-Borough Director of Integrated Care,2600
19/07/2023,1258127,Woodhouse Care Homes Limited,,Bi-Borough Director of Integrated Care,2400
16/08/2023,1258127,Woodhouse Care Homes Limited,,Bi-Borough Director of Integrated Care,2600
16/08/2023,1258127,Woodhouse Care Homes Limited,,Bi-Borough Director of Integrated Care,2400
13/09/2023,1258127,Woodhouse Care Homes Limited,,Bi-Borough Director of Integrated Care,2600
13/09/2023,1258127,Woodhouse Care Homes Limited,,Bi-Borough Director of Integrated Care,2400
02/08/2023,1251196,Royal Borough of Kensington and,B*Payments to OLAs - Southampton City Co,Bi-Borough Director of Integrated Care,22339
20/07/2023,1265735,Action First Assessments Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,5200
04/08/2023,1265735,Action First Assessments Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,4400
18/08/2023,1265735,Action First Assessments Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,5000
20/09/2023,1265735,Action First Assessments Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,825
29/09/2023,1265735,Action First Assessments Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,2750
13/07/2023,1243934,Ashpri Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,877.72
06/09/2023,1243997,Bebias Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,750
05/07/2023,1246243,Blazie Engineering Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,1150
10/07/2023,1266381,Charles Anosike Consultancy,Hired and Contracted Services,Bi-Borough Director of Integrated Care,500
06/09/2023,1266381,Charles Anosike Consultancy,Hired and Contracted Services,Bi-Borough Director of Integrated Care,500
11/07/2023,1246515,PERSONAL PAYMENTS,Hired and Contracted Services,Bi-Borough Director of Integrated Care,1433.72
01/09/2023,1246515,PERSONAL PAYMENTS,Hired and Contracted Services,Bi-Borough Director of Integrated Care,661.28
06/09/2023,1246515,PERSONAL PAYMENTS,Hired and Contracted Services,Bi-Borough Director of Integrated Care,946.75
06/09/2023,1246515,PERSONAL PAYMENTS,Hired and Contracted Services,Bi-Borough Director of Integrated Care,1816.91
05/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
05/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
05/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
13/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
13/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
13/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
13/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
13/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
19/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
19/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
28/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
28/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
28/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
28/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
28/07/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
03/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
09/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
09/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
17/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
23/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
23/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
23/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
23/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
23/08/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
08/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
08/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
08/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
08/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
13/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
13/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
13/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
13/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
13/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
20/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
20/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
20/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
28/09/2023,1265486,Flex360 Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
12/07/2023,1244630,Jacqueline Fearon Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,1641.25
12/09/2023,1244630,Jacqueline Fearon Ltd,Hired and Contracted Services,Bi-Borough Director of Integrated Care,2715.44
08/08/2023,1247595,Kingston Advocacy Group,Hired and Contracted Services,Bi-Borough Director of Integrated Care,1634.22
10/08/2023,1247595,Kingston Advocacy Group,Hired and Contracted Services,Bi-Borough Director of Integrated Care,1163.63
12/09/2023,1247595,Kingston Advocacy Group,Hired and Contracted Services,Bi-Borough Director of Integrated Care,1504.06
14/08/2023,1244872,Modibell Limited,Hired and Contracted Services,Bi-Borough Director of Integrated Care,900
06/09/2023,1244872,Modibell Limited,Hired and Contracted Services,Bi-Borough Director of Integrated Care,600
02/08/2023,1251196,Royal Borough of Kensington and,B*Payments to OLAs - Southampton City Co,Bi-Borough Director of Integrated Care,46324
02/08/2023,1245543,The Advocacy People,Hired and Contracted Services,Bi-Borough Director of Integrated Care,861.33
28/07/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care,575.9
28/07/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care,531.6
05/08/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care,1018.9
18/08/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care,664.5
27/09/2023,1254857,Hope Care Agency,,Bi-Borough Director of Integrated Care,2054.48
27/09/2023,1254857,Hope Care Agency,,Bi-Borough Director of Integrated Care,1545.01
20/07/2023,1256893,Kapital Care WCC,,Bi-Borough Director of Integrated Care,514.96
21/07/2023,1256893,Kapital Care WCC,,Bi-Borough Director of Integrated Care,620.33
21/07/2023,1256893,Kapital Care WCC,,Bi-Borough Director of Integrated Care,509.45
18/08/2023,1256893,Kapital Care WCC,,Bi-Borough Director of Integrated Care,1417.6
18/08/2023,1256893,Kapital Care WCC,,Bi-Borough Director of Integrated Care,703.24
20/07/2023,1259132,MMR Home Care LTD,,Bi-Borough Director of Integrated Care,2170.56
20/07/2023,1259132,MMR Home Care LTD,,Bi-Borough Director of Integrated Care,2170.84
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,548.24
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,620.34
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,996.76
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,731.14
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,697.76
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,531.81
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,731.01
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,919.25
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,581.35
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,819.61
18/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,969.1
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,775.46
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,653.58
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,620.2
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,852.88
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,775.32
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,697.76
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,620.34
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,714.39
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,974.61
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,520.69
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,531.6
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,509.6
19/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1185.92
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,996.76
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,598.18
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,775.46
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,697.62
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,531.54
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1151.88
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1018.9
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,996.78
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,886.08
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,542.72
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,509.45
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,631.36
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,841.7
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,841.7
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,764.29
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,764.29
26/07/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,642.35
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,697.62
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1107.58
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,886
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1007.86
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,620.34
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.44
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.44
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,897.08
08/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,531.6
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,791.89
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,576.02
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.44
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.44
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,697.76
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,509.48
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.44
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,697.9
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,605.64
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,620.2
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,531.65
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,985.74
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,985.74
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,728.27
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,728.27
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,764.06
29/08/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,598.05
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,607.11
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,620.2
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.61
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,974.43
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,731
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.16
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1096.46
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,731.14
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,664.4
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,542.64
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,509.38
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.44
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,775.32
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,974.63
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,625.74
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,553.75
07/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,531.6
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.44
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,830.33
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,786.62
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,775.46
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,775.46
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,869.41
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,697.76
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,520.62
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1129.65
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1085.42
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,1085.42
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,542.78
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,697.75
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.3
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,575.9
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,620.34
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,697.76
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,930.16
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,874.95
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,542.64
18/09/2023,1245316,Respect Care Services Ltd,,Bi-Borough Director of Integrated Care,509.38
18/07/2023,1248913,Smithfield Health & Social Care,,Bi-Borough Director of Integrated Care,1046.52
18/07/2023,1248913,Smithfield Health & Social Care,,Bi-Borough Director of Integrated Care,1666.84
14/08/2023,1248913,Smithfield Health & Social Care,,Bi-Borough Director of Integrated Care,1395.45
12/09/2023,1248913,Smithfield Health & Social Care,,Bi-Borough Director of Integrated Care,1284.7
12/09/2023,1248913,Smithfield Health & Social Care,,Bi-Borough Director of Integrated Care,1284.7
12/09/2023,1248913,Smithfield Health & Social Care,,Bi-Borough Director of Integrated Care,742.18
12/09/2023,1248913,Smithfield Health & Social Care,,Bi-Borough Director of Integrated Care,742.19
12/09/2023,1248913,Smithfield Health & Social Care,,Bi-Borough Director of Integrated Care,791.81
22/09/2023,1245182,Supporting Care Ltd,,Bi-Borough Director of Integrated Care,664.5
22/09/2023,1245182,Supporting Care Ltd,,Bi-Borough Director of Integrated Care,664.5
22/09/2023,1245182,Supporting Care Ltd,,Bi-Borough Director of Integrated Care,1085.35
22/09/2023,1245182,Supporting Care Ltd,,Bi-Borough Director of Integrated Care,797.4
11/07/2023,1249167,TMP (UK) Ltd,"Publicity, Promotions and Advertisement",Bi-Borough Director of Integrated Care,1010
31/08/2023,D000000016,GENERAL,Other Expenses,Bi-Borough Director of Integrated Care,690
27/07/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3295.08
27/07/2023,1250004,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3283.6
24/08/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3295.08
24/08/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,4200
21/09/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,3295.08
21/09/2023,1281932,PERSONAL PAYMENTS,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care,5700
19/07/2023,1309203,AGINCARE (SOUTHWARK) LIMITED,,Bi-Borough Director of Integrated Care,8685.72
19/07/2023,1309203,AGINCARE (SOUTHWARK) LIMITED,,Bi-Borough Director of Integrated Care,9771.43
16/08/2023,1309203,AGINCARE (SOUTHWARK) LIMITED,,Bi-Borough Director of Integrated Care,3200
16/08/2023,1309203,AGINCARE (SOUTHWARK) LIMITED,,Bi-Borough Director of Integrated Care,3600
13/09/2023,1309203,AGINCARE (SOUTHWARK) LIMITED,,Bi-Borough Director of Integrated Care,3600
13/09/2023,1309203,AGINCARE (SOUTHWARK) LIMITED,,Bi-Borough Director of Integrated Care,3200
19/07/2023,1270152,AMAHFF Healthcare Ltd TAs Quorn Orc,,Bi-Borough Director of Integrated Care,2412
16/08/2023,1270152,AMAHFF Healthcare Ltd TAs Quorn Orc,,Bi-Borough Director of Integrated Care,2412
13/09/2023,1270152,AMAHFF Healthcare Ltd TAs Quorn Orc,,Bi-Borough Director of Integrated Care,2412
19/07/2023,1308085,Abbey Care Centre Limited,,Bi-Borough Director of Integrated Care,3360
19/07/2023,1308085,Abbey Care Centre Limited,,Bi-Borough Director of Integrated Care,4478.84
16/08/2023,1308085,Abbey Care Centre Limited,,Bi-Borough Director of Integrated Care,4478.84
13/09/2023,1308085,Abbey Care Centre Limited,,Bi-Borough Director of Integrated Care,4478.84
19/07/2023,1257182,Abbey Ravenscroft Park WCC,,Bi-Borough Director of Integrated Care,3018.4
19/07/2023,1257182,Abbey Ravenscroft Park WCC,,Bi-Borough Director of Integrated Care,3018.36
16/08/2023,1257182,Abbey Ravenscroft Park WCC,,Bi-Borough Director of Integrated Care,3222.74
16/08/2023,1257182,Abbey Ravenscroft Park WCC,,Bi-Borough Director of Integrated Care,3018.4
13/09/2023,1257182,Abbey Ravenscroft Park WCC,,Bi-Borough Director of Integrated Care,3018.4
13/09/2023,1257182,Abbey Ravenscroft Park WCC,,Bi-Borough Director of Integrated Care,3060.44
19/07/2023,1291895,Alphacare Management Services No. 2,,Bi-Borough Director of Integrated Care,4636.76
16/08/2023,1291895,Alphacare Management Services No. 2,,Bi-Borough Director of Integrated Care,4841.14
13/09/2023,1291895,Alphacare Management Services No. 2,,Bi-Borough Director of Integrated Care,4835.99
19/07/2023,1309199,BETSY CLARA AND SOUTHDOWNS LTD,,Bi-Borough Director of Integrated Care,7185.36
16/08/2023,1309199,BETSY CLARA AND SOUTHDOWNS LTD,,Bi-Borough Director of Integrated Care,4678.84
13/09/2023,1309199,BETSY CLARA AND SOUTHDOWNS LTD,,Bi-Borough Director of Integrated Care,4678.84
19/07/2023,1301269,BUPA Care Home ( CFH care ) Ltd,,Bi-Borough Director of Integrated Care,2700
19/07/2023,1301269,BUPA Care Home ( CFH care ) Ltd,,Bi-Borough Director of Integrated Care,2700
16/08/2023,1301269,BUPA Care Home ( CFH care ) Ltd,,Bi-Borough Director of Integrated Care,2700
16/08/2023,1301269,BUPA Care Home ( CFH care ) Ltd,,Bi-Borough Director of Integrated Care,2904.38
13/09/2023,1301269,BUPA Care Home ( CFH care ) Ltd,,Bi-Borough Director of Integrated Care,2742.08
13/09/2023,1301269,BUPA Care Home ( CFH care ) Ltd,,Bi-Borough Director of Integrated Care,2700
19/07/2023,1304542,Barchester Health Homes Ltd,,Bi-Borough Director of Integrated Care,5600
16/08/2023,1304542,Barchester Health Homes Ltd,,Bi-Borough Director of Integrated Care,5600
13/09/2023,1304542,Barchester Health Homes Ltd,,Bi-Borough Director of Integrated Care,5600
19/07/2023,1308508,Barchester Healthcare Homes Limited,B*Distric Council non fee related servi,Bi-Borough Director of Integrated Care,21382.57
16/08/2023,1308508,Barchester Healthcare Homes Limited,B*Distric Council non fee related servi,Bi-Borough Director of Integrated Care,4672.39
13/09/2023,1308508,Barchester Healthcare Homes Limited,B*Distric Council non fee related servi,Bi-Borough Director of Integrated Care,4510.08
19/07/2023,1268987,Beling & Co Ltd,,Bi-Borough Director of Integrated Care,3000
16/08/2023,1268987,Beling & Co Ltd,,Bi-Borough Director of Integrated Care,3000
13/09/2023,1268987,Beling & Co Ltd,,Bi-Borough Director of Integrated Care,3000
16/08/2023,1243439,Blakesley House Nursing Home,,Bi-Borough Director of Integrated Care,4104.39
13/09/2023,1243439,Blakesley House Nursing Home,,Bi-Borough Director of Integrated Care,3942.08
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,4000
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,2340
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,2340
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,18637.14
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,5000
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,8249.58
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,8884.16
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,3510
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,8400
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,3510
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,8400
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,B*PCC Management Fee Contribution,Bi-Borough Director of Integrated Care,2510.97
19/07/2023,1290868,Bondcare (London) Ltd Fern Gardens,,Bi-Borough Director of Integrated Care,4800
