Payment Date,Transaction Number,Amount Excluding VAT,Vendor Number,Vendor Name,Company Number,Debit/Credit Indicator,PO Number,Document Type,Cost Centre,Cost Centre Description,Proclass Code,Proclass Description,Purpose of Spend
45323,5106376329,875,117374,REDACTED DATA,,H,3300348652,RE,105820,DoLS,321000,REDACTED DATA,REDACTED DATA
45323,5106377322,5463.28,117530,Ralph Livesey Ltd,00166886,H,3300337796,RE,103184,PRIMARY OVERHEADS,111200,Food & Beverages,Ralph Livesey Limit 2023/24
45323,5106377397,1215,430002,REDACTED DATA,,H,3300356755,RE,103465,TRAFFIC MEASURES,231810,Highway Surveys,REDACTED DATA
45323,5106378413,1798.4,420047,Mini Travel Executive,,H,3300347759,RE,103360,SPECIAL SCHOOL TRANS,361600,Taxi Services Home to School,A015 Fairfield School Jul 24
45323,5106379174,4782.98,340010,Albert Innes Ltd,00353716,H,3300332707,RE,666359,2-14 New Street Fire,391110,B&OS Construction,"CLA420262B - Albert Innes- 4,6 to 8 & 14"
45323,5106379636,1076.1,102392,Wider Plan Ltd,,H,3300341600,RE,101257,HD One,261600,Travel & Subsistence,Kiddivouchers Admin Apr '23 - Mar '24
45323,5106379927,7368,107498,National Governors' Association,,H,3300359466,RE,100314,Governing Body Suppo,202100,Subscriptions,Learning Link Renewal - Academies
45323,5106379928,840,107498,National Governors' Association,,H,3300359466,RE,100314,Governing Body Suppo,202100,Subscriptions,Learning Link Renewal - Academies
45323,5106380198,698.25,117108,REDACTED DATA,,H,3300342461,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45323,5106380199,570,117108,REDACTED DATA,,H,3300342443,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45323,5106380200,4419.5,520384,REDACTED DATA,,H,3300359579,RE,100267,OLA Special School P,201700,Grants,REDACTED DATA
45323,5106380203,6189.16,117950,Crime Guard International Limited,,H,3300355895,RE,102141,DEWSBURY MRKT HALL,192200,Security,Crime Guard Int - Dews Market - 2084
45323,5106380208,580,114216,REDACTED DATA,,H,3300348314,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45323,5106380221,4192.22,470975,Calderdale & Huddersfield NHS Chari,,H,3300359530,RE,105031,Town Hall External H,291000,Arts & Leisure Events,Mayors Charity Trust 01.12.23
45323,5106380222,1400,320990,REDACTED DATA,,H,3300359615,RE,106859,SEN Tech Capacity,171040,Educational Placements,REDACTED DATA
45323,5106380234,757.39,102773,Premier Paper Ltd,03672117,H,3300351782,RE,103860,DOCUMENT SOLUTIONS,341000,Paper,L21/7038BCPL Polyester Labels 21up
45323,5106380240,5263.8,117583,Emergent Crown Contract Office Furn,02302409,H,3300359229,RE,665842,CC1 - Furniture,219999,All Furniture Items,Emergent Protective Screen CC1
45323,5106380242,3434.16,107865,REDACTED DATA,,H,3300341725,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45323,5106380243,5640,117426,REDACTED DATA,,H,3300327168,RE,107277,Dewsbury Town Invest,291000,Arts & Leisure Events,REDACTED DATA
45323,5106380246,39429,470699,REDACTED DATA,,H,3300358281,RE,104150,LD Resid Place,321017,REDACTED DATA,REDACTED DATA
45323,5106380251,3012.47,390305,REDACTED DATA,05323435,H,3300358332,RE,104186,OP Emergency Support,321019,REDACTED DATA,REDACTED DATA
45323,5106380254,760,118407,REDACTED DATA,,H,3300358313,RE,104161,LD Personal Budgets,321019,REDACTED DATA,REDACTED DATA
45323,5106380261,1750,521166,REDACTED DATA,,H,3300359650,RE,105555,BBBS District Cmttee,201700,Grants,REDACTED DATA
45323,5106380263,2134,523490,REDACTED DATA,,H,3300359571,RE,100268,OLA SEN Mainstrm Pl,201700,Grants,REDACTED DATA
45323,5106380265,1262.1,525308,REDACTED DATA,,H,3300359569,RE,100298,FE High Needs Alloca,201700,Grants,REDACTED DATA
45323,5106380266,1222,525315,REDACTED DATA,,H,3300359649,RE,105554,Kirklees Rural DC,201700,Grants,REDACTED DATA
45323,5106380267,1160,525743,REDACTED DATA,,H,3300359577,RE,100298,FE High Needs Alloca,201700,Grants,REDACTED DATA
45323,5106380268,1060,526235,REDACTED DATA,,H,3300359573,RE,107444,SEN Personal package,201700,Grants,REDACTED DATA
45323,5106380270,161250.59,526306,REDACTED DATA,,H,3300359654,RE,100298,FE High Needs Alloca,201700,Grants,REDACTED DATA
45323,5106380271,1170.09,553926,REDACTED DATA,,H,3300359606,RE,104828,Kirklees TRHA,201900,Refund,REDACTED DATA
45323,5106380274,570.35,568377,REDACTED DATA,,H,3300359626,RE,104828,Kirklees TRHA,201900,Refund,REDACTED DATA
45323,5106380275,7964.82,568378,REDACTED DATA,,H,3300359625,RE,104828,Kirklees TRHA,201900,Refund,REDACTED DATA
45323,5106380276,13743.33,578046,(SB) Fresh Futures (Brian Jackson),,H,3300359568,RE,100257,Independent School F,201700,Grants,RC 278663 - Autumn 2023
45323,5106380277,4908.17,578179,REDACTED DATA,,H,3300359574,RE,100268,OLA SEN Mainstrm Pl,201700,Grants,REDACTED DATA
45323,5106380278,54625.67,578249,(SB) Seashell Trust,,H,3300359576,RE,100257,Independent School F,201700,Grants,Sumaiya Khan 157623 Fees Spring 24
45323,5106380279,64144.37,579692,(SB) Employability Solutions Ltd,,H,3300359580,RE,100257,Independent School F,201700,Grants,12 Students half term 1 23/24
45323,5106380280,1242.86,100041,Access Hire Nationwide Ltd,06327334,H,3300338243,RE,103370,Short Term Hires,381210,Vehicle Hire,Vehicle Hires - 01.04.23 to 31.03.24
45323,5106380302,2283.46,481231,Angelus Law,,H,3300359624,RE,103939,Legal,281200,Legal General Support,127095.001/Damages - 98128
45323,5106380303,5000,116767,RASAC,,H,3300359616,RE,107095,CSE Strat.Commission,291200,Arts & Leisure Outsourced Service,April - June 2022
45323,5106380304,5000,116767,RASAC,,H,3300359614,RE,107095,CSE Strat.Commission,291200,Arts & Leisure Outsourced Service,July - September 2022
45323,5106380313,725,480906,REDACTED DATA,,H,3300359621,RE,103939,Legal,281000,Advocacy,REDACTED DATA
45323,8600280270,1950,340219,V Mullan Plant Hire,,H,,YQ,103376,Highways + Sewrs Wks,230000,Highway Equipment & Materials,13583 No J/N LOADER EXCAVATOR WITH DRIVE
45323,8600280271,1950,340219,V Mullan Plant Hire,,H,,YQ,103376,Highways + Sewrs Wks,230000,Highway Equipment & Materials,25992 No J/N LOADER EXCAVATOR WITH DRIVE
45323,8600280272,1950,340219,V Mullan Plant Hire,,H,,YQ,103376,Highways + Sewrs Wks,230000,Highway Equipment & Materials,25992 No J/N LOADER EXCAVATOR WITH DRIVE
45323,8600280892,2112.5,112755,Newlay Asphalt Limited,8629077,H,,YQ,103376,Highways + Sewrs Wks,230000,Highway Equipment & Materials,28156 No J/N AC 10 Dense BIT SC Gritston
45323,8600280920,1521,112755,Newlay Asphalt Limited,8629077,H,,YQ,104913,HD Balance Sheet,230000,Highway Equipment & Materials,28240 No J/N AC 6 Dense Bit SC Gritstone
45323,8600280921,531,112755,Newlay Asphalt Limited,8629077,H,,YQ,103376,Highways + Sewrs Wks,230000,Highway Equipment & Materials,28251 No J/N AC 10 Dense BIT SC Gritston
45323,8600280922,1943.5,112755,Newlay Asphalt Limited,8629077,H,,YQ,104913,HD Balance Sheet,230000,Highway Equipment & Materials,28239 No J/N AC 6 Dense Bit SC Gritstone
45323,8600281434,2092.22,112755,Newlay Asphalt Limited,8629077,H,,YQ,103376,Highways + Sewrs Wks,230000,Highway Equipment & Materials,28157 No J/N AC 10 Dense BIT SC Gritston
45324,1700023955,-192606.82,118337,REDACTED DATA,,S,,KG,104185,OP Resid Place,,,REDACTED DATA
45324,1700023956,-597899.38,118337,REDACTED DATA,,S,,KG,104185,OP Resid Place,,,REDACTED DATA
45324,1700023957,-4692.88,390042,REDACTED DATA,,S,,KG,104185,OP Resid Place,,,REDACTED DATA
45324,1700023958,-233133.42,390042,REDACTED DATA,,S,,KG,104185,OP Resid Place,,,REDACTED DATA
45324,1900207489,650,566985,REDACTED DATA,,H,,KR,103868,Public Liability Gen,201700,Grants,REDACTED DATA
45324,1900207504,5873.7,100918,D. Croft & Son Ltd,04662342,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45324,1900207856,790506.2,118337,REDACTED DATA,,H,,KR,104185,OP Resid Place,,,REDACTED DATA
45324,1900207857,237826.3,390042,REDACTED DATA,,H,,KR,104185,OP Resid Place,,,REDACTED DATA
45324,1900207860,5585,103506,Closomat Ltd,02489536,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45324,1900207866,520.4,500136,Corona Energy,,H,,KR,107650,LB Crosland Moor ChC,,,9308015205 011123-301123 Crosland Moor
45324,1900207867,1005.46,480154,Weightmans Llp,01386672,H,,KR,103868,Public Liability Gen,,,02199466
45324,1900207869,5573.5,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,"T145653-1,8&9 P.A.W. SC"
45324,1900207870,2976,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145602-2 P.A.W. SC
45324,1900207871,862.5,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145603-3 P.A.W. SC
45324,1900207872,984.25,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145604-4 P.A.W. SC
45324,1900207873,593.75,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145605-5 P.A.W. SC
45324,1900207874,574.25,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145606-6 P.A.W. SC
45324,1900207875,848,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145607-7 P.A.W. SC
45324,1900207876,650.75,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145608-10/11 P.A.W. SC
45324,1900207878,792.25,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145610-13/14 P.A.W. SC
45324,1900207879,1031.75,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145641-15 P.A.W. SC
45324,1900207880,869.5,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145612-16 P.A.W. SC
45324,1900207881,6648,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145642-17-19 P.A.W. SC
45324,1900207882,675.5,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145643-22 P.A.W. SC
45324,1900207883,692.64,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145672-24 P.A.W. SC
45324,1900207884,1734.75,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145620-29-30 P.A.W. SC
45324,1900207885,628.05,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145654-31 P.A.W. SC
45324,1900207886,740.25,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145622-32 P.A.W. SC
45324,1900207887,2032.25,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145623-33-34 P.A.W. SC
45324,1900207888,1086.5,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145624-35 P.A.W. SC
45324,1900207889,3795.25,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145671-36-38 P.A.W. SC
45324,1900207890,36016.5,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145626-39-40 P.A.W. SC
45324,1900207891,25000,115279,Colliers International Common Clien,,H,,KR,106652,Piazza Shopping Cent,,,T145650-LL NonRecov.
45324,5106345409,-2100,116173,Nexus Planning Limited,,S,3300331228,RE,,,152100,Strategic Planning Consultancy,Retail and Town Centre Planning Advice
45324,5106374808,7425,118358,EdShift CIC,,H,3300357506,RE,107641,Safer Streets 5,291200,Arts & Leisure Outsourced Service,Training sessions delivered to schools
45324,5106375945,7422.18,111338,Whistl UK Limited,4417047,H,3300334318,RE,103860,DOCUMENT SOLUTIONS,301200,Postage,23-24 Whistl P09861 (Ext & Elec)
45324,5106376398,621.68,116282,REDACTED DATA,,H,3300335314,RE,104161,LD Personal Budgets,321019,REDACTED DATA,REDACTED DATA
45324,5106376399,621.68,116282,REDACTED DATA,,H,3300335313,RE,104161,LD Personal Budgets,321019,REDACTED DATA,REDACTED DATA
45324,5106376433,900,111217,REDACTED DATA,,H,3300348653,RE,105820,DoLS,321000,REDACTED DATA,REDACTED DATA
45324,5106377860,768.03,102999,Rochdale Electro-,,H,3300358090,RE,104310,LEEDS RD P F & S C,391111,B&OS Repair & Maintenance,Leeds Road Pumping Station Call outs
45324,5106378428,13342.82,340129,Geckops Ltd t/a Gecko Property Solu,06492160,H,3300354762,RE,107069,R&M – EXTERNAL,391111,B&OS Repair & Maintenance,REDACTED DATA
45324,5106378549,3460.7,102439,Kirklees School Services Ltd,04011161,H,3300359050,RE,100883,Holmfirth High Schoo,191710,Schools FM Payments,HOL1253.1 AG Fees 1054098
45324,5106378550,1269.8,102439,Kirklees School Services Ltd,04011161,H,3300359057,RE,100883,Holmfirth High Schoo,191710,Schools FM Payments,HOL1253.1 AG Fees 1061022
45324,5106378641,2970.8,102439,Kirklees School Services Ltd,04011161,H,3300359058,RE,100883,Holmfirth High Schoo,191710,Schools FM Payments,HOL1253.1 AG Fees 1057408
45324,5106378642,60278.88,102439,Kirklees School Services Ltd,04011161,H,3300359046,RE,666734,Carlinghow Academy A,191710,Schools FM Payments,CAR2061 ARP Internal Door Schedule - fee
45324,5106379670,2424,115871,REDACTED DATA,,H,3300338445,RE,104161,LD Personal Budgets,321019,REDACTED DATA,REDACTED DATA
45324,5106380282,860,109804,Smart Security UK Ltd,,H,3300354069,RE,665470,Budget Holding Code,391111,B&OS Repair & Maintenance,Flagpole Maintenance
45324,5106380310,3690,116173,Nexus Planning Limited,,H,3300331228,RE,106445,Planning Policy Advi,152100,Strategic Planning Consultancy,Retail and Town Centre Planning Advice
45324,5106380340,5000,330020,City Of York Council,,H,3300359467,RE,105561,Director C&YP Salary,202100,Subscriptions,2023/24 Sector Led Improvement Programme
45324,5106380349,2092.5,117397,REDACTED DATA,,H,3300357313,RE,103491,Bed and Breakfast,321050,REDACTED DATA,REDACTED DATA
45324,5106380350,31341,470699,REDACTED DATA,,H,3300358281,RE,104150,LD Resid Place,321017,REDACTED DATA,REDACTED DATA
45324,5106380353,33639.48,341026,Jenoptik UK Ltd,07050335,H,3300344259,RE,105306,SPEED CAMERA DIGITAL,350100,Closed-Circuit Television,Safety Cameras 2023
45324,5106380354,33834.48,341026,Jenoptik UK Ltd,07050335,H,3300344259,RE,105306,SPEED CAMERA DIGITAL,350100,Closed-Circuit Television,Safety Cameras 2023
45324,5106380355,33639.48,341026,Jenoptik UK Ltd,07050335,H,3300344259,RE,105306,SPEED CAMERA DIGITAL,350100,Closed-Circuit Television,Safety Cameras 2023
45324,5106380356,35257.98,341026,Jenoptik UK Ltd,07050335,H,3300344259,RE,105306,SPEED CAMERA DIGITAL,350100,Closed-Circuit Television,Safety Cameras 2023
45324,5106380357,33639.48,341026,Jenoptik UK Ltd,07050335,H,3300344259,RE,105306,SPEED CAMERA DIGITAL,350100,Closed-Circuit Television,Safety Cameras 2023
45324,5106380358,33639.48,341026,Jenoptik UK Ltd,07050335,H,3300344259,RE,105306,SPEED CAMERA DIGITAL,350100,Closed-Circuit Television,Safety Cameras 2023
45324,5106380359,1035,115343,REDACTED DATA,,H,3300352197,RE,103491,Bed and Breakfast,321050,REDACTED DATA,REDACTED DATA
45324,5106380360,975,115343,REDACTED DATA,,H,3300352197,RE,103491,Bed and Breakfast,321050,REDACTED DATA,REDACTED DATA
45324,5106380361,1580,115343,REDACTED DATA,,H,3300352197,RE,103491,Bed and Breakfast,321050,REDACTED DATA,REDACTED DATA
45324,5106380379,5000,111379,Third Sector Leaders Kirklees,,H,3300359465,RE,107607,UKSPF-Comm Networks,291200,Arts & Leisure Outsourced Service,Comm Networks - Delivery of Project KMC
45324,5106380383,1900,480775,Addleshaw Goddard LLP,,H,3300337660,RE,103939,Legal,281200,Legal General Support,Addleshaw Goddard (Contracts)-2023-2024
45324,5106380384,1800,480775,Addleshaw Goddard LLP,,H,3300337660,RE,103939,Legal,281200,Legal General Support,Addleshaw Goddard (Contracts)-2023-2024
45324,5106380385,700,480775,Addleshaw Goddard LLP,,H,3300337660,RE,103939,Legal,281200,Legal General Support,Addleshaw Goddard (Contracts)-2023-2024
45324,5106380389,61981.87,109380,AHR Building Consultancy,,H,3300316370,RE,666186,ER21R01 - BUXTON HOU,,,
45324,5106380409,24000,470710,Yorkshire Mentoring Forum CIC,,H,3300359464,RE,107614,Mainstream VRU 2324,291200,Arts & Leisure Outsourced Service,VRP 23-24 2nd Payment
45324,5106380425,1377,410040,REDACTED DATA,,H,3300339836,RE,100262,Ely Lng Chldcre Incl,321115,REDACTED DATA,REDACTED DATA
45324,5106380431,724.4,113885,REDACTED DATA,,H,3300359527,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45324,5106380432,688.18,113885,REDACTED DATA,,H,3300359527,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45324,5106380433,1085,117604,REDACTED DATA,,H,3300359711,RE,104186,OP Emergency Support,321019,REDACTED DATA,REDACTED DATA
45324,5106380434,1085,117604,REDACTED DATA,,H,3300359710,RE,104186,OP Emergency Support,321019,REDACTED DATA,REDACTED DATA
45324,5106380435,1085,117604,REDACTED DATA,,H,3300359708,RE,104186,OP Emergency Support,321019,REDACTED DATA,REDACTED DATA
45324,5106380437,1085,117604,REDACTED DATA,,H,3300359705,RE,104186,OP Emergency Support,321019,REDACTED DATA,REDACTED DATA
45324,5106380438,1085,117604,REDACTED DATA,,H,3300359703,RE,104186,OP Emergency Support,321019,REDACTED DATA,REDACTED DATA
45324,5106380439,1085,117604,REDACTED DATA,,H,3300359701,RE,104186,OP Emergency Support,321019,REDACTED DATA,REDACTED DATA
45324,5106380440,775,117604,REDACTED DATA,,H,3300359700,RE,104186,OP Emergency Support,321019,REDACTED DATA,REDACTED DATA
45324,5106380441,2840,103667,REDACTED DATA,,H,3300355363,RE,660791,Minor Adaptations,321500,REDACTED DATA,REDACTED DATA
45324,5106380442,1924.6,420054,REDACTED DATA,,H,3300340643,RE,100089,Disabled Children Se,321200,REDACTED DATA,REDACTED DATA
45324,5106380443,522.5,115651,Dar Travel,,H,3300358786,RE,103360,SPECIAL SCHOOL TRANS,361600,Taxi Services Home to School,A472 Pivot Bradley Jul 24
45324,5106380444,1256.4,107865,REDACTED DATA,,H,3300342511,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45324,5106380445,1382.04,107865,REDACTED DATA,,H,3300345042,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45324,5106380449,15885.43,111836,Churches Fire Security Limited,,H,3300350147,RE,102168,Fire Safety,221000,H&S Products,Churches Fire - Extinguishers Service
45324,5106380471,1555,107621,Kashmir Carpets,,H,3300359706,RE,107202,Afghan-ARAP/ACRS,219999,All Furniture Items,Blinds - 32 Alwen Ave
45324,5106380472,16632,100785,REDACTED DATA,04522416,H,3300335000,RE,104143,PD Personal Budgets,321019,REDACTED DATA,REDACTED DATA
45324,5106380482,11523.77,521190,REDACTED DATA,,H,3300359681,RE,105031,Town Hall External H,201900,Refund,REDACTED DATA
45324,5106380483,2026.49,521646,REDACTED DATA,,H,3300338610,RE,107027,DECT,201700,Grants,REDACTED DATA
45324,5106380486,2159,524151,REDACTED DATA,,H,3300359748,RE,107093,HAF Grant,201700,Grants,REDACTED DATA
45324,5106380487,600,524282,REDACTED DATA,,H,3300359752,RE,107097,Maternity Voice P/sh,201700,Grants,REDACTED DATA
45324,5106380490,1000,526293,REDACTED DATA,,H,3300359754,RE,105388,Communities Plus-Cen,201700,Grants,REDACTED DATA
45324,5106380492,572.4,526307,REDACTED DATA,,H,3300359674,RE,105554,Kirklees Rural DC,201700,Grants,REDACTED DATA
45324,5106380494,5140.05,578048,(SB) Opera North Limited,,H,3300359737,RE,105031,Town Hall External H,201900,Refund,Tkt Inc Christmas Gala Night 14.12.23 -
45324,5106380495,2487.81,578434,(SB) Support to Recovery (S2R),,H,3300359693,RE,106888,Place Partnership,201700,Grants,Support to Recover DewsPPYHIM3rdpayExtn
45324,5106380496,2478.83,578453,(SB) The Fletcher Charity,,H,3300339421,RE,107024,FLETCHER HOMES,201700,Grants,Fletcher Homes Rent Payments 23/24
45324,5106380497,1100,578989,(SB) Local Services to You Nurserie,,H,3300359738,RE,107093,HAF Grant,201700,Grants,HAF Grant- additional places
45324,5106380498,3205.5,579256,(SB) The Roebuck Memorial Homes,,H,3300339420,RE,107025,ROEBUCK HOMES,201700,Grants,Roebuck Homes Rent Payments 23/24
45324,5106380513,658,390482,REDACTED DATA,,H,3300342425,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45324,5106380515,740.25,390482,REDACTED DATA,,H,3300341741,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45324,5106380516,1010.5,390482,REDACTED DATA,,H,3300342437,RE,100097,Direct Payments/Agen,321200,REDACTED DATA,REDACTED DATA
45324,5106380518,5100,451060,REDACTED DATA,,H,3300356867,RE,100260,Psychology,261400,Temporary & Agency Staff,REDACTED DATA
45324,5106380519,1092,117966,REDACTED DATA,,H,3300346209,RE,104197,OP Personal Budgets,321019,REDACTED DATA,REDACTED DATA
45324,5106380520,64483.83,115022,REDACTED DATA,11788717,H,3300335888,RE,104161,LD Personal Budgets,321019,REDACTED DATA,REDACTED DATA
45324,5106380521,546.3,116936,REDACTED DATA,,H,3300358406,RE,100262,Ely Lng Chldcre Incl,321115,REDACTED DATA,REDACTED DATA
45324,5106380522,35276.08,117677,REDACTED DATA,,H,3300335944,RE,105299,IS Home Care – Older,321084,REDACTED DATA,REDACTED DATA
45324,5106380523,3015.3,118135,REDACTED DATA,,H,3300347002,RE,105299,IS Home Care – Older,321084,REDACTED DATA,REDACTED DATA
45324,5106380524,1565.9,115518,REDACTED DATA,10786890,H,3300335913,RE,105299,IS Home Care – Older,321084,REDACTED DATA,REDACTED DATA
45324,5106380525,21734.06,116830,REDACTED DATA,,H,3300335951,RE,105299,IS Home Care – Older,321084,REDACTED DATA,REDACTED DATA
45324,5106380526,81016.32,118115,REDACTED DATA,,H,3300355322,RE,104161,LD Personal Budgets,321019,REDACTED DATA,REDACTED DATA
45324,5106380527,22498.05,116830,REDACTED DATA,,H,3300335951,RE,105299,IS Home Care – Older,321084,REDACTED DATA,REDACTED DATA
45324,5106380540,17079.58,103516,Touchstone,,H,3300336103,RE,103996,MH Advocacy,311600,Healthcare Services,REDACTED DATA
45324,5106380559,2352,107228,REDACTED DATA,,H,3300359731,RE,100050,Persons Abroad,321100,REDACTED DATA,REDACTED DATA
45324,5106380565,924,107228,REDACTED DATA,,H,3300359730,RE,100050,Persons Abroad,321100,REDACTED DATA,REDACTED DATA
45324,5106380566,2940,107228,REDACTED DATA,,H,3300359729,RE,100050,Persons Abroad,321100,REDACTED DATA,REDACTED DATA
45324,8100038225,1663.8,101407,REDACTED DATA,,H,,YL,,,321016,REDACTED DATA,REDACTED DATA
45324,8100038311,36918.8,114790,REDACTED DATA,,H,,YL,,,321016,REDACTED DATA,REDACTED DATA
45324,8100038563,46347.37,114790,REDACTED DATA,,H,,YL,104133,PD Nursing Placemnts,321016,REDACTED DATA,REDACTED DATA
45324,8200052760,704.32,112221,Scarab Sweepers Ltd,01823459,H,,YM,103373,Accident Repairs,380000,Vehicle Management,Parts and materials for Vine Street Work
45324,8600280268,525,340070,REDACTED DATA,,H,,YQ,103376,Highways + Sewrs Wks,230000,Highway Equipment & Materials,REDACTED DATA
45324,8600280269,1040.61,110452,Pudsey Plant Hire LTD,,H,,YQ,103376,Highways + Sewrs Wks,230000,Highway Equipment & Materials,27424 No J/N LOADER EXCAVATOR WITH DRIVE
45324,8600280864,1090,101168,G & A Ellis,,H,,YQ,103376,Highways + Sewrs Wks,230000,Highway Equipment & Materials,28270 No J/N Fixed Annual Sums Revised J
45327,1700023864,-2721.93,340776,Hinko Construction Ltd,9927180,S,,KG,103411,GM-RETENTIONS,,,Hinko Construction Ltd VAL 3
45327,1900207137,2000,330562,BPSCAT T/A St Joseph's Dewsbury,,H,,KR,106679,SENDIF extn / YrR tr,,,St Josephs Dews Rec.Trans.Funding Spr24
45327,1900207163,54438.47,340776,Hinko Construction Ltd,9927180,H,,KR,666058,K33314 Kirkbridge La,,,Hinko Construction Ltd VAL 3
45327,1900207239,1320,102549,J A Oldroyd & Sons Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45327,1900207240,6340,117089,Innova Care Concepts Ltd. T/A Aquad,11951702,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45327,1900207329,7255,117089,Innova Care Concepts Ltd. T/A Aquad,11951702,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45327,1900207330,5980,117089,Innova Care Concepts Ltd. T/A Aquad,11951702,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45327,1900207780,867.97,500365,EDF Energy,2228297,H,,KR,103402,GM-TOWN CENT SCHEMES,,,EDF 0197461948 01122023 31122023 St Geor
45327,1900207846,1115,100032,1St Ability Ltd,06853960,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45327,1900207896,7330,201120,REDACTED DATA,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
