Directorate,Department,Expenditure Type,Ref.Doc.1,Vendor Name,Expenditure Amount (exc VAT),Payment Date,"Comment from
Database:
Publish/ Exclude/ Publish-Redact Name"
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574594,Mercury Care Services Ltd,247.66,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574627,Mercury Care Services Ltd,154.79,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574628,Mercury Care Services Ltd,247.66,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574661,Mercury Care Services Ltd,247.66,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574830,Mayfair Homecare Ltd,270.14,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574832,Mayfair Homecare Ltd,477.94,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574833,Mayfair Homecare Ltd,145.46,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574837,Mayfair Homecare Ltd,31.17,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574838,Mayfair Homecare Ltd,290.92,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574839,Mayfair Homecare Ltd,270.14,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574841,Mayfair Homecare Ltd,477.94,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574897,Mayfair Homecare Ltd,477.94,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574898,Mayfair Homecare Ltd,145.46,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574902,Mayfair Homecare Ltd,72.73,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574904,Mayfair Homecare Ltd,290.92,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574905,Mayfair Homecare Ltd,103.90,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574907,Mayfair Homecare Ltd,228.58,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574908,Mayfair Homecare Ltd,353.26,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574909,Mayfair Homecare Ltd,218.19,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574964,Mayfair Homecare Ltd,176.63,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574965,Mayfair Homecare Ltd,145.46,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574969,Mayfair Homecare Ltd,72.73,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574972,Mayfair Homecare Ltd,166.24,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574973,Mayfair Homecare Ltd,223.39,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090574975,Mayfair Homecare Ltd,290.92,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575034,Mayfair Homecare Ltd,72.73,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575037,Mayfair Homecare Ltd,296.12,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575039,Mayfair Homecare Ltd,290.92,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575042,Mayfair Homecare Ltd,41.56,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575167,MI HOMECARE LIMITED,260.15,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575170,MI HOMECARE LIMITED,264.88,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575172,MI HOMECARE LIMITED,94.60,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575173,MI HOMECARE LIMITED,141.90,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575177,MI HOMECARE LIMITED,212.85,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575229,ACE Homecare Services Ltd,142.98,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575233,ACE Homecare Services Ltd,"1,147.26",12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575236,ACE Homecare Services Ltd,"1,257.76",12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575237,ACE Homecare Services Ltd,134.81,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575242,ACE Homecare Services Ltd,551.47,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575244,ACE Homecare Services Ltd,866.04,12/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575275,The Cedars Home Care,289.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575276,The Cedars Home Care,"1,556.35",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575277,The Cedars Home Care,448.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575278,The Cedars Home Care,128.17,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575314,The Cedars Home Care,320.43,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575315,The Cedars Home Care,"1,538.04",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575316,The Cedars Home Care,453.17,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575317,The Cedars Home Care,128.17,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575332,The Cedars Home Care,66.22,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575333,The Cedars Home Care,274.65,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575671,The Cedars Home Care,451.71,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575672,The Cedars Home Care,128.17,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575687,The Cedars Home Care,105.28,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575688,The Cedars Home Care,366.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575690,The Cedars Home Care,214.78,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575691,The Cedars Home Care,352.47,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575743,Servesoul Limited,163.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575746,Servesoul Limited,425.88,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575747,Servesoul Limited,294.84,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575750,Servesoul Limited,56.16,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575751,Servesoul Limited,131.04,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575752,Servesoul Limited,360.36,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575754,Servesoul Limited,758.16,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575756,Servesoul Limited,346.32,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575757,Servesoul Limited,149.76,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575758,Servesoul Limited,149.76,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575759,Servesoul Limited,131.04,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575760,Servesoul Limited,229.32,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575811,Servesoul Limited,163.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575814,Servesoul Limited,294.84,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575817,Servesoul Limited,360.36,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575818,Servesoul Limited,786.24,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575820,Servesoul Limited,346.32,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575821,Servesoul Limited,149.76,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575822,Servesoul Limited,304.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575825,Servesoul Limited,159.12,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575826,Servesoul Limited,112.32,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575827,Servesoul Limited,229.32,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575866,Exceptional Care at Home Ltd,274.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575867,Exceptional Care at Home Ltd,754.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575870,Exceptional Care at Home Ltd,249.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575872,Exceptional Care at Home Ltd,284.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575873,Exceptional Care at Home Ltd,274.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575876,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575881,Exceptional Care at Home Ltd,754.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575883,Exceptional Care at Home Ltd,308.70,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575884,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575888,Exceptional Care at Home Ltd,254.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575889,Exceptional Care at Home Ltd,274.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575890,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575893,Exceptional Care at Home Ltd,411.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575894,Exceptional Care at Home Ltd,308.70,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575895,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575897,Exceptional Care at Home Ltd,142.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575898,Exceptional Care at Home Ltd,274.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575900,Exceptional Care at Home Ltd,617.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575901,Exceptional Care at Home Ltd,29.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575902,Exceptional Care at Home Ltd,102.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575903,Exceptional Care at Home Ltd,102.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575904,Exceptional Care at Home Ltd,176.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575905,Exceptional Care at Home Ltd,127.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575906,Exceptional Care at Home Ltd,98.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575907,Exceptional Care at Home Ltd,196.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575908,Exceptional Care at Home Ltd,58.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575909,Exceptional Care at Home Ltd,117.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575910,Exceptional Care at Home Ltd,308.70,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575911,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575914,Exceptional Care at Home Ltd,372.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575915,Exceptional Care at Home Ltd,891.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575916,Exceptional Care at Home Ltd,200.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575917,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575918,Exceptional Care at Home Ltd,205.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575955,Exceptional Care at Home Ltd,249.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575956,Exceptional Care at Home Ltd,235.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575958,Exceptional Care at Home Ltd,274.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575961,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575965,Exceptional Care at Home Ltd,754.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575966,Exceptional Care at Home Ltd,308.70,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575967,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575971,Exceptional Care at Home Ltd,254.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575972,Exceptional Care at Home Ltd,274.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575973,Exceptional Care at Home Ltd,205.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575975,Exceptional Care at Home Ltd,411.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575976,Exceptional Care at Home Ltd,308.70,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575977,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575980,Exceptional Care at Home Ltd,73.50,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575981,Exceptional Care at Home Ltd,78.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575984,Exceptional Care at Home Ltd,264.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575986,Exceptional Care at Home Ltd,102.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575987,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575988,Exceptional Care at Home Ltd,445.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575990,Exceptional Care at Home Ltd,343.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575991,Exceptional Care at Home Ltd,274.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575992,Exceptional Care at Home Ltd,215.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575993,Exceptional Care at Home Ltd,88.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575994,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575997,Exceptional Care at Home Ltd,436.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575999,Exceptional Care at Home Ltd,372.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576000,Exceptional Care at Home Ltd,686.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576001,Exceptional Care at Home Ltd,891.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576002,Exceptional Care at Home Ltd,200.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576003,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576004,Exceptional Care at Home Ltd,205.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576044,Exceptional Care at Home Ltd,107.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576045,Exceptional Care at Home Ltd,308.70,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576046,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576050,Exceptional Care at Home Ltd,254.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576051,Exceptional Care at Home Ltd,274.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576052,Exceptional Care at Home Ltd,205.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576054,Exceptional Care at Home Ltd,411.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576055,Exceptional Care at Home Ltd,98.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576056,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576059,Exceptional Care at Home Ltd,78.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576063,Exceptional Care at Home Ltd,102.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576064,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576065,Exceptional Care at Home Ltd,445.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576067,Exceptional Care at Home Ltd,343.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576068,Exceptional Care at Home Ltd,274.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576069,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576072,Exceptional Care at Home Ltd,450.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576073,Exceptional Care at Home Ltd,308.70,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576074,Exceptional Care at Home Ltd,343.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576075,Exceptional Care at Home Ltd,49.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576078,Exceptional Care at Home Ltd,372.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576081,Exceptional Care at Home Ltd,49.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576082,Exceptional Care at Home Ltd,686.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576083,Exceptional Care at Home Ltd,891.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576084,Exceptional Care at Home Ltd,754.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576086,Exceptional Care at Home Ltd,200.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576087,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576088,Exceptional Care at Home Ltd,176.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576129,Exceptional Care at Home Ltd,308.70,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576130,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576133,Exceptional Care at Home Ltd,274.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576134,Exceptional Care at Home Ltd,171.50,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576136,Exceptional Care at Home Ltd,411.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576137,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576143,Exceptional Care at Home Ltd,102.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576144,Exceptional Care at Home Ltd,137.20,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576145,Exceptional Care at Home Ltd,445.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576147,Exceptional Care at Home Ltd,343.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576148,Exceptional Care at Home Ltd,78.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576149,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576152,Exceptional Care at Home Ltd,450.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576153,Exceptional Care at Home Ltd,308.70,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576154,Exceptional Care at Home Ltd,343.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576157,Exceptional Care at Home Ltd,372.40,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576162,Exceptional Care at Home Ltd,352.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576163,Exceptional Care at Home Ltd,68.60,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576164,Exceptional Care at Home Ltd,686.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576169,Exceptional Care at Home Ltd,200.90,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576170,Exceptional Care at Home Ltd,240.10,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576171,Exceptional Care at Home Ltd,205.80,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576172,Exceptional Care at Home Ltd,686.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576255,Springvilla Care Ltd,"1,176.00",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576314,Social Care Consortium Limited,323.85,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576315,Social Care Consortium Limited,323.85,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576577,Social Care Consortium Limited,982.24,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576578,Social Care Consortium Limited,982.24,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576687,Bestchoice Global Ltd,203.28,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576688,Bestchoice Global Ltd,203.28,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576689,Bestchoice Global Ltd,271.04,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576690,Bestchoice Global Ltd,271.04,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576695,Bestchoice Global Ltd,271.04,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576696,Bestchoice Global Ltd,33.88,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576697,Bestchoice Global Ltd,271.04,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576698,St Georges Home Care ltd,"1,045.63",17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576699,St Georges Home Care ltd,"1,258.14",17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576700,St Georges Home Care ltd,"1,258.14",17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576701,St Georges Home Care ltd,"5,032.56",17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576702,St Georges Home Care ltd,"5,032.56",17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576758,Mayfair Homecare Ltd,72.73,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576760,Mayfair Homecare Ltd,296.12,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576762,Mayfair Homecare Ltd,290.92,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576765,Mayfair Homecare Ltd,145.46,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576766,Mayfair Homecare Ltd,181.82,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576820,Mayfair Homecare Ltd,72.73,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576822,Mayfair Homecare Ltd,296.12,17/04/2023,PUBLISH
