Directorate,Department,Expenditure Type,Ref.Doc.1,Vendor Name,Expenditure Amount (exc VAT),Payment Date,"Comment from
Database:
Publish/ Exclude/ Publish-Redact Name"
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023744802,SMI INT Group Ltd,35.09,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023745102,SMI INT Group Ltd,33.62,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023745402,SMI INT Group Ltd,22.33,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023747002,SMI INT Group Ltd,114.20,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023753002,SMI INT Group Ltd,35.09,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023753202,SMI INT Group Ltd,35.09,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023753502,SMI INT Group Ltd,22.85,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023753602,SMI INT Group Ltd,34.37,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023753702,SMI INT Group Ltd,35.09,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023753802,SMI INT Group Ltd,35.09,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023754102,SMI INT Group Ltd,35.09,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023754702,SMI INT Group Ltd,35.09,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023754902,SMI INT Group Ltd,33.62,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023755002,SMI INT Group Ltd,21.38,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023755102,SMI INT Group Ltd,35.09,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023755802,SMI INT Group Ltd,21.38,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023756302,SMI INT Group Ltd,21.38,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023756602,SMI INT Group Ltd,33.62,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023756702,SMI INT Group Ltd,35.09,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023757102,SMI INT Group Ltd,15.90,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023757302,SMI INT Group Ltd,22.85,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023757502,SMI INT Group Ltd,33.62,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023757702,SMI INT Group Ltd,33.62,06/04/2023,PUBLISH
Delivery Units,Customer and Place,Training,1023929601,SKILLS TRAINING CENTRE LTD,"6,000.00",14/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023941002,SMI INT Group Ltd,12.24,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023941502,SMI INT Group Ltd,12.24,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023941602,SMI INT Group Ltd,22.85,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023941702,SMI INT Group Ltd,33.62,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023941902,SMI INT Group Ltd,35.09,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023942002,SMI INT Group Ltd,19.19,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023942102,SMI INT Group Ltd,35.09,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023942202,SMI INT Group Ltd,19.19,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023942502,SMI INT Group Ltd,19.19,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023942602,SMI INT Group Ltd,21.38,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023943002,SMI INT Group Ltd,35.09,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023943302,SMI INT Group Ltd,12.24,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023943402,SMI INT Group Ltd,35.09,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023943602,SMI INT Group Ltd,22.85,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023944102,SMI INT Group Ltd,50.47,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023944202,SMI INT Group Ltd,33.62,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023944302,SMI INT Group Ltd,35.09,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023944402,SMI INT Group Ltd,33.62,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023944602,SMI INT Group Ltd,35.09,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023944902,SMI INT Group Ltd,35.09,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023945102,SMI INT Group Ltd,12.24,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023945202,SMI INT Group Ltd,22.85,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023945502,SMI INT Group Ltd,12.24,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1023996002,SMI INT Group Ltd,10.08,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1024056902,SMI INT Group Ltd,18.66,20/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1024057402,SMI INT Group Ltd,"1,446.15",20/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1024068302,SMI INT Group Ltd,55.98,20/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1024068602,SMI INT Group Ltd,52.50,20/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1024109401,SMI INT Group Ltd,35.09,20/04/2023,PUBLISH
Delivery Units,Customer and Place,Clothing - Protective Clothing,1024206602,SMI INT Group Ltd,23.70,25/04/2023,PUBLISH
Delivery Units,Customer and Place,General Office Expenses,1024300701,Banner Group Limited,478.94,26/04/2023,PUBLISH
Delivery Units,Customer and Place,Training,1024316501,SKILLS TRAINING CENTRE LTD,"9,350.00",27/04/2023,PUBLISH
Delivery Units,Customer and Place,Publications,1023741201,NEWSQUEST (LONDON) LIMITED,69.30,04/04/2023,PUBLISH
Delivery Units,Customer and Place,Rubbish Collection,1024313601,LARAC Ltd,445.00,27/04/2023,PUBLISH
Delivery Units,Customer and Place,Equipment and Materials Purcha,1023996802,SMI INT Group Ltd,383.30,20/04/2023,PUBLISH
Delivery Units,Adults and Health,Ttl IT & Comms,1023748601,Access UK Ltd,"9,067.50",04/04/2023,PUBLISH
Delivery Units,Adults and Health,Software Licences & Support,1023759101,Access UK Ltd,"1,389.75",04/04/2023,PUBLISH
Delivery Units,Adults and Health,Consultants Fees,1023746801,Highbroom Consultancy Limited trading as,"9,875.00",04/04/2023,PUBLISH
Delivery Units,Public Health,Health authorities - Third Par,1023629802,Central & North West London NHS FT,"1,801.32",06/04/2023,PUBLISH
Delivery Units,Public Health,Health authorities - Third Par,1004338801,Barking Havering Redbridge NHS Trust,-69.00,11/04/2023,PUBLISH
Delivery Units,Public Health,Health authorities - Third Par,1023631202,Barking Havering Redbridge NHS Trust,126.00,11/04/2023,PUBLISH
Delivery Units,Public Health,Health authorities - Third Par,1021898403,CENTRAL LONDONCOMMUNITY HEALTHCARE,48.54,18/04/2023,PUBLISH
Delivery Units,Public Health,Health authorities - Third Par,1023993102,London North West Healthcare NHS Trust,"5,286.45",14/04/2023,PUBLISH
Delivery Units,Public Health,Health authorities - Third Par,1023997102,Homerton University Hospital,"2,322.33",14/04/2023,PUBLISH
Delivery Units,Public Health,Other Services,1023925601,GOOD IMPRESSIONS (LONDON) LIMITED,660.00,14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Services,1023941302,KMCA Consultancy Services Ltd,"1,545.60",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Services,1023941402,Akras Solutions Limited,"6,384.00",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Services,1023942801,Action First Assessment Ltd,"4,015.00",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Transfer Payments to Soc,1024301202,Psychiatric Services North East Limited,341.49,27/04/2023,PUBLISH
Delivery Units,Adults and Health,Professional Services,1024032701,Rethink Mental Illness,202.01,17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Services,1022075703,D.A. Languages Ltd,51.75,25/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Services,1022078803,D.A. Languages Ltd,124.50,25/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Services,1023700102,POSTURITE LTD,75.00,04/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Transfer Payments to Soc,1024183902,BACK CARE SOLUTIONS LIMITED,300.00,24/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577518,BENSLOW MANAGEMENT COMPANY LIMITED,"4,124.57",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577562,AUTUMN GARDENS,"3,440.00",20/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577586,AUTUMN GARDENS,"4,800.00",20/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577587,AUTUMN GARDENS,"4,800.00",20/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577588,AUTUMN GARDENS,"4,800.00",20/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090578123,ASPEN VILLAGES LTD,"2,780.66",21/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579814,CARLTON COURT (TLC GROUP),"6,800.00",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579826,CARLTON COURT (TLC GROUP),"6,000.00",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579872,CARLTON COURT (TLC GROUP),"4,363.24",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579885,CARLTON COURT (TLC GROUP),"30,000.00",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580122,CARLTON COURT (TLC GROUP),"4,363.24",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090580136,CARLTON COURT (TLC GROUP),"34,750.00",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573050,St Matthews Limited,"6,324.00",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573062,NIGHTINGALE HOUSE,"36,467.14",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573065,FERNBANK NURSING HOME.,"17,051.55",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573066,FERNBANK NURSING HOME.,"5,092.68",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573071,Cedars Care Home (Southend) Ltd,"4,400.00",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573072,Cedars Care Home (Southend) Ltd,"4,400.00",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573073,Cedars Care Home (Southend) Ltd,"3,614.29",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573172,Barchester Healthcare Limited,"6,421.43",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573173,Barchester Healthcare Limited,"5,800.00",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090573660,Athena Care Homes (Gaywood) Limited,"6,000.00",11/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575381,NIGHTINGALE HOUSE,"4,218.21",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575386,Stamford Nursing Centre,"4,317.86",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090575430,TORRINGTON HOMES,"4,071.43",14/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090576439,Victoria Care Centre,"3,038.66",17/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577473,Topcare Ltd,"5,142.86",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577482,Chalfont Lodge (Barchester Healthcare Ho,"5,960.61",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577486,HUSKARDS NEW CARE LTD,"2,366.70",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577500,St Matthews Limited,"3,719.70",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577501,Barchester Healthcare,"6,857.14",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577502,Barchester Healthcare,"6,000.00",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577503,Barchester Healthcare,"5,571.43",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577505,Barchester Healthcare,"6,000.00",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577511,Milford Lodge Residential Home,"4,071.43",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577514,WESTMINSTER HEALTH CARE LTD,"4,707.17",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577515,WESTMINSTER HEALTH CARE LTD,"4,393.36",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577539,WESTMINSTER HEALTH CARE LTD,"2,435.01",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577540,WESTMINSTER HEALTH CARE LTD,"4,912.04",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577541,WESTMINSTER HEALTH CARE LTD,"2,878.57",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577542,WESTMINSTER HEALTH CARE LTD,"4,926.34",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577543,WESTMINSTER HEALTH CARE LTD,"5,273.59",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577544,WESTMINSTER HEALTH CARE LTD,"5,273.59",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577545,WESTMINSTER HEALTH CARE LTD,"2,199.36",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577546,WESTMINSTER HEALTH CARE LTD,"4,436.68",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577547,WESTMINSTER HEALTH CARE LTD,"2,600.00",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577548,WESTMINSTER HEALTH CARE LTD,"4,449.60",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577549,WESTMINSTER HEALTH CARE LTD,"4,763.24",18/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090577581,Candlewood House Care Home,"8,317.76",20/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090578127,DMP Healthcare (Ogilvy) Ltd,"4,071.43",21/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090578132,Oakland Primecare Ltd t/a Elsyng House,"7,085.71",21/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090578134,MEERA NURSING HOME LIMITED,"3,857.14",21/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090578135,Oakland Primecare Ltd t/a Elsyng House,"7,085.71",21/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090578136,Oakland Primecare Ltd t/a Elsyng House,"6,400.00",21/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090578137,Oakland Primecare Ltd t/a Elsyng House,"6,857.14",21/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090578138,Oakland Primecare Ltd t/a Elsyng House,"7,611.43",21/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090578153,WILSMERE HOUSE CARE CENTRE,"4,818.73",21/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579625,Candlewood House Care Home,"17,700.00",25/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579626,Candlewood House Care Home,"9,000.00",25/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579665,ASHTON LODGE CARE CENTRE,"3,552.00",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579668,ASHTON LODGE CARE CENTRE,"4,168.52",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579670,ABBEY RAVENSCROFT PARK NURSING HOME,"3,752.00",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579671,JEWISH CARE,"2,882.48",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579673,APPLE TREE COURT CARE HOME,"3,800.00",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579676,BUPA CARE HOMES,"-6,911.14",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579677,LIFESTYLE CARE PLC,"5,047.08",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579679,FOUR SEASONS HEALTH CARE,"2,831.68",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579680,FOUR SEASONS HEALTH CARE,"2,831.68",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579685,LIFESTYLE CARE PLC,"2,882.36",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579688,SONESTA NURSING HOME LTD.,"2,716.68",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579696,ABBEY RAVENSCROFT PARK NURSING HOME,"3,752.00",26/04/2023,PUBLISH
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090579709,JEWISH CARE,"2,882.48",26/04/2023,PUBLISH
