Directorate,Department,Expenditure Type,Ref.Doc.1,Vendor Name,Expenditure Amount (exc VAT),Payment Date
Delivery Units,Adults and Health,Equipment and Materials Purcha,1034098201,Nottingham Rehab Ltd t/a NRS Healthcare," 522,628.59 ",04/03/2024
Delivery Units,Adults and Health,Other Transfer Payments to Soc,1034292202,Age UK Barnet," 37,500.00 ",11/03/2024
Delivery Units,Adults and Health,Other Transfer Payments to Soc,1034294602,MIDDLESEX ASSOCIATION  FOR THE BLIN," 2,268.25 ",11/03/2024
Delivery Units,Adults and Health,Other Transfer Payments to Soc,1034434301,THE BARNETGROUP LIMITED," 63,243.27 ",13/03/2024
Delivery Units,Adults and Health,Other Transfer Payments to Soc,1034439301,THE BARNETGROUP LIMITED," 53,756.73 ",13/03/2024
Delivery Units,Adults and Health,Other Transfer Payments to Soc,1034407302,Inclusion Barnet," 10,687.45 ",13/03/2024
Delivery Units,Adults and Health,Other Transfer Payments to Soc,1034439202,BARNET MENCAP," 28,583.33 ",13/03/2024
Delivery Units,Adults and Health,Other Transfer Payments to Soc,1034439502,BARNET MENCAP," 28,583.33 ",13/03/2024
Delivery Units,Adults and Health,Legal and Court Fees,1034003301,THOMPSONS SOLICITORS, 250.00 ,01/03/2024
Delivery Units,Adults and Health,Professional Services,1034137102,Favore Didio Ltd," 2,560.00 ",05/03/2024
Delivery Units,Adults and Health,Transport Hire Charges,1033919303,BARNET EDUCATION AND LEARNING, 15.00 ,05/03/2024
Delivery Units,Adults and Health,Other Services,1032969002,Banner Group Limited, 17.06 ,11/03/2024
Delivery Units,Adults and Health,Other Services,1033965002,Steven Carnaby Associates Ltd, 390.00 ,01/03/2024
Delivery Units,Adults and Health,Other Services,1034001202,CENTRAL LONDONCOMMUNITY HEALTHCARE, 733.36 ,04/03/2024
Delivery Units,Adults and Health,Other Services,1033115802,ATLANTIS OFFICE LIMITED, 99.95 ,05/03/2024
Delivery Units,Adults and Health,Translation Exp / Interpret,1033391803,D.A. Languages Ltd, 13.32 ,05/03/2024
Delivery Units,Adults and Health,Other Services,1034240101,THE BARNETGROUP LIMITED," 32,523.50 ",07/03/2024
Delivery Units,Adults and Health,Other Services,1034437601,THE BARNETGROUP LIMITED," 2,430.00 ",13/03/2024
Delivery Units,Adults and Health,Training,1034134201,SKILLS TRAINING CENTRE LTD, 391.00 ,05/03/2024
Delivery Units,Adults and Health,Furniture-Purchase-Repair,1034134301,Solo Protect Ltd, 55.05 ,05/03/2024
Delivery Units,Adults and Health,Consultants Fees,1034136001,POSTURITE LTD, 75.00 ,05/03/2024
Delivery Units,Adults and Health,Cleaning and domestic material,1034252901,Norse Commercial Services Ltd, 725.13 ,07/03/2024
Delivery Units,Adults and Health,Cleaning and domestic material,1034253101,Norse Commercial Services Ltd, 725.13 ,07/03/2024
Delivery Units,Adults and Health,Consultants Fees,1034286801,SKILLS TRAINING CENTRE LTD, 363.00 ,08/03/2024
Delivery Units,Adults and Health,Professional Services,1034412201,BPR GROUP EUROPE LTD, 41.45 ,13/03/2024
Delivery Units,Adults and Health,Training,1034000701,Edge Training & Consultancy Lt," 1,950.00 ",01/03/2024
Delivery Units,Adults and Health,Training,1033078203,Louise Fox Consulting Ltd," 1,690.00 ",05/03/2024
Delivery Units,Adults and Health,Training,1034383002,Autism & ADHD," 1,580.00 ",13/03/2024
Delivery Units,Adults and Health,Training,1034416602,CASCAIDr Trading LTD," 1,000.00 ",13/03/2024
Delivery Units,Adults and Health,Travelling Expenses,1034293902,M1 EXPRESS CAR SERVICES, 194.00 ,11/03/2024
Delivery Units,Adults and Health,Travelling Expenses,1034443902,M1 EXPRESS CAR SERVICES, 320.20 ,13/03/2024
Delivery Units,Adults and Health,Other Services,1034443602,BARNET MENCAP, 250.00 ,13/03/2024
Delivery Units,Adults and Health,Translation Exp / Interpret,1027133703,Thebigword Group Ltd, 438.92 ,15/03/2024
Delivery Units,Adults and Health,Other Transfer Payments to Soc,1034133201,PPL (Private Public Ltd)," 30,175.00 ",05/03/2024
Delivery Units,Adults and Health,Other Services,1033863802,Banner Group Limited, 6.71 ,01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695787,Candlewood House Care Home," 8,595.02 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695792,Coopers Croft Care Home ltd.," 6,642.86 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695812,Karuna Manor," 2,612.81 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695817,Milford Lodge Residential Home," 4,207.14 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695827,FERNBANK NURSING HOME.," 5,314.02 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695828,FERNBANK NURSING HOME.," 17,051.55 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695831,FERNBANK NURSING HOME.," 5,978.35 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695832,FERNBANK NURSING HOME.," 5,092.68 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695846,MEERA NURSING HOME LIMITED," 1,499.14 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695888,TORRINGTON HOMES," 4,207.14 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695952,HUSKARDS NEW CARE LTD," 2,445.60 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695957,REVERA SIGNATURE OPCO LLP," 14,714.29 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695959,Barchester Healthcare," 5,800.00 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090695967,St Matthews Limited," 5,916.00 ",01/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697441,CARLTON COURT (TLC GROUP)," 7,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697479,CARLTON COURT (TLC GROUP)," 4,363.24 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697499,CARLTON COURT (TLC GROUP)," 6,600.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697633,CARLTON COURT (TLC GROUP)," 7,000.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697682,CARLTON COURT (TLC GROUP)," 6,000.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697169,JEWISH CARE," 3,140.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697170,CEDARS NURSING HOME," 4,000.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697177,SONESTA NURSING HOME LTD.," 5,789.99 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697180,JEWISH CARE," 3,140.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697181,SONESTA NURSING HOME LTD.," 2,906.84 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697184,APPLE TREE COURT CARE HOME," 3,588.12 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697187,CEDARS NURSING HOME," 4,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697197,JEWISH CARE," 3,140.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697198,JEWISH CARE," 3,212.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697203,FOUR SEASONS HEALTH CARE," 3,681.80 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697209,LIFESTYLE CARE PLC," 3,055.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697210,ABBEY RAVENSCROFT PARK NURSING HOME," 3,968.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697214,ELEANOR PALMER TRUST NO 2 A/C.," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697215,LIFESTYLE CARE PLC," 3,055.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697218,Aarandale Manor Care Home, 150.00 ,05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697222,SAGE NURSING HOME," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697229,New Century Care (Finchley)," 5,208.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697233,SONESTA NURSING HOME LTD.,"-20,000.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697234,ABBEY RAVENSCROFT PARK NURSING HOME," 4,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697236,JEWISH CARE," 3,212.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697238,ELEANOR PALMER TRUST NO 2 A/C.," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697240,HENRY NIHILL HOUSE," 3,816.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697241,SONESTA NURSING HOME LTD.," 3,216.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697242,HENRY NIHILL HOUSE," 3,816.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697243,HENRY NIHILL HOUSE," 3,816.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697247,Aarandale Manor Care Home," 6,000.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697248,BUPA NURSING HOMES LTD - ARKLEY," 3,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697249,ABBEY RAVENSCROFT PARK NURSING HOME," 4,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697251,New Century Care (Finchley)," 5,200.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697255,APPLE TREE COURT CARE HOME,"-7,504.68 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697256,BUPA NURSING HOMES LTD - ARKLEY," 3,098.28 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697257,LIFESTYLE CARE PLC," 3,055.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697258,ABBEY RAVENSCROFT PARK NURSING HOME," 4,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697265,JEWISH CARE," 3,140.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697269,BUPA NURSING HOMES LTD - ARKLEY," 2,828.56 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697270,BUPA NURSING HOMES LTD - ARKLEY," 6,557.15 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697273,LIFESTYLE CARE PLC," 20,514.29 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697274,BUPA NURSING HOMES LTD - ARKLEY," 3,600.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697287,APPLE TREE COURT CARE HOME," 2,709.08 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697293,Lukka Care Homes (2010) Ltd," 3,790.76 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697295,ELEANOR PALMER TRUST NO 2 A/C.," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697299,APPLE TREE COURT CARE HOME," 3,980.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697302,APPLE TREE COURT CARE HOME," 3,588.12 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697303,APPLE TREE COURT CARE HOME," 3,588.12 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697311,LIFESTYLE CARE PLC," 3,055.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697313,FOUR SEASONS HEALTH CARE, 54.50 ,05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697321,APPLE TREE COURT CARE HOME," 3,588.12 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697322,ABBEY RAVENSCROFT PARK NURSING HOME," 3,968.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697323,JEWISH CARE," 3,212.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697326,ABBEY RAVENSCROFT PARK NURSING HOME,"-2,409.14 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697329,BUPA NURSING HOMES LTD - ARKLEY," 3,098.28 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697330,Lukka Care Homes (2010) Ltd," 4,201.60 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697331,ELEANOR PALMER TRUST NO 2 A/C.," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697338,LIFESTYLE CARE PLC," 3,055.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697341,FOUR SEASONS HEALTH CARE," 3,681.80 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697342,JEWISH CARE," 3,212.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697344,SONESTA NURSING HOME LTD.," 2,906.84 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697346,SAGE NURSING HOME," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697348,Lukka Care Homes (2010) Ltd," 4,200.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697350,ELEANOR PALMER TRUST NO 2 A/C.," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697352,ABBEY RAVENSCROFT PARK NURSING HOME," 3,968.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697355,JEWISH CARE," 9,938.48 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697357,CEDARS NURSING HOME," 3,756.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697359,BUPA NURSING HOMES LTD - ARKLEY," 1,912.19 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697360,APPLE TREE COURT CARE HOME,"-26,481.86 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697361,APPLE TREE COURT CARE HOME, 0.04 ,05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697362,FOUR SEASONS HEALTH CARE," 3,682.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697363,FOUR SEASONS HEALTH CARE, 2.18 ,05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697368,SONESTA NURSING HOME LTD.," 2,906.84 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697369,JEWISH CARE,-112.14 ,05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697377,FOUR SEASONS HEALTH CARE," 3,681.80 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697378,LIFESTYLE CARE PLC," 3,055.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697379,JEWISH CARE," 3,140.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697380,LIFESTYLE CARE PLC," 3,055.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697381,Lukka Care Homes (2010) Ltd," 4,168.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697383,APPLE TREE COURT CARE HOME," 4,200.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697387,JEWISH CARE," 3,212.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697391,BUPA CARE HOMES," 3,098.28 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697394,SONESTA NURSING HOME LTD.," 2,906.84 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697395,APPLE TREE COURT CARE HOME," 4,701.72 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697396,Aarandale Manor Care Home,"-9,600.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697402,APPLE TREE COURT CARE HOME," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697403,BUPA NURSING HOMES LTD - ARKLEY,"-1,577.71 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697404,Lukka Care Homes (2010) Ltd," 4,249.60 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697410,SONESTA NURSING HOME LTD.," 2,906.84 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697412,APPLE TREE COURT CARE HOME," 5,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697413,New Century Care (Finchley)," 5,208.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697414,CEDARS NURSING HOME,"-1,485.71 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697415,Lukka Care Homes (2010) Ltd," 4,200.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697417,FOUR SEASONS HEALTH CARE," 3,684.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697418,FOUR SEASONS HEALTH CARE," 3,681.80 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697419,APPLE TREE COURT CARE HOME," 4,097.76 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697422,ABBEY RAVENSCROFT PARK NURSING HOME," 4,200.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697423,New Century Care (Finchley)," 5,208.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697424,CEDARS NURSING HOME," 5,200.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697425,CARE UK COMMUNITY PARTNERSHIPS," 4,363.24 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697426,APPLE TREE COURT CARE HOME," 3,969.20 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697427,ABBEY RAVENSCROFT PARK NURSING HOME," 4,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697428,Aarandale Manor Care Home,-428.57 ,05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697429,APPLE TREE COURT CARE HOME," 1,000.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697435,Lukka Care Homes (2010) Ltd," 5,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697440,ABBEY RAVENSCROFT PARK NURSING HOME," 5,100.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697442,BUPA NURSING HOMES LTD - ARKLEY,"-3,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697444,HENRY NIHILL HOUSE," 4,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697445,CARE UK COMMUNITY PARTNERSHIPS," 4,363.24 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697449,LIFESTYLE CARE PLC," 3,055.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697451,JEWISH CARE," 3,212.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697452,ELEANOR PALMER TRUST NO 2 A/C.," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697453,Lancam Care Services Limited," 3,916.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697456,LIFESTYLE CARE PLC," 3,055.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697459,SAGE NURSING HOME," 3,256.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697460,JEWISH CARE," 8,479.92 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697461,Lancam Care Services Limited," 4,196.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697463,FOUR SEASONS HEALTH CARE," 3,681.80 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697464,Lancam Care Services Limited," 4,196.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697468,JEWISH CARE," 4,892.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697469,APPLE TREE COURT CARE HOME," 4,763.24 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697471,New Century Care (Finchley)," 4,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697472,ABBEY RAVENSCROFT PARK NURSING HOME," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697473,FOUR SEASONS HEALTH CARE," 3,681.80 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697474,LIFESTYLE CARE PLC," 3,055.32 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697475,ABBEY RAVENSCROFT PARK NURSING HOME," 4,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697476,BUPA NURSING HOMES LTD - ARKLEY," 3,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697480,APPLE TREE COURT CARE HOME," 4,763.24 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697482,BUPA NURSING HOMES LTD - ARKLEY," 4,116.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697483,SAGE NURSING HOME," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697485,ABBEY RAVENSCROFT PARK NURSING HOME," 4,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697486,FOUR SEASONS HEALTH CARE," 3,681.80 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697488,CEDARS NURSING HOME," 5,600.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697490,APPLE TREE COURT CARE HOME," 4,097.76 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697492,Lukka Care Homes (2010) Ltd," 4,800.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697496,BUPA NURSING HOMES LTD - ARKLEY," 3,098.28 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697497,CEDARS NURSING HOME," 5,600.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697498,ABBEY RAVENSCROFT PARK NURSING HOME," 5,200.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697501,Aarandale Manor Care Home," 6,000.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697503,FOUR SEASONS HEALTH CARE," 3,304.66 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697506,ABBEY RAVENSCROFT PARK NURSING HOME," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697507,BUPA NURSING HOMES LTD - ARKLEY," 3,600.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697508,SONESTA NURSING HOME LTD.," 2,906.84 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697509,ABBEY RAVENSCROFT PARK NURSING HOME," 5,200.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697510,BUPA NURSING HOMES LTD - ARKLEY," 5,291.40 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697511,JEWISH CARE," 3,140.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697514,BUPA NURSING HOMES LTD - ARKLEY," 3,600.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697515,APPLE TREE COURT CARE HOME," 25,171.95 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697517,LIFESTYLE CARE PLC," 10,148.03 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697519,APPLE TREE COURT CARE HOME," 4,400.00 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697520,FOUR SEASONS HEALTH CARE," 4,938.43 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697521,LIFESTYLE CARE PLC," 12,985.11 ",05/03/2024
Delivery Units,Adults and Health,Other Agencies - Third Party P,0090697530,CEDARS NURSING HOME," 4,016.00 ",05/03/2024
