Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,"Legal Services SMT and PMT		",Subscriptions - Associations,02/08/2023,5810308,"1,225.00",Lawyers in Local Government
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810027,"6,513.91",Leaders in Community
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,16/08/2023,5813253,"6,158.58",Limehouse Project
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,14/08/2023,5813254,"6,158.58",Limehouse Project
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,18/08/2023,5813690,500,Limehouse Project
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810028,"5,933.21",Limehouse Project
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810029,"16,765.00",Limehouse Project
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Democratic Services Team,Management & Admin Salaries - Pay & Oncost,16/08/2023,5813832,342,Section 40 FOIA
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Members Allowances/Facilities,Training Expenses - Staff External Training (UK Based),25/08/2023,5811333,"2,007.20",Local Government Information Unit
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810030,"14,247.00",London Tigers
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810032,"9,199.00",Magic Me
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/08/2023,5811568,850,McConnells (Midlands) Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,16/08/2023,5806397,296,Medialink World LTD
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,04/08/2023,5811349,475,Medical-Legal Appointments Limited
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Civic Mayor/Chair of Council,Room Hire,11/08/2023,5806857,423.75,Military Marketing International
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,18/08/2023,5814661,"2,800.00",MJV & Co Solicitors Ltd
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810033,"6,667.00",Mudchute Association
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810034,"6,507.00",Newham New Deal Partnership
Chief Executive�s Office,Planning Services,Planning Policy,Legal Planning Team,Services - Professional Fees - Legal Fees/Expenses,25/08/2023,5815735,"1,750.00",Old Square Chambers
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810035,"12,000.00",Osmani Trust
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810036,"11,985.14",Osmani Trust
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,04/08/2023,5811395,772,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,07/08/2023,5811863,668,P G ASHTON & SONS
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Chief Executives Office,Recruitment Agency Costs,09/08/2023,5805215,"2,780.00",Penna PLC
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Chief Executives Office,Recruitment Agency Costs,25/08/2023,5810513,"6,000.00",Penna PLC
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Chief Executives Office,Recruitment Agency Costs,25/08/2023,5810514,"4,333.00",Penna PLC
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Chief Executives Office,Recruitment Agency Costs,25/08/2023,5810515,"4,334.00",Penna PLC
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Strategic Communications,Training Expenses - Staff External Training (UK Based),23/08/2023,5815633,330,PRCA
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,25/08/2023,5811329,724.5,Precise Media Monitoring LTD
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,02/08/2023,5800954,597.35,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,02/08/2023,5800955,"2,350.00",Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,04/08/2023,5803208,"2,000.00",Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,04/08/2023,5803209,278,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,09/08/2023,5803982,861,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,30/08/2023,5809667,780,Promo2u Ltd
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810037,"20,830.00",Real DPO
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810038,"18,226.00",Real DPO
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810039,"15,622.00",Real DPO
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810040,"33,810.75",Real DPO
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810041,"28,980.65",Real DPO
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810042,"38,641.00",Real DPO
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,04/08/2023,5811374,425,Redfearn Experts Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,11/08/2023,5813222,750,Redfearn Experts Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,18/08/2023,5814660,"3,000.00",Resolute Legal Ltd
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,25/08/2023,5815712,"4,500.00",Resolute Legal Ltd
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Panel & Conference Expenses - Conference - UK Based,14/08/2023,5813179,"2,626.70",RICHARD PENN CONSULTANCY LTD
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Panel & Conference Expenses - Conference - UK Based,14/08/2023,5813179,"10,200.00",RICHARD PENN CONSULTANCY LTD
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Panel & Conference Expenses - Conference - UK Based,14/08/2023,5813179,"18,050.00",RICHARD PENN CONSULTANCY LTD
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Panel & Conference Expenses - Conference - UK Based,18/08/2023,5814876,"4,250.00",RICHARD PENN CONSULTANCY LTD
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Panel & Conference Expenses - Conference - UK Based,18/08/2023,5814876,"18,050.00",RICHARD PENN CONSULTANCY LTD
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,21/08/2023,5809254,"1,084.50",Ricoh UK
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,07/08/2023,5810502,690,SLS Print LTD
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810043,"5,099.00",Society Links
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810044,"1,932.50",Society Links
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810045,"2,934.21",Sporting Foundation
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810046,"18,933.00",St Giles Trust
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810047,"10,000.00",St Hilda's East Community Centre
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810048,"5,488.00",St Hilda's East Community Centre
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810049,"8,605.00",Streets of Growth
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,16/08/2023,5813651,450,THE 36 GROUP
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810051,"19,260.50",The Bromley by Bow Centre
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810052,"6,044.00",The Royal Society for Blind Children
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810053,"12,304.72",THE YARD THEATRE
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Voluntary Associations,04/08/2023,5810054,"86,667.00",TOWER HAMLETS COUNCIL FOR VOLUNTARY SERV
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810055,"16,667.00",TOWER HAMLETS FRIENDS AND NEIGHBOOURS
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810056,"13,805.00",Toynbee Hall
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,23/08/2023,5809604,"1,640.00",Tutaev Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,23/08/2023,5809605,540,Tutaev Design
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,30/08/2023,5811804,"5,000.00",Vallance Community Sports Association
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,25/08/2023,5815707,"1,250.00",VERSUS LAW SOLICITORS
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,09/08/2023,5804771,682.62,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,09/08/2023,5804773,930,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,11/08/2023,5805120,600,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,16/08/2023,5806901,360,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,25/08/2023,5810357,525,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Members Allowances/Facilities,Room Hire,09/08/2023,5810068,510,WAPPING BANGLADESH ASSOCIATION
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810057,"1,572.21",WAPPING BANGLADESH ASSOCIATION
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,04/08/2023,5810058,"6,426.05",Woman's trust
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Social Services Trust Fund,04/08/2023,5810059,"36,162.00",Working Well Trust
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,04/08/2023,5811393,250,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,04/08/2023,5811394,555,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,04/08/2023,5811396,475,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,09/08/2023,5811851,"1,350.00",4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,04/08/2023,5811346,"1,600.00",42 Bedford Row
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815437,"10,101.00",ABERTOTS PLAY
Children�s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,23/08/2023,5815518,"1,554.00",ABERTOTS PLAY
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815370,"5,439.00",ABERTOTS PLAY
Children�s Services,Education Services,Other Strategic Functions,Music Trading Account,Third Party Payments - Other Agencies,30/08/2023,5817607,"2,850.00",ABRSM
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,02/08/2023,5803561,"6,325.67",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,02/08/2023,5803562,"1,331.72",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,02/08/2023,5803563,"5,326.88",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,02/08/2023,5803564,"6,658.60",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,02/08/2023,5803565,"1,997.58",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,02/08/2023,5803566,"5,326.88",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,02/08/2023,5803567,"3,995.16",Academics ltd
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,23/08/2023,5815464,"8,547.00",Account 3 Ltd
Children�s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,23/08/2023,5815391,"8,547.00",Account 3 Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,18/08/2023,5807031,"4,101.92",Action for Children
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,18/08/2023,5809658,"4,317.99",Action for Children
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,23/08/2023,5809684,"3,520.67",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,23/08/2023,5809685,"3,343.66",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,23/08/2023,5809686,"3,520.67",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,23/08/2023,5809687,"5,646.34",Affinity Fostering Services Ltd
