Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Chief Executive’s Office,Central Services to the Public,Elections,Electoral Registration,Comms - Postages,22/12/2023,5860845,"4,236.08",Financial Data Management Ltd
Chief Executive’s Office,Central Services to the Public,Elections,Annual Canvass,Printing - External,01/12/2023,5852422,"10,251.62",Financial Data Management Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Services - Professional Fees - Consultants Fees,18/12/2023,5846891,350,Carmen Valino
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,20/12/2023,5848774,300,Carmen Valino
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,22/12/2023,5854824,724.5,Precise Media Monitoring LTD
Chief Executive’s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor’s Office,Panel & Conference Expenses - Conference - UK Based,11/12/2023,5853173,"1,560.00",Eleven Solutions London Limited
Chief Executive’s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor’s Office,Catering - Hospitality,04/12/2023,5852903,"1,000.00",Mosty Gaillard
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,"Legal Services SMT and PMT		",Subscriptions - Subscriptions to Associations,01/12/2023,5852590,"6,066.00",The Law Society
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,06/12/2023,5853382,750,Field Court Chambers  - Fees Account
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,20/12/2023,5858998,500,Field Court Chambers  - Fees Account
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,13/12/2023,5846330,630,Antony Hodari Holdings Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,06/12/2023,5849175,425,Redfearn Experts Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,01/12/2023,5850980,"2,500.00",Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,01/12/2023,5852882,500,Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,06/12/2023,5852895,"1,000.00",Five Paper Buildings
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,22/12/2023,5853169,"3,300.00",Barnes Solicitors LLP (Office Account)
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,05/12/2023,5853637,"2,000.00",Stone & Co. Solicitors (Consulenti Italiani Law Firm)
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,06/12/2023,5853638,"2,000.00",Stone & Co. Solicitors (Consulenti Italiani Law Firm)
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,06/12/2023,5854050,"1,760.00",Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,06/12/2023,5854051,"6,570.00",SLS Solicitors Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,06/12/2023,5854054,"18,500.00",Gough & Co Solicitors
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,08/12/2023,5854976,475,Five Paper Buildings
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,15/12/2023,5857135,"1,500.00",Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,22/12/2023,5858530,510,Redfearn Experts Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,15/12/2023,5858616,"6,750.00",Curae Solicitors Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,22/12/2023,5858617,250,Cerberus Law Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,15/12/2023,5858618,"7,141.40",Antony Hodari Holdings Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,15/12/2023,5858619,"6,000.00",Antony Hodari Holdings Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,15/12/2023,5858622,"1,000.00",Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive’s Office,Planning Services,Community Development,Match Funding Schemes,Education & Training - Non Staff Tuition Fees,15/12/2023,5855747,"3,600.00",Gemma Cossins
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,06/12/2023,5842969,570,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,04/12/2023,5843004,383.29,Printloft
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,06/12/2023,5844192,"1,462.00",Tutaev Design
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,08/12/2023,5844441,"1,330.00",Medialink World LTD
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,11/12/2023,5844649,358,Good Impressions
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,11/12/2023,5844650,"1,880.00",Good Impressions
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,11/12/2023,5844652,"1,275.00",Good Impressions
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,11/12/2023,5844657,276,Good Impressions
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,13/12/2023,5845103,265,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,15/12/2023,5846749,385,Visual Print and Design
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,15/12/2023,5846922,"1,640.00",Tutaev Design
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,20/12/2023,5848677,600,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/12/2023,5850346,"1,372.50",Cubiquity Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/12/2023,5852725,490,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/12/2023,5852726,270,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/12/2023,5852932,"1,715.00",Cubiquity Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/12/2023,5853102,361,Augustus Martin
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/12/2023,5853451,"2,655.00",Visual Print and Design
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/12/2023,5853454,818.03,Visual Print and Design
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,08/12/2023,5854676,326.88,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/12/2023,5855099,395,Financial Data Management Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/12/2023,5855684,"1,848.60",Financial Data Management Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/12/2023,5855685,"1,617.63",Financial Data Management Ltd
Children’s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,04/12/2023,5852890,700,4 Brick Court Chambers Management Limited
Children’s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,04/12/2023,5852891,825,4 Brick Court Chambers Management Limited
Children’s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,15/12/2023,5857133,555,4 Brick Court Chambers Management Limited
Children’s Services,Education Services,Other Strategic Functions,Music Trading Account,Music Charges - Musical Instruments Hire,08/12/2023,5855158,340,8va Limited
Children’s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Special Schools,Third Party Payments - SEN Placement Funding,22/12/2023,5853509,"87,409.67",ABBEY SCHOOL
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855554,"3,588.90",ABERTOTS PLAY
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/12/2023,5844112,"6,159.20",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/12/2023,5844113,"5,326.88",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/12/2023,5844114,"6,658.60",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/12/2023,5844115,"1,331.72",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/12/2023,5844116,"5,326.88",Academics ltd
Children’s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,06/12/2023,5844117,"3,995.16",Academics ltd
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855581,"8,052.60",Account 3 Ltd
Children’s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,01/12/2023,5850988,666,Account 3 Ltd
Children’s Services,Children's Social Care,Children's and Young People's Safety,Child Protection Mgt & Admin,Meeting Expenses,13/12/2023,5852689,300,Account 3 Ltd
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,20/12/2023,5848673,"3,969.60",Action for Children
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,20/12/2023,5848981,"4,178.70",Action for Children
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/12/2023,5852450,"3,407.10",Affinity Fostering Services Ltd
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/12/2023,5852451,"3,235.80",Affinity Fostering Services Ltd
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/12/2023,5852452,"3,407.10",Affinity Fostering Services Ltd
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/12/2023,5852453,"5,464.20",Affinity Fostering Services Ltd
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/12/2023,5852454,"3,407.10",Affinity Fostering Services Ltd
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/12/2023,5852455,"3,638.40",Affinity Fostering Services Ltd
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/12/2023,5854740,"5,785.80",Aim High Fostering Limited
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855555,"10,110.60",Allen Gardens Playgroup
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/12/2023,5849605,"1,692.92",Alpha Care Service Ltd
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,22/12/2023,5849605,"1,598.57",Alpha Care Service Ltd
Children’s Services,Education Services,Other Strategic Functions,Special Education Needs DSG,Third Party Payments - Individual Tuition,13/12/2023,5846728,"43,030.00",Anchor Teaching Ltd
Children’s Services,Children's Social Care,Children Looked After,Enrichment Projects,Computing - Purchase of Software,18/12/2023,5856024,"6,235.00",ANSPEAR LIMITED
Children’s Services,Children's Social Care,Family Support Services,CNN Pool: Joint Family Support,Social Care - Homecare,08/12/2023,5854582,"75,660.66",APASENTH
Children’s Services,Children's Social Care,Family Support Services,CNN Pool: Joint Family Support,Social Care - Homecare,08/12/2023,5855076,"63,184.26",APASENTH
Children’s Services,Children's Social Care,Family Support Services,CNN Pool: Joint Family Support,Social Care - Homecare,13/12/2023,5855667,"73,374.74",APASENTH
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,06/12/2023,5852717,"1,650.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,06/12/2023,5852718,"1,500.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,06/12/2023,5852719,"1,170.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,06/12/2023,5852720,"1,800.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,06/12/2023,5852721,"1,170.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,06/12/2023,5852722,"1,800.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,06/12/2023,5852723,"2,400.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,06/12/2023,5852724,"1,800.00",Apolonia Property Services (Exodus Housing)
Children’s Services,Children's Social Care,Commissioning and Social Work,Advice and Assessment Section 17,Childrens Act Section 17 - Other Placements Bed & Breakfast,18/12/2023,5858660,351,Apolonia Property Services (Exodus Housing)
Children’s Services,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,08/12/2023,5843752,"1,153.00",Architecture P L B
Children’s Services,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Other External Fees,22/12/2023,5855338,"1,000.00",Architecture P L B
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/12/2023,5850389,"20,079.67",Ascension Supported Living
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,08/12/2023,5850391,"4,992.85",Ascension Supported Living
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,08/12/2023,5850392,"5,159.28",Ascension Supported Living
Children’s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,18/12/2023,5850393,"4,992.85",Ascension Supported Living
Children’s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,18/12/2023,5850390,"3,516.67",Ascension Supported Living
Children’s Services,Children's Social Care,Children's and Young People's Safety,Early Help Central Team,Community Equipment  Supplies - Store Items,13/12/2023,5855362,"10,003.20",Asda Stores
Children’s Services,Children's Social Care,Children Looked After,S23-Resi-P&V/OLA-Child Home,Childrens Act Section 23 - Placement Fee,22/12/2023,5852754,"25,264.29",ASPRIS CHILDRENS SERVICES LTD
Children’s Services,Children's Social Care,Youth Justice,Young Tower Hamlets,Fixtures and Fitting - Repairs - General,22/12/2023,5855745,"10,000.00",Atlas Maintenance Services Ltd
Children’s Services,No Service Specified,No Division Specified,Conditions and Improvements - Cap,Building Works - Main Works,15/12/2023,5846791,"1,209.17",Atlas Maintenance Services Ltd
Children’s Services,No Service Specified,No Division Specified,Conditions and Improvements - Cap,Building Works - Main Works,15/12/2023,5846792,874.5,Atlas Maintenance Services Ltd
Children’s Services,No Service Specified,No Division Specified,Conditions and Improvements - Cap,Building Works - Main Works,20/12/2023,5849870,"3,355.70",Atlas Maintenance Services Ltd
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855556,"4,516.95",Avebury Playgroup
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855557,"6,094.20",Barkantine Community Nursery
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855611,537.6,Barkantine Community Nursery
Children’s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,01/12/2023,5850981,"1,110.00",Barkantine Community Nursery
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855559,"4,993.50",Barnardo's
Children’s Services,Children's Social Care,Children Looked After,C.B.C & Fam.Prev/Support-Mgmnt,Third Party Payments - Voluntary Associations,18/12/2023,5858640,"27,786.25",Barnardo's
Children’s Services,Children's Social Care,Children Looked After,C.B.C & Fam.Prev/Support-Mgmnt,Third Party Payments - Voluntary Associations,22/12/2023,5858641,"27,786.25",Barnardo's
Children’s Services,Children's Social Care,Children Looked After,C.B.C & Fam.Prev/Support-Mgmnt,Third Party Payments - Voluntary Associations,22/12/2023,5858642,"6,480.00",Barnardo's
Children’s Services,Children's Social Care,Children Looked After,C.B.C & Fam.Prev/Support-Mgmnt,Third Party Payments - Voluntary Associations,22/12/2023,5861308,"6,480.00",Barnardo's
Children’s Services,Children's Social Care,Children Looked After,C.B.C & Fam.Prev/Support-Mgmnt,Third Party Payments - Voluntary Associations,05/12/2023,5854673,"27,786.25",Barnardo's Services
Children’s Services,Children's Social Care,Children Looked After,C.B.C & Fam.Prev/Support-Mgmnt,Third Party Payments - Voluntary Associations,05/12/2023,5854674,"6,480.00",Barnardo's Services
Children’s Services,Education Services,Other Strategic Functions,Music Trading Account,Educational/Training Supplies - Arts & Crafts,01/12/2023,5842623,359,Beare and Son Ltd
Children’s Services,No Service Specified,No Division Specified,Conditions and Improvements - Cap,Building Works - Main Works,01/12/2023,5850976,"2,120.74",Beatrice Tate School
Children’s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,22/12/2023,5856206,"1,500.00",Beck Fitzgerald
Children’s Services,Education Services,Other Strategic Functions,Music Trading Account,Payments to Private Contractors - General Contractors,18/12/2023,5849650,375,Bethan Gill Music Education Consultancy
Children’s Services,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Internal Staff Capitalisations,15/12/2023,5856022,630,Bevan Brittan LLP Client Account
Children’s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Tools and Equipment - Purchase,08/12/2023,5854794,"4,260.00",BGL RIEBER LTD
Children’s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Further Education Colleges,Third Party Payments - SEN Placement Funding,20/12/2023,5849615,"13,542.34",Big Creative Education
Children’s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Further Education Colleges,Third Party Payments - SEN Placement Funding,20/12/2023,5849616,"13,542.33",Big Creative Education
Children’s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Special Schools,Third Party Payments - SEN Placement Funding,01/12/2023,5842580,"7,849.41",Blanche Neville School
Children’s Services,Education Services,Other Strategic Functions,High Needs Out Of Borough Academies & Free Schools,Third Party Payments - SEN Top Up Funding,15/12/2023,5845892,"52,008.49",Bobby Moore Academy
Children’s Services,Education Services,Early Years,3&4 Year Old Funding Schools,Third Party Payments - Payments to Schools,01/12/2023,5851321,"48,742.62",Boleyn Trust T/a Clara Grant Primary School
Children’s Services,Education Services,Other Strategic Functions,High Needs Academies & Free Schs,Third Party Payments - SEN Top Up Funding,01/12/2023,5851273,"85,389.25",Boleyn Trust T/a Clara Grant Primary School
Children’s Services,Education Services,Other Strategic Functions,High Needs Academies & Free Schs,Third Party Payments - SEN Top Up Funding,01/12/2023,5851300,"10,000.00",Boleyn Trust T/a Clara Grant Primary School
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855561,261.36,BRIGHT HORIZONS FAMILY SOLUTION
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855562,879.9,BRIGHT HORIZONS FAMILY SOLUTION
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855564,"1,866.90",BRIGHT HORIZONS FAMILY SOLUTION
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855573,"1,010.18",BRIGHT HORIZONS FAMILY SOLUTION
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855566,"8,377.80",Burdett Estate playgroup
Children’s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,01/12/2023,5850982,444,Burdett Estate playgroup
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855579,"2,472.36",Busy Bees Nurseries Limited
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855580,"1,762.64",Busy Bees Nurseries Limited
Children’s Services,Education Services,Early Years,SSEYCG Two Year Old Pilot,Third Party Payments - Voluntary Associations,01/12/2023,5850987,555,Busy Bees Nurseries Limited
Children’s Services,Education Services,Early Years,3&4 Year old PVI’s,Third Party Payments - Voluntary Associations,01/12/2023,5851012,"10,115.70",BUTTERCUP  NURSERY
Children’s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,01/12/2023,5851013,"2,709.00",BUTTERCUP  NURSERY
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855567,369.6,BUTTERCUP  NURSERY
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/12/2023,5853854,"5,766.62",By The Bridge Ltd
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/12/2023,5853855,"4,499.65",By The Bridge Ltd
Children’s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/12/2023,5853856,"4,711.38",By The Bridge Ltd
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Third Party Payments - Voluntary Associations,13/12/2023,5855568,"5,136.90",Calvary Poplar Preschool
Children’s Services,Education Services,Other Strategic Functions,Schools Finance Holding Account,Third Party Payments - Grant,01/12/2023,5851284,"17,075.50",Canary Wharf College
Children’s Services,Education Services,Other Strategic Functions,Schools Finance Holding Account,Third Party Payments - Grant,01/12/2023,5851285,"17,588.50",Canary Wharf College
Children’s Services,Education Services,Other Strategic Functions,Schools Finance Holding Account,Third Party Payments - Grant,01/12/2023,5851313,"7,308.00",Canary Wharf College
Children’s Services,Education Services,Secondary Schools,Trade Union Facilities,Income from Academies - General Fees and Charges,01/12/2023,5851296,"6,650.00",Canary Wharf College
Children’s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,22/12/2023,5854948,833.1,Cansford Laboratories Ltd
