Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Chief Executive�s Office,Central Services to the Public,Elections,Electoral Registration,Comms - Postages,01/11/2023,5840226,"5,970.12",Financial Data Management Ltd
Chief Executive�s Office,Central Services to the Public,Elections,Electoral Registration,Comms - Postages,01/11/2023,5840227,"2,718.74",Financial Data Management Ltd
Chief Executive�s Office,Central Services to the Public,Elections,Annual Canvass,Comms - Postages,08/11/2023,5840661,"40,977.55",Financial Data Management Ltd
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,08/11/2023,5842759,475,Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,10/11/2023,5843958,"1,150.00",Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5848828,600,Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5849182,"1,450.00",Five Paper Buildings
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5849187,520,Five Paper Buildings
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Tools and Equipment - Purchase,10/11/2023,5837713,416.14,G K Locksmiths Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,27/11/2023,5840676,"2,700.00",Good Impressions
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,24/11/2023,5848944,725,Housing Disrepair Surveys Ltd
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Members Allowances/Facilities,Training Expenses - Staff External Training (UK Based),24/11/2023,5840323,800,Improvement and Development Agency
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Panel & Conference Expenses - Conference - UK Based,24/11/2023,5848809,700,KAYD SOMALI ARTS & CULTURE
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Civic Mayor/Chair of Council,Services - Professional Fees - Miscellaneous,27/11/2023,5824319,"4,000.00",Kois Miah Photography
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,24/11/2023,5848958,420,Legal Surveyors UK Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,27/11/2023,5849589,315,Legal Surveyors UK Limited
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Chief Executives Office,Panel & Conference Expenses - Conference - UK Based,13/11/2023,5844348,495,Local Government Association
Chief Executive�s Office,Planning Services,Community Development,SIT - Strategy and Communities,Education & Training - Non Staff Tuition Fees,10/11/2023,5844004,"36,170.62",LONDON BOROUGH OF LEWISHAM
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,29/11/2023,5849985,"4,750.00",M&S Law Ltd
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Chief Executives Office,Training Expenses - Staff External Training (UK Based),10/11/2023,5842658,"2,400.00",S40 FOIA
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/11/2023,5845340,"9,371.50",NEWARK YOUTH LONDON
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/11/2023,5845341,"6,726.64",NEWARK YOUTH LONDON
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,15/11/2023,5837836,355,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,22/11/2023,5846712,708,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5848931,710,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5848932,786,P G ASHTON & SONS
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5849170,710,P G ASHTON & SONS
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,27/11/2023,5842149,724.5,Precise Media Monitoring LTD
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,08/11/2023,5835146,324.54,Printloft
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,08/11/2023,5835148,578,Printloft
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,01/11/2023,5830796,444,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,01/11/2023,5832086,442.5,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/11/2023,5837190,340,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/11/2023,5837191,324,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,17/11/2023,5837192,294.4,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/11/2023,5839586,331.25,Promo2u Ltd
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Democratic Services Team,Computing - Purchase of Hardware,22/11/2023,5839582,607.87,Public-i
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,03/11/2023,5841315,750,Redfearn Experts Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,22/11/2023,5846337,375,Redfearn Experts Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5848929,750,Redfearn Experts Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5848945,750,Redfearn Experts Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5848946,750,Redfearn Experts Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,29/11/2023,5849989,750,Redfearn Experts Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,29/11/2023,5849996,750,Redfearn Experts Limited
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,10/11/2023,5843979,"7,650.00",Resolute Legal Ltd
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Panel & Conference Expenses - Conference - UK Based,13/11/2023,5844435,"13,981.40",RICHARD PENN CONSULTANCY LTD
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Panel & Conference Expenses - Conference - UK Based,13/11/2023,5844436,"15,554.40",RICHARD PENN CONSULTANCY LTD
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Panel & Conference Expenses - Conference - UK Based,13/11/2023,5844437,"17,298.50",RICHARD PENN CONSULTANCY LTD
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,20/11/2023,5839568,"4,007.00",Ricoh UK
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5849149,"1,500.00",Satchell Moran Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,22/11/2023,5846339,"1,596.00",Shergroup Ltd
Chief Executive�s Office,Planning Services,Community Development,Emergency Fund,Third Party Payments - Voluntary Associations,17/11/2023,5845345,"9,069.50",SISTERS IN BUSINESS
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/11/2023,5845342,"4,855.00",Stifford Centre
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/11/2023,5845343,"26,676.00",Stifford Centre
Chief Executive�s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,17/11/2023,5845344,"10,125.50",Stifford Centre
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Services - Professional Fees - Translation Fees,13/11/2023,5836685,621.53,Thebigword Interpreting Services Limited
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,01/11/2023,5832762,496,Tutaev Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/11/2023,5839670,745,Tutaev Design
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5848927,"3,000.00",Universa Law Ltd Solicitors
Chief Executive�s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,29/11/2023,5849984,"4,000.00",VERSUS LAW SOLICITORS
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,15/11/2023,5836673,550,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,15/11/2023,5836674,275,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,15/11/2023,5836675,875,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/11/2023,5839995,660,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,22/11/2023,5839997,330,Visual Print and Design
Chief Executive�s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor�s Office,Catering - Hospitality,24/11/2023,5846703,810,Wildsuga
Chief Executive�s Office,Planning Services,Community Development,Match Funding Schemes,Third Party Payments - Voluntary Associations,10/11/2023,5835110,"5,000.00",Women�s Inclusive Team
Chief Executive�s Office,Planning Services,Community Development,Healthwatch UK,Third Party Payments - Voluntary Associations,08/11/2023,5834599,990,XMA Ltd
Chief Executive�s Office,Planning Services,Community Development,Healthwatch UK,Third Party Payments - Voluntary Associations,08/11/2023,5834600,495,XMA Ltd
Chief Executive�s Office,Planning Services,Community Development,Healthwatch UK,Third Party Payments - Voluntary Associations,08/11/2023,5830904,"37,491.30",YOUR VOICE IN HEALTH & SOCIAL CARE
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,17/11/2023,5846356,700,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5848822,437.5,4 Brick Court Chambers Management Limited
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5848824,775,4 Brick Court Chambers Management Limited
Children�s Services,Education Services,Other Strategic Functions,Special Education Needs GF,Services - Professional Fees - Legal Fees/Expenses,27/11/2023,5848821,"1,800.00",42 Bedford Row
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,01/11/2023,5840199,650,42 Bedford Row
Children�s Services,Children's Social Care,Family Support Services,Eva Armsby Family Centre,Services - Professional Fees - Legal Fees/Expenses,24/11/2023,5849156,950,42 Bedford Row
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,01/11/2023,5832711,"5,326.88",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,01/11/2023,5832712,"5,326.88",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,01/11/2023,5832713,"6,658.60",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,01/11/2023,5832714,"1,331.72",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,01/11/2023,5832715,"5,659.81",Academics ltd
Children�s Services,Children's Social Care,Children Looked After,Virtual School PPG,Agency Staff - Associations,01/11/2023,5832716,"3,995.16",Academics ltd
Children�s Services,Education Services,Services to Young People and Other Community Learners,Further and Higher Education,Education Trust - Grant,01/11/2023,5835091,"21,000.00",Account 3 Ltd
Children�s Services,Education Services,Services to Young People and Other Community Learners,Further and Higher Education,Education Trust - Grant,01/11/2023,5835092,"19,600.00",Account 3 Ltd
Children�s Services,Education Services,Services to Young People and Other Community Learners,Further and Higher Education,Education Trust - Grant,15/11/2023,5841618,"13,200.00",Account 3 Ltd
Children�s Services,Education Services,Services to Young People and Other Community Learners,Further and Higher Education,Education Trust - Grant,15/11/2023,5841619,"11,400.00",Account 3 Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/11/2023,5839583,"4,317.99",Action for Children
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/11/2023,5839584,"4,101.92",Action for Children
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/11/2023,5839964,"3,520.67",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/11/2023,5839965,"3,343.66",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/11/2023,5839966,"3,520.67",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/11/2023,5839967,"5,646.34",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/11/2023,5839968,"3,520.67",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,22/11/2023,5839969,"3,759.68",Affinity Fostering Services Ltd
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,29/11/2023,5843011,"5,785.80",Aim High Fostering Limited
Children�s Services,Children's Social Care,Children's and Young People's Safety,"North East Birth to 19 Family Support		",Catering - Hospitality,15/11/2023,5836731,375,All Seasons Foods
Children�s Services,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,24/11/2023,5848845,"1,123.04",Allen Gardens Playgroup
Children�s Services,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,24/11/2023,5848846,"1,123.04",Allen Gardens Playgroup
Children�s Services,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,24/11/2023,5848847,"1,123.04",Allen Gardens Playgroup
Children�s Services,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,24/11/2023,5848848,"1,123.04",Allen Gardens Playgroup
Children�s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Expert Assessmt/Witness Costs,13/11/2023,5844037,355,Alpha Biolaboratories Legal Limited
Children�s Services,Children's Social Care,Service Strategy,FSP Sect 17 - Team 1,Childrens Act Section 17 - Expert Assessmt/Witness Costs,15/11/2023,5844374,365,Alpha Biolaboratories Legal Limited
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supp Accom/Hous Rents,22/11/2023,5838979,"1,586.66",Alpha Care Service Ltd
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,22/11/2023,5838979,"1,651.85",Alpha Care Service Ltd
Children�s Services,Education Services,Other Strategic Functions,Special Education Needs DSG,Third Party Payments - Individual Tuition,13/11/2023,5836650,"35,280.00",Anchor Teaching Ltd
Children�s Services,Children's Social Care,Family Support Services,CNN Pool: Joint Family Support,Social Care - Homecare,03/11/2023,5841875,"65,019.59",APASENTH
Children�s Services,Children's Social Care,Family Support Services,CNN Pool: Joint Family Support,Social Care - Homecare,03/11/2023,5841876,"63,676.06",APASENTH
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/11/2023,5841639,"1,705.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/11/2023,5841640,"1,550.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/11/2023,5841641,"1,209.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/11/2023,5841642,"1,860.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/11/2023,5841643,"1,209.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/11/2023,5841644,"2,480.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/11/2023,5841645,"1,860.00",Apolonia Property Services (Exodus Housing)
Children�s Services,Children's Social Care,Family Support Services,IPST S17 NRPF,Childrens Act Section 17 - Other Placements Bed & Breakfast,08/11/2023,5841646,960,Apolonia Property Services (Exodus Housing)
Children�s Services,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Other External Fees,27/11/2023,5844043,"1,000.00",Architecture P L B
Children�s Services,Education Services,Other Strategic Functions,Schools Library,Books - General Purchases,01/11/2023,5832929,"4,920.00",ARTEFACTS TO ORDER
Children�s Services,Education Services,Other Strategic Functions,Schools Library,Education & Training - Non Staff Tuition Fees,10/11/2023,5835445,600,Ascel
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,10/11/2023,5830150,"2,496.42",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,S23-Other-Semi-Ind. Unit,Childrens Act Section 23 - Placement Fee,17/11/2023,5837709,"20,749.33",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,17/11/2023,5839613,"3,638.16",Ascension Supported Living
Children�s Services,Children's Social Care,Children Looked After,LCS/Allowances-Accom,Leaving Care Financial Assistance - Supported Living,27/11/2023,5842665,"6,864.26",Atlantic Lodge
Children�s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,17/11/2023,5843049,"25,000.00",Atlas Maintenance Services Ltd
Children�s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,20/11/2023,5843050,"4,692.00",Atlas Maintenance Services Ltd
Children�s Services,Education Services,Other Strategic Functions,Music Trading Account,Third Party Payments - Voluntary Associations,29/11/2023,5841649,500,Auto Italia South East
Children�s Services,Education Services,Early Years,Private Voluntary & Independant Extended Funding Hours,Third Party Payments - Voluntary Associations,01/11/2023,5840448,"3,436.50",Barkantine Community Nursery
Children�s Services,Education Services,Early Years,SSEYCG Inclusion,Third Party Payments - Voluntary Associations,24/11/2023,5848849,"2,246.08",Barkantine Community Nursery
Children�s Services,Children's Social Care,Support Service and Management Costs,Schools Catering,Social Care - Nursing Care,17/11/2023,5845246,"9,508.00",Barts Health NHS Trust
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,15/11/2023,5844686,"5,292.01",Be My Family Fostering Agency
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,17/11/2023,5844687,"5,121.30",Be My Family Fostering Agency
Children�s Services,Children's Social Care,Children Looked After,S23 Fam Pl P&V-F/Care,Childrens Act Section 23 - Placement Fee,17/11/2023,5844688,"5,292.01",Be My Family Fostering Agency
Children�s Services,Children's Social Care,Service Strategy,Child Care M & A,Services - Professional Fees - Legal Fees/Expenses,27/11/2023,5835062,840,Beck Fitzgerald
Children�s Services,Education Services,Early Years,3&4 Year old PVI�s,Third Party Payments - Voluntary Associations,01/11/2023,5840449,"2,404.50",Bethnal Green Montessuri Nursery
Children�s Services,Education Services,Services to Young People and Other Community Learners,Further and Higher Education,Education Trust - Grant,01/11/2023,5834683,"4,500.00",Birkbeck university Of London
Children�s Services,Education Services,Services to Young People and Other Community Learners,Further and Higher Education,Education Trust - Grant,01/11/2023,5834684,"2,250.00",Birkbeck university Of London
