Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807508,"2,472.78",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807516,"1,692.29",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807517,"1,732.23",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807525,"1,007.72",D D PAYROLL SERVICES
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807530,"1,071.50",D D PAYROLL SERVICES
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807632,961.62,D D PAYROLL SERVICES
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807649,"1,112.19",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807685,607.20,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807695,"2,177.66",D D PAYROLL SERVICES
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807704,"1,232.20",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807711,275.90,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807718,500.03,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807762,"1,467.09",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807765,750.06,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807775,"1,857.26",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807776,"1,571.53",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807784,"1,375.07",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807789,"1,660.81",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807834,857.20,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807835,321.47,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807843,446.80,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807870,"1,017.90",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807879,322.93,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5807885,"3,279.44",D D PAYROLL SERVICES
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808009,"1,392.97",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808011,571.47,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808016,747.32,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808018,"5,824.95",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808020,"1,924.84",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808022,428.59,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808023,"1,392.97",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808128,750.06,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808132,678.64,D D PAYROLL SERVICES
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808137,791.69,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808146,"5,837.04",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808156,"1,485.97",D D PAYROLL SERVICES
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808167,553.61,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808176,"3,625.23",D D PAYROLL SERVICES
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808190,"2,878.80",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808193,428.59,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808195,"1,054.98",Barrie Bookkeeping & Payroll Solutions Limited
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808196,428.59,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808215,910.78,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808226,"1,943.92",D D PAYROLL SERVICES
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Direct Payments,26/07/2023,5808268,551.80,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Home Care (Short Term),05/07/2023,5801378,"10,200.00",Supporting Care North East Branch
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Home Care (Short Term),07/07/2023,5803058,"4,725.00",City Care Agency Ltd
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Home Care (Short Term),07/07/2023,5803140,"3,896.40",Supporting Care North East Branch
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Home Care (Short Term),12/07/2023,5803835,575.00,Supporting Care
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Home Care (Short Term),19/07/2023,5805596,846.00,Focus Care Link Ltd
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Home Care (Short Term),19/07/2023,5805605,940.00,Paradise Home Care Services Limited
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Home Care (Short Term),26/07/2023,5807219,892.52,City Care Agency Ltd
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Home Care (Short Term),26/07/2023,5807563,427.50,Paradise Home Care Services Limited
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Home Care (Short Term),26/07/2023,5807566,"1,920.00",Paradise Home Care Services Limited
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Supported Living,07/07/2023,5803152,"4,791.30",Oaklodge Supporting Living Limited
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - Supported Living,19/07/2023,5805566,"6,835.71",Akos Care
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Social Care - No Recourse to Public Funds,26/07/2023,5808161,331.34,London Borough of Tower Hamlets  - Adult NRPF
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Client Contributions for Social Care - Non-Residential Contributions,26/07/2023,5807361,-382.09,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages SW Team - PS,Client Contributions for Social Care - Non-Residential Contributions,26/07/2023,5807425,-254.56,D D PAYROLL SERVICES
Health Adults and Community,Adult Social Care,Sensory Support - older people (65+),"Generic Care Packages SW Team -SS		",Social Care - Direct Payments,26/07/2023,5808252,803.61,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Sensory Support - older people (65+),"Generic Care Packages SW Team -SS		",Social Care - Direct Payments,26/07/2023,5808270,589.67,Barrie Bookkeeping & Payroll Solutions Limited
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Nursing Care,26/07/2023,5807385,"3,391.44",Hamberley Care 1 Ltd (Hawthorn Green)
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Residential Care,07/07/2023,5803028,"3,565.72",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Residential Care,07/07/2023,5803121,"3,565.72",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Residential Care,07/07/2023,5803122,"3,565.72",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Residential Care,07/07/2023,5803131,"3,565.72",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Residential Care,26/07/2023,5807294,"3,684.57",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Residential Care,26/07/2023,5807314,"3,684.57",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Residential Care,26/07/2023,5807325,"3,684.57",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Residential Care,26/07/2023,5807913,"4,207.14",PARK VIEW CARE HOME
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Residential Care,26/07/2023,5807954,"3,684.57",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Residential Care,26/07/2023,5807982,"3,684.57",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - older people (65+),Generic Care Packages SW Team-SMC,Social Care - Direct Payments,26/07/2023,5807701,"1,591.01",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Social Support - Asylum Seeker Support,SW Team AS - Generic Care Packages,Social Care - Prevention & Support,07/07/2023,5803108,944.76,Circle Housing - C33
Health Adults and Community,Adult Social Care,Social Support - Support for Carer,Generic Care Packages SW Team -SC,Social Care - Direct Payments,26/07/2023,5807723,428.59,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Social Support - Support for Carer,Generic Care Packages SW Team -SC,Social Care - Direct Payments,26/07/2023,5808037,375.01,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Social Support - Support for Carer,Generic Care Packages SW Team -SC,Social Care - Direct Payments,26/07/2023,5808117,571.16,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Social Support - Support for Carer,Generic Care Packages SW Team -SC,Social Care - Direct Payments,26/07/2023,5808257,"1,639.99",Barrie Bookkeeping & Payroll Solutions Limited
Health Adults and Community,Adult Social Care,Social Support - Substance Misuse Support,Generic Care Packages SW Team -SM,Social Care - Residential Care,07/07/2023,5803081,"3,565.72",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Social Support - Substance Misuse Support,Generic Care Packages SW Team -SM,Social Care - Residential Care,26/07/2023,5807593,"3,684.57",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Social Support - Social Isolation,Generic Care Packages SW Team -SI,Social Care - Nursing Care,21/07/2023,5803799,"4,800.00",Moreland House Care Home
Health Adults and Community,Adult Social Care,Social Support - Social Isolation,Generic Care Packages SW Team -SI,Social Care - Nursing Care,21/07/2023,5803827,"10,114.29",Moreland House Care Home
Health Adults and Community,Adult Social Care,Social Support - Social Isolation,Generic Care Packages SW Team -SI,Social Care - Nursing Care,21/07/2023,5803853,"2,742.86",Moreland House Care Home
Health Adults and Community,Adult Social Care,Social Support - Social Isolation,Generic Care Packages SW Team -SI,Social Care - Nursing Care,21/07/2023,5803898,"5,142.86",Moreland House Care Home
Health Adults and Community,Adult Social Care,Social Support - Social Isolation,Generic Care Packages SW Team -SI,Social Care - Homecare,07/07/2023,5803113,399.01,City Care Agency Ltd
Health Adults and Community,Adult Social Care,Social Support - Social Isolation,Generic Care Packages SW Team -SI,Social Care - Direct Payments,26/07/2023,5807713,"1,122.99",DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Services - Professional Fees - Legal Fees/Expenses,03/07/2023,5800869,650.00,Cornerstone Barristers
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Nursing Care,19/07/2023,5805558,"8,800.00",ASHBROOK NURSING HOME
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Nursing Care,26/07/2023,5807363,"3,188.57",H-C ONE LTD - TOWER BRIDGE
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,05/07/2023,5801316,"2,914.29",Penerley Lodge Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,07/07/2023,5803022,"4,652.75",L&Q Living Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,07/07/2023,5803024,"5,150.27",APPROACH LODGE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,07/07/2023,5803025,"5,015.78",APPROACH LODGE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,07/07/2023,5803078,"3,565.72",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,07/07/2023,5803137,"3,565.72",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807218,"5,142.86",CLANDON HOUSE
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807232,"3,487.50",SHANTI HEALTHCARE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807256,"3,077.86",Lyncroft House Forest Residential Care Homes Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807258,"6,341.98",THE REGARD PARTNERSHIP
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807278,"3,684.57",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807282,"3,952.50",SHANTI HEALTHCARE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807298,"3,794.75",SHANTI HEALTHCARE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807311,"3,801.93",CLANDON HOUSE
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807312,"3,622.48",SHANTI HEALTHCARE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807316,"4,278.00",SHANTI HEALTHCARE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807329,"3,720.00",SHANTI HEALTHCARE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807389,961.87,Churchill House Care Home Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807572,"3,400.00",Penerley Lodge Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807605,"3,684.57",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807740,"3,861.71",Lyncroft House Forest Residential Care Homes Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807741,"3,684.57",Lyncroft House Forest Residential Care Homes Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807941,"3,684.57",Lyncroft House Forest Residential Care Homes Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807950,"5,321.95",APPROACH LODGE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807951,"5,182.98",APPROACH LODGE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807961,"4,807.83",L&Q Living Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Residential Care,26/07/2023,5807969,"3,487.50",SHANTI HEALTHCARE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Respite Care,12/07/2023,5803862,"4,650.00",Aspray House Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Respite Care,26/07/2023,5807388,"2,557.50",HAROLD LODGE
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Day Care,05/07/2023,5801346,936.00,Community Believe
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Day Care,12/07/2023,5803802,"1,014.00",Community Believe
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Day Care,12/07/2023,5803803,876.00,Community Believe
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Day Care,14/07/2023,5804935,966.00,Community Believe
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Day Care,21/07/2023,5805637,"1,105.00",CORE ARTS LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Day Care,21/07/2023,5805639,300.00,CORE ARTS LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Day Care,21/07/2023,5805712,"1,300.00",CORE ARTS LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Homecare,07/07/2023,5803146,"2,709.00",City Care Agency Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Homecare,12/07/2023,5803838,"1,820.00",REMARK!  LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Homecare,19/07/2023,5805545,"6,444.86",APASENTH
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Homecare,19/07/2023,5805553,"6,202.01",MiHomecare Limited
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Homecare,19/07/2023,5805656,"3,578.83",CARE SOLUTION BUREAU
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Homecare,19/07/2023,5805665,"1,010.88",Excelcare (Home Care Division) LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Homecare,19/07/2023,5805668,622.81,Diversity Health and Social Care LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Homecare,26/07/2023,5807755,"6,945.76",Ashton Care Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Prevention & Support,14/07/2023,5804911,"1,350.00",Osiq Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Prevention & Support,26/07/2023,5807745,597.77,LONDON & QUADRANT HOUSING TRUST
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Prevention & Support,26/07/2023,5807917,"2,250.00",Citystay Hotel Limited
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Prevention & Support,26/07/2023,5808001,"2,325.00",SHANTI HEALTHCARE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Direct Payments,26/07/2023,5807648,263.55,DH TOWER HAMLETS
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,05/07/2023,5801345,"3,285.00",SHANTI HEALTHCARE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,07/07/2023,5803116,"4,000.00",Fematec Care Support Services Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,07/07/2023,5803158,"3,085.71",SUPPORTED LIVING SERVICES
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,19/07/2023,5805502,"3,695.10",ANGEL SUPPORT LIVING LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,19/07/2023,5805563,"7,646.35",ANGEL SUPPORT LIVING LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,19/07/2023,5805629,"5,168.00",Fematec Care Support Services Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,26/07/2023,5807216,"3,857.14",CLANDON HOUSE
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,26/07/2023,5807343,"2,557.50",HAROLD LODGE
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,26/07/2023,5807746,"4,207.14",LEYTON HOUSE COMMUNITY CARE
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,28/07/2023,5809227,"5,165.00",ST MARTIN OF TOURS HOUSING ASSOCIATION
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,28/07/2023,5809229,"3,444.00",Forward Community Care Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - Supported Living,28/07/2023,5809245,"3,800.00",Forward Community Care Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bethnal Green,Social Care - No Recourse to Public Funds,12/07/2023,5803910,257.14,London Borough of Tower Hamlets  - Adult NRPF
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bow / Poplar North,Social Care - Residential Care,07/07/2023,5798059,"-9,460.57",L&Q Living Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bow / Poplar North,Social Care - Residential Care,05/07/2023,5801300,"3,728.57",Globe Court Care Home
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bow / Poplar North,Social Care - Residential Care,07/07/2023,5803029,"4,652.75",L&Q Living Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bow / Poplar North,Social Care - Residential Care,07/07/2023,5803119,"4,804.07",APPROACH LODGE LTD
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bow / Poplar North,Social Care - Residential Care,07/07/2023,5803128,"4,652.75",L&Q Living Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bow / Poplar North,Social Care - Residential Care,07/07/2023,5803133,"4,652.75",L&Q Living Ltd
Health Adults and Community,Adult Social Care,Mental Health Support - adults (18-64),Cmht Bow / Poplar North,Social Care - Residential Care,26/07/2023,5807228,"4,807.83",L&Q Living Ltd
