Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Chief Executive’s Office,Corporate & Democratic Core,Democratic Representation & Management,Community Grant,Third Party Payments - Voluntary Associations,28/02/2024,5880767,400,Limehouse Project
Chief Executive’s Office,Corporate & Democratic Core,Democratic Representation & Management,Members Allowances/Facilities,Training Expenses - Staff External Training (UK Based),07/02/2024,5870733,"1,030.95",Local Government Information Unit
Chief Executive’s Office,Corporate & Democratic Core,Democratic Representation & Management,Members Allowances/Facilities,Room Hire,14/02/2024,5875501,750,WAPPING BANGLADESH ASSOCIATION
Chief Executive’s Office,Central Services to the Public,Elections,Annual Canvass,Third Party Payments - External,09/02/2024,5868299,"4,572.35",Civica Election Services Limited
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,28/02/2024,5873770,724.5,Precise Media Monitoring LTD
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Corporate Campaigns,Communications,26/02/2024,5879400,"1,685.00",Marcos Bevilacqua Photography
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Strategic Communications,Subscriptions - Associations,28/02/2024,5880456,"3,000.00",PRCA
Chief Executive’s Office,Planning Services,Community Development,Healthwatch UK,Third Party Payments - Voluntary Associations,28/02/2024,5873333,"6,000.00",Vallance Community Sports Association
Chief Executive’s Office,Planning Services,Community Development,Healthwatch UK,Third Party Payments - Voluntary Associations,28/02/2024,5873357,"37,491.30",YOUR VOICE IN HEALTH & SOCIAL CARE
Chief Executive’s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor’s Office,Panel & Conference Expenses - Conference - UK Based,16/02/2024,5877314,250,The Glass Is Half Full
Chief Executive’s Office,Corporate & Democratic Core,Democratic Representation & Management,Mayor’s Office,Panel & Conference Expenses - Conference - UK Based,28/02/2024,5878079,"1,200.00",Women’s Inclusive Team
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,"Legal Services SMT and PMT		",Training Expenses - Staff External Training (UK Based),16/02/2024,5877450,"1,490.00",UNIVERSITY OF LAW
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,"Legal Services SMT and PMT		",Services - Professional Fees - Legal Fees/Expenses,23/02/2024,5880410,259.39,XMA Ltd
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,07/02/2024,5874666,500,Field Court Chambers  - Fees Account
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Counsel's Fees,26/02/2024,5880720,725,Housing Disrepair Surveys Ltd
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,02/02/2024,5873524,480,Five Paper Buildings
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,07/02/2024,5873862,"1,310.00",Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,07/02/2024,5874675,750,Redfearn Experts Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,07/02/2024,5874677,255,Cerberus Law Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,19/02/2024,5874680,750,Redfearn Experts Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,07/02/2024,5874682,250,THE 36 GROUP
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,14/02/2024,5876125,"1,300.00",Angelus Law
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,14/02/2024,5876126,"6,700.00",Bond Turner Solicitors
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,14/02/2024,5876127,"2,500.00",FDM SOLICITORS
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,14/02/2024,5876135,425,Redfearn Experts Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,14/02/2024,5876137,425,Redfearn Experts Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,14/02/2024,5876141,250,Cerberus Law Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,14/02/2024,5876142,337.5,Cerberus Law Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,14/02/2024,5876145,487.5,Cerberus Law Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,21/02/2024,5876547,750,Redfearn Experts Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,16/02/2024,5877595,350,Field Court Chambers  - Fees Account
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,16/02/2024,5877613,"3,854.17",Coupland Cavendish t/a Gowing Law Solicitors
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,16/02/2024,5877660,"2,840.00",Antony Hodari Holdings Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,23/02/2024,5877682,"4,250.00",McDermott Smith Law Ltd
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,23/02/2024,5880670,853.7,Mike Foster Consulting Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,23/02/2024,5880710,380,MJV & Co Solicitors Ltd
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,26/02/2024,5880722,750,Redfearn Experts Limited
Chief Executive’s Office,General Fund/Council Fund,Housing Strategy,Housing Services,Services - Professional Fees - Legal Fees/Expenses,26/02/2024,5880725,750,Redfearn Experts Limited
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873472,"4,167.00",Shadwell Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873473,"6,250.00",Shadwell Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873474,"120,000.00",East End Citizens Advice Bureau
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873475,"180,000.00",East End Citizens Advice Bureau
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873476,"11,667.00",WAPPING BANGLADESH ASSOCIATION
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873477,"17,500.00",WAPPING BANGLADESH ASSOCIATION
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873478,"5,000.00",Deaf Plus London
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873479,"7,500.00",Deaf Plus London
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873480,"4,167.00",Lifeline Community Projects
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873481,"6,250.00",Lifeline Community Projects
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873482,"4,833.00",Stifford Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873483,"7,250.00",Stifford Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873484,"4,167.00",Limehouse Project
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873485,"3,333.00",Osmani Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873486,"5,000.00",Osmani Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873487,"4,167.00",Providence Row Charity
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873488,"6,250.00",Providence Row Charity
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873489,"4,167.00",Tower Hamlets Youth Sport Foundation
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873490,"6,250.00",Tower Hamlets Youth Sport Foundation
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873491,"4,167.00",St Hilda's East Community Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873492,"6,250.00",St Hilda's East Community Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873493,"4,167.00",TOWER HAMLETS FRIENDS AND NEIGHBOOURS
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873494,"6,250.00",TOWER HAMLETS FRIENDS AND NEIGHBOOURS
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873495,"4,167.00",East London Advanced Technology Training
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873496,"6,250.00",East London Advanced Technology Training
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873497,"6,667.00",Osmani Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873498,"10,000.00",Osmani Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873499,"3,333.00",Shadwell Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,02/02/2024,5873500,"5,000.00",Shadwell Trust
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875735,"4,167.00",Vallance Community Sports Association
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875736,"6,250.00",Vallance Community Sports Association
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875737,"3,333.00",Bangladesh Youth Movement
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875738,"5,000.00",Bangladesh Youth Movement
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875739,"3,333.00",Streets of Growth
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875740,"5,000.00",Streets of Growth
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875741,"4,158.00",SOCIAL ACTION FOR HEALTH
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875742,"6,236.23",SOCIAL ACTION FOR HEALTH
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875743,"2,704.02",Positive East
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875744,"4,055.46",Positive East
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875745,"4,167.00",Island House Community Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875746,"6,250.00",Island House Community Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875747,"3,333.00",Circle Community Ltd
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875748,"5,000.00",Circle Community Ltd
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875749,"3,333.00",Ashaadibi Education and Cultural Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875750,"5,000.00",Ashaadibi Education and Cultural Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875751,"3,333.00",Leaders in Community
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875752,"5,000.00",Leaders in Community
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,09/02/2024,5875753,"6,250.00",Limehouse Project
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877623,"2,000.00",Tower Hamlets Parents Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877624,"3,000.00",Tower Hamlets Parents Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877625,"4,167.00",STEPNEY COMMUNITY TRUST (FORMALLY ST MARY'S CENTRE)
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877626,"6,250.00",STEPNEY COMMUNITY TRUST (FORMALLY ST MARY'S CENTRE)
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877627,"4,167.00",SOMALI SENIOR CITIZENS CLUB
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877628,"6,250.00",SOMALI SENIOR CITIZENS CLUB
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877629,"5,000.00",Society Links
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877630,"7,500.00",Society Links
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877631,"4,167.00",Society Links
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877632,"6,250.00",Society Links
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877633,"4,167.00",Quaker Social Action
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877634,"6,250.00",Quaker Social Action
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877635,"3,333.00",FOUR CORNERS LTD
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877636,"5,000.00",FOUR CORNERS LTD
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877637,"3,333.00",FOUR CORNERS LTD
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877638,"5,000.00",FOUR CORNERS LTD
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877639,"3,333.00",Ashaadibi Education and Cultural Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877640,"5,000.00",Ashaadibi Education and Cultural Centre
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877641,"3,333.00",Account 3 Ltd
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,16/02/2024,5877642,"5,000.00",Account 3 Ltd
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880674,"4,167.00",Glamis adventure playground
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880675,"6,250.00",Glamis adventure playground
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880676,"3,333.00",Mind in Tower Hamlets and Newham
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880677,"5,000.00",Mind in Tower Hamlets and Newham
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880678,"6,667.00",Society Links
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880679,"10,000.00",Society Links
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880680,"3,333.00",Ocean Youth Connexions
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880681,"5,000.00",Ocean Youth Connexions
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880682,"4,167.00",ENGLISH NATIONAL BALLET LTD
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880683,"6,250.00",ENGLISH NATIONAL BALLET LTD
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880684,"2,500.00",Bromley By Bow Community Organisation
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880685,"3,750.00",Bromley By Bow Community Organisation
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880686,"6,667.00",Step Forward (Tower Hamlets)
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880687,"10,000.00",Step Forward (Tower Hamlets)
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880688,"4,167.00",Toynbee Hall
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880689,"6,250.00",Toynbee Hall
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880690,"4,167.00",CARERS CENTRE TOWER HAMLETS
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880691,"6,250.00",CARERS CENTRE TOWER HAMLETS
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880692,"4,167.00",CANAAN PROJECT
Chief Executive’s Office,Planning Services,Community Development,Ch Exec Mainstream Grants,Third Party Payments - Other Establishments,23/02/2024,5880693,"6,250.00",CANAAN PROJECT
Chief Executive’s Office,Planning Services,Community Development,Match Funding Schemes,Audio/Video Supplies,12/02/2024,5869490,"2,785.00",PSA AUDIO VISUAL LTD
Chief Executive’s Office,Planning Services,Community Development,Match Funding Schemes,Third Party Payments - Voluntary Associations,09/02/2024,5875531,"6,946.87",Stifford Centre
Chief Executive’s Office,Planning Services,Community Development,Match Funding Schemes,Third Party Payments - Voluntary Associations,09/02/2024,5875532,"2,572.91",Stifford Centre
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,14/02/2024,5867254,294.4,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,12/02/2024,5868024,819,Printloft
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,16/02/2024,5868315,525,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,19/02/2024,5868858,"1,195.00",Medialink World LTD
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,23/02/2024,5870225,530,Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,23/02/2024,5870663,"2,707.00",Cubiquity Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,28/02/2024,5871544,"3,970.46",Cubiquity Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,21/02/2024,5872864,"1,890.00",Promo2u Ltd
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,28/02/2024,5873312,427.62,Printloft
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,26/02/2024,5873393,255,Augustus Martin
Chief Executive’s Office,Corporate & Democratic Core,Corporate Management,Tower Design,Printing - Internal,07/02/2024,5874367,503.82,Financial Data Management Ltd
Chief Executive’s Office,Planning Services,Community Development,Emergency Fund,Third Party Payments - Voluntary Associations,16/02/2024,5863902,"10,000.00",EMMOTT CLOSE SENIOR CITIZENS CLUB
Chief Executive’s Office,Planning Services,Community Development,Emergency Fund,Third Party Payments - Voluntary Associations,16/02/2024,5863903,"9,800.00",BIKE WORKS CIC
Children’s Services,No Service Specified,No Division Specified,Culture - CAP,Capital Budgets (Expenditure) - Main Works,28/02/2024,5873745,"3,500.00",Demiurgic Consulting Engineers Limited
Children’s Services,No Service Specified,No Division Specified,Culture - CAP,Other External Fees - Consultants Fees,07/02/2024,5874414,"24,350.00",FaulknerBrowns LLP
Children’s Services,No Service Specified,No Division Specified,Culture - CAP,Other External Fees - Other External Fees,28/02/2024,5873749,"4,400.00",Leadenhall Project Management Ltd
Children’s Services,No Service Specified,No Division Specified,Culture - CAP,Other External Fees - Other External Fees,28/02/2024,5877231,"79,004.24",Child Graddon Lewis Limited
Children’s Services,No Service Specified,No Division Specified,Culture - CAP,Other External Fees - Other External Fees,28/02/2024,5877233,"33,154.53",Child Graddon Lewis Limited
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Ancillary Works,07/02/2024,5865226,"5,655.00",JC Coster (Metalworks) Ltd
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,05/02/2024,5863633,"22,550.00",JC Coster (Metalworks) Ltd
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,07/02/2024,5865224,"24,980.00",JC Coster (Metalworks) Ltd
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,07/02/2024,5865225,"10,700.00",JC Coster (Metalworks) Ltd
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,14/02/2024,5868506,"1,040.00",Origin Amenity solutions Ltd (Rigby Taylor Ltd)
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,19/02/2024,5869451,"5,850.00",JC Coster (Metalworks) Ltd
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,19/02/2024,5869452,"1,845.00",JC Coster (Metalworks) Ltd
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,26/02/2024,5871031,"24,760.00",JC Coster (Metalworks) Ltd
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,26/02/2024,5875315,"11,000.00",Lubbe & Sons (Bulbs) Ltd
Children’s Services,No Service Specified,No Division Specified,Parks - CAP,Building Works - Main Works,23/02/2024,5876473,812.5,SFW360 Ltd
Children’s Services,Education Services,Early Years,SSEYCG Workforce Dev't,Room Hire,28/02/2024,5881641,362,Osmani Trust
