Authority,Supplier,Expenditure Category,Directorate,Service,Cost Centre,Cost Centre Name,Revenue / Capital,TransNo,Posted amount,Date Paid
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40744917,2107.12,2024-06-04 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40744917,2782.4,2024-06-04 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40746158,3301.92,2024-06-11 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40746158,1974.2,2024-06-11 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40746158,374.05,2024-06-11 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40748089,2106.96,2024-06-18 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40748089,1997.29,2024-06-18 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40748089,525.77,2024-06-18 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40749593,1834.28,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,A&B Homecare Limited,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40749593,2961.29,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,A&N Safety Consultants,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (East),C20332,EC4 Saltburn Foreshore,Capital,40745049,675,2024-06-04 00:00:00
Redcar & Cleveland Borough Council,A&N Safety Consultants,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (East),C20332,EC4 Saltburn Foreshore,Capital,40745066,875,2024-06-04 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40746448,1050,2024-06-11 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40746453,616.5,2024-06-11 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40746460,3700,2024-06-11 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40748222,589.5,2024-06-17 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40748227,3700,2024-06-17 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40748228,950,2024-06-17 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40749492,616.5,2024-06-21 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40749495,550,2024-06-21 00:00:00
Redcar & Cleveland Borough Council,A1 Buses Ltd,Public Transport,Children & Families,Operations,10093,Childrens Home To School/College Transport,Revenue,40749505,3700,2024-06-21 00:00:00
Redcar & Cleveland Borough Council,Aapna Services Ltd,Private Contractors,Adults & Communities,Day Services,11184,SS 18-64 Community: Day Centre,Revenue,40715976,2904.25,2024-06-06 00:00:00
Redcar & Cleveland Borough Council,Aapna Services Ltd,Private Contractors,Adults & Communities,Day Services,11184,SS 18-64 Community: Day Centre,Revenue,40721908,507.2,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,Aapna Services Ltd,Private Contractors,Adults & Communities,Day Services,11184,SS 18-64 Community: Day Centre,Revenue,40721909,2904.25,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,Aapna Services Ltd,Private Contractors,Adults & Communities,Day Services,11184,SS 18-64 Community: Day Centre,Revenue,40721911,1104.8,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,Abridge Construction Ltd,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20089,Disabled Facilities Grant,Capital,40750692,15000,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Acorn Care (NE) Limited (Fostering),Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40748151,3975.44,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Acorn Care (NE) Limited (Fostering),Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40748166,4982.01,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Acorn Care (NE) Limited (Fostering),Boarding Out Allowance - Basic,Children & Families,Safeguarding And CF,10689,Independent Fostering Agencies,Revenue,40750630,3985.67,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Adapt-Able,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20083,CSDP Adaptations,Capital,40750060,990,2024-06-26 00:00:00
Redcar & Cleveland Borough Council,Adapt-Able,Capital Grant Expenditure,Adults & Communities,Operation Partnerships & Provider Services,C20083,CSDP Adaptations,Capital,40750072,900.03,2024-06-26 00:00:00
Redcar & Cleveland Borough Council,Adare sec Ltd,Printing & Stationery,Resources,Elections,10189,District Elections,Revenue,40743218,759.95,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,ADT Fire & Security Plc,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40740054,2047.09,2024-06-05 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40744682,2368,2024-06-03 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40744687,10481.52,2024-06-03 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40744692,2157.96,2024-06-03 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40747959,616.56,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40747960,12022.92,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Advantage Healthcare Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40750643,1089.28,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Agents Property Auction,Services - Professional Fees,Resources,"Local Taxation, Support and Customer Services",10018,Advice & Information Contract,Revenue,40749282,3600,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Agents Property Auction,Services - Professional Fees,Resources,"Local Taxation, Support and Customer Services",10018,Advice & Information Contract,Revenue,40749282,-3000,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Agents Property Auction,Services - Professional Fees,Resources,"Local Taxation, Support and Customer Services",10018,Advice & Information Contract,Revenue,40749283,3600,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Agents Property Auction,Services - Professional Fees,Resources,"Local Taxation, Support and Customer Services",10018,Advice & Information Contract,Revenue,40749283,-3000,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Aircon Group,R & M of Build,"Growth, Enterprise and Environment",Property Services,10156,Cyclic Maintenance,Revenue,40747329,708,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Albany Office Furniture Solutions,Computer Hardware,Resources,"Local Taxation, Support and Customer Services",10148,Customer Services,Revenue,40744641,644,2024-06-17 00:00:00
Redcar & Cleveland Borough Council,Albany Office Furniture Solutions,General Supplies & Services,Adults & Communities,Director - Adults & Communities,10435,Management & Fieldwork - Management,Revenue,40745125,644,2024-06-10 00:00:00
Redcar & Cleveland Borough Council,Align Propery Partners Limited,Services - Professional Fees,"Growth, Enterprise and Environment",Strategic Asset,10795,Strategic Assets,Revenue,40743707,2500,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40743925,3402,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40745126,1854,2024-06-10 00:00:00
Redcar & Cleveland Borough Council,Allensway Recycling Ltd,Waste Disposal Costs,"Growth, Enterprise and Environment",Waste Services,10908,Waste Disposal - HWRC Waste,Revenue,40745131,2040,2024-06-04 00:00:00
Redcar & Cleveland Borough Council,Allied Publicity Services  APS Group,General Supplies & Services,"Growth, Enterprise and Environment",Parking,10529,Parking Processing,Revenue,40744580,686.4,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Allium UK Holding Ltd,Subscriptions,"Growth, Enterprise and Environment","Planning, Development & Housing Strategy",10061,Building Control,Revenue,40745952,9737,2024-06-06 00:00:00
Redcar & Cleveland Borough Council,Allpay Ltd,Services - Professional Fees,Resources,Accountancy,10080,Cashiers,Revenue,40745893,3079.25,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Alrose Productions Ltd,Services - Professional Fees,"Growth, Enterprise and Environment",Culture & Tourism,11273,Events,Revenue,40745347,3830,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Alu-Fix Ltd,R & M of Build,"Growth, Enterprise and Environment",Property Services,10613,Repairs & Maintenance,Revenue,40745928,3105.62,2024-06-06 00:00:00
Redcar & Cleveland Borough Council,Amazon Payments UK Ltd,Miscellaneous Capital Costs,"Growth, Enterprise and Environment",Engineering & Highways,C20398,Environmental Assets (Structures),Capital,40744790,1662.9,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,Amber Care Group (UK) LTD,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40746377,49995,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Annodata Ltd T/A Kyocera Document Solutions,Photocopier Usage,"Growth, Enterprise and Environment",Property Services,10471,Business Support Reallocations,Revenue,40745167,3974.51,2024-06-04 00:00:00
Redcar & Cleveland Borough Council,Antlia Services Ltd,R & M of Build,"Growth, Enterprise and Environment",Property Services,10614,Repairs & Mtce Additional Works,Revenue,40743607,726.84,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,Antlia Services Ltd,R & M of Build,"Growth, Enterprise and Environment",Property Services,10613,Repairs & Maintenance,Revenue,40749706,1145.21,2024-06-24 00:00:00
Redcar & Cleveland Borough Council,AON UK LIMITED,Services - Professional Fees,General Fund,Insurance Costs,10164,Insurance Costs,Revenue,40750758,40616.98,2024-06-28 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40744824,18378.35,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40744825,17785.5,2024-06-03 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40744826,17785.5,2024-06-03 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40744883,26345,2024-06-03 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40744885,18378.35,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40744886,17785.5,2024-06-03 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40744887,31356.5,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Ar Cúram Limited,Private Contractors,Children & Families,Safeguarding And CF,10020,Residential (formerly Agency),Revenue,40744888,27271.1,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Respite Care,Children & Families,Safeguarding And CF,10254,Fostering Staff,Revenue,40747954,2241,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40747999,825,2024-06-14 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40748000,825,2024-06-14 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40748001,1905,2024-06-14 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40748002,825,2024-06-14 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40749939,825,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40749940,825,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40749941,825,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40749942,825,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Services - Professional Fees,Children & Families,Early Help,10021,Childrens Short Breaks,Revenue,40749943,1728,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Respite Care,Children & Families,Safeguarding And CF,10254,Fostering Staff,Revenue,40749944,2241,2024-06-26 00:00:00
Redcar & Cleveland Borough Council,Ark Consultants (UK) Ltd,Respite Care,Children & Families,Safeguarding And CF,10254,Fostering Staff,Revenue,40749945,3972,2024-06-26 00:00:00
Redcar & Cleveland Borough Council,Askews & Holts Library Services Ltd,Books and Publications,"Growth, Enterprise and Environment",Libraries and Customer Services,10405,Libraries General,Revenue,40747421,714.6,2024-06-12 00:00:00
Redcar & Cleveland Borough Council,Askews & Holts Library Services Ltd,Books and Publications,"Growth, Enterprise and Environment",Libraries and Customer Services,10405,Libraries General,Revenue,40748772,519.32,2024-06-19 00:00:00
Redcar & Cleveland Borough Council,Askews & Holts Library Services Ltd,Books and Publications,"Growth, Enterprise and Environment",Libraries and Customer Services,10405,Libraries General,Revenue,40748773,707.67,2024-06-19 00:00:00
Redcar & Cleveland Borough Council,Aspire Technology Solutions Ltd,Datalink,Resources,IT and Digital,10747,Telecomms (ICT Voice & Data Networks),Revenue,40746142,4811.4,2024-06-24 00:00:00
Redcar & Cleveland Borough Council,Assetworks Fleet Solutions Ltd,Computer Licences,Resources,IT and Digital,11468,IT Operations - Non Pay,Revenue,40745426,16282.51,2024-06-05 00:00:00
Redcar & Cleveland Borough Council,Assoc. Of Electoral Admin,Training Expenses - Employees,Resources,Elections,10189,District Elections,Revenue,40743327,3447.6,2024-06-18 00:00:00
Redcar & Cleveland Borough Council,AVC Wise Ltd,Services - Professional Fees,Resources,Accountancy,11438,Salary Sacrifice Savings,Revenue,40744882,1941.24,2024-06-04 00:00:00
Redcar & Cleveland Borough Council,AVC Wise Ltd,Services - Professional Fees,Resources,Accountancy,11438,Salary Sacrifice Savings,Revenue,40748609,1948.48,2024-06-20 00:00:00
Redcar & Cleveland Borough Council,Avison Young,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (West),C20427,LUF Eston Precinct,Capital,40741843,3000,2024-06-20 00:00:00
Redcar & Cleveland Borough Council,Avison Young,Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (West),C20427,LUF Eston Precinct,Capital,40744976,1500,2024-06-26 00:00:00
Redcar & Cleveland Borough Council,Axiell Ltd,Computer Licences,Resources,IT and Digital,10338,Digital Services Development (Formerly ICT Systems & Software),Revenue,40746053,23930.26,2024-06-07 00:00:00
Redcar & Cleveland Borough Council,Base Camp Industries Ltd,Services - Professional Fees,"Growth, Enterprise and Environment",Culture & Tourism,11273,Events,Revenue,40746378,4950,2024-06-18 00:00:00
Redcar & Cleveland Borough Council,Beeline Promotional Products Ltd,General Supplies & Services,"Growth, Enterprise and Environment",Property Services,10471,Business Support Reallocations,Revenue,40744996,395,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Beeline Promotional Products Ltd,General Supplies & Services,"Growth, Enterprise and Environment",Property Services,10471,Business Support Reallocations,Revenue,40744996,160,2024-06-27 00:00:00
Redcar & Cleveland Borough Council,Bell Truck Sales Ltd,"Acquisition of Vehicles, Plant & Equipment","Growth, Enterprise and Environment",Fleet,C20100,Vehicles,Capital,40739156,164696,2024-06-04 00:00:00
Redcar & Cleveland Borough Council,Belmont Primary School,General Supplies & Services,Children & Families,Education DSG Funded,10518,IPS - Mainstream,Revenue,40749364,20483.33,2024-06-21 00:00:00
Redcar & Cleveland Borough Council,Bentley Medical Practice,Private Contractors,Adults & Communities,Public Health R&C,10847,NHS Health Check Programme,Revenue,40721663,570,2024-06-05 00:00:00
Redcar & Cleveland Borough Council,Bentley Medical Practice,Private Contractors,Adults & Communities,Public Health R&C,10847,NHS Health Check Programme,Revenue,40746214,6410,2024-06-10 00:00:00
Redcar & Cleveland Borough Council,Bestway Wholesale Ltd,Refreshments,Adults & Communities,Operation Partnerships & Provider Services,11282,Meadowgate ICC,Revenue,40743784,577.01,2024-06-24 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Operation Partnerships & Provider Services,10040,Assistive Technology,Revenue,40744817,538.04,2024-06-03 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Services - Professional Fees,Resources,"Local Taxation, Support and Customer Services",10148,Customer Services,Revenue,40745913,989.75,2024-06-06 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Rent - Expenditure,Children & Families,Safeguarding And CF,11239,Unaccompanied Asylum Seeking Children,Revenue,40747330,1609.63,2024-06-18 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Services - Professional Fees,Resources,"Local Taxation, Support and Customer Services",10148,Customer Services,Revenue,40749741,989.75,2024-06-25 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Private Contractors,Adults & Communities,Partnership Lead,10994,"BCF - Recovery, Assessment & Reablement Beds",Revenue,40749975,652.16,2024-06-26 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Boarding Out Allowance - Basic,"Growth, Enterprise and Environment",Health Protection & Healthcare Quality,10044,B&B Accomodation,Revenue,40749982,581.35,2024-06-26 00:00:00
Redcar & Cleveland Borough Council,Beyond Housing,Boarding Out Allowance - Basic,"Growth, Enterprise and Environment",Health Protection & Healthcare Quality,10044,B&B Accomodation,Revenue,40749994,578.8,2024-06-26 00:00:00
Redcar & Cleveland Borough Council,Bidvest Noonan (UK) Ltd,R & M of Build - Security,"Growth, Enterprise and Environment",Culture & Tourism,10383,Museums,Revenue,40744104,6517.56,2024-06-21 00:00:00
Redcar & Cleveland Borough Council,"Billinghurst, George & Partner",Professional Fees (formerly Agency),"Growth, Enterprise and Environment",Place Investment Development (East),C20332,EC4 Saltburn Foreshore,Capital,40749453,1500,2024-06-24 00:00:00
Redcar & Cleveland Borough Council,Birkbecks Electrical Limited,Tools and Equipment - Purchase,"Growth, Enterprise and Environment",Health Protection & Healthcare Quality,11230,UKRS Refugee Resettlements,Revenue,40747296,950,2024-06-18 00:00:00
Redcar & Cleveland Borough Council,Birkbecks Electrical Limited,Tools and Equipment - Purchase,"Growth, Enterprise and Environment",Health Protection & Healthcare Quality,11230,UKRS Refugee Resettlements,Revenue,40747304,916.66,2024-06-18 00:00:00
Redcar & Cleveland Borough Council,Birkbecks Electrical Limited,Tools and Equipment - Purchase,"Growth, Enterprise and Environment",Health Protection & Healthcare Quality,11230,UKRS Refugee Resettlements,Revenue,40747322,600,2024-06-18 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10540,Persnl Care Lrning Dis,Revenue,40745228,2076.33,2024-06-05 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40745228,13076.24,2024-06-05 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40745228,6475.37,2024-06-05 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10456,Mental Health Personal Care,Revenue,40745228,2050.81,2024-06-05 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40745233,1192.59,2024-06-05 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40746519,11031.25,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40746519,1889.13,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10540,Persnl Care Lrning Dis,Revenue,40746519,2243.89,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40746519,6627.04,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10456,Mental Health Personal Care,Revenue,40746519,2050.81,2024-06-13 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10456,Mental Health Personal Care,Revenue,40746520,2050.81,2024-06-12 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40746520,1923.77,2024-06-12 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10540,Persnl Care Lrning Dis,Revenue,40746520,2637.05,2024-06-12 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40746520,11966.39,2024-06-12 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10542,Personal Care PD,Revenue,40746520,6111.7,2024-06-12 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40746539,1192.59,2024-06-12 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10541,Personal Care OP,Revenue,40746548,1192.59,2024-06-12 00:00:00
Redcar & Cleveland Borough Council,BJP Home Support Ltd,Private Contractors,Adults & Communities,Home Care,10456,Mental Health Personal Care,Revenue,40748810,2261.43,2024-06-20 00:00:00
