Transaction Date,Local Authority Department,BENEFICIARY,Purpose,Amount,Non Recoverable,Merchant Category
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,39.5,0,VENDOR
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,125,0,VENDOR
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,48,0,VENDOR
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,153,0,VENDOR
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,47.7,0,VENDOR
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,178,0,VENDOR
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,46.5,0,VENDOR
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,18.95,0,VENDOR
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,146.5,0,VENDOR
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,14.9,0,VENDOR
01-12-2023,Environment and Sustainable Transport,Greener Solutions,Highway Services,47.95,0,VENDOR
01-12-2023,Housing Revenue Account,Gowing Law Solicitors,Legal Fees,2300,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Elan Management Solutions T/A Joy Foundation,Supported Other Accommodation - Private Contractors Payment,385,0,VENDOR
01-12-2023,Adults & Health,Strengthscope Ltd,Internet Costs,422.5,0,VENDOR
01-12-2023,Marketing,Pams People.,Events,600,0,VENDOR
01-12-2023,Marketing,Pams People.,Events,600,0,VENDOR
01-12-2023,RMS,Express Environmental Solutions Ltd,"Maintenance - Equipment, Furniture And Materials",1200,0,COMMERCIAL SUPPLIER
01-12-2023,Inclusive Economy & Housing,Growportfolio Ltd,Licence And Permit Income,750,0,NON COMMERCIAL SUPPLIER
01-12-2023,Inclusive Economy & Housing,LS88 Ltd,Licence And Permit Income,750,0,NON COMMERCIAL SUPPLIER
01-12-2023,Inclusive Economy & Housing,Johns & Co Real Estate (Services) Ltd,Licence And Permit Income,750,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Payments To Voluntary Sector,122.6,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Payments To Voluntary Sector,113.4,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Payments To Voluntary Sector,113.4,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Payments To Voluntary Sector,113.4,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,109.44,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,109.44,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,109.44,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,109.44,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,450.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,Headway East London,Daycare - Private Contractors Payment,218.88,0,COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,323.19,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,82.08,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,71.82,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,215.46,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,107.73,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Reablement,107.73,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,30.86,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,107.73,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,41.04,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,466.83,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,107.73,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,30.78,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,323.19,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,251.37,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,251.37,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,215.46,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,128.25,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,215.46,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,323.19,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,861.84,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,251.37,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,502.74,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,251.37,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,41.04,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,251.37,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,466.83,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,251.37,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,861.84,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,41.04,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,41.04,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,30.78,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,30.78,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,369.36,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,215.46,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,574.59,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,41.04,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,164.16,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,107.73,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Reablement,85.16,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,82.08,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,251.37,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,66.69,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,107.73,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,107.73,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,71.82,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,2082.78,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,71.82,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,189.81,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,323.19,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,174.42,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,610.47,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,82.08,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,502.74,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,574.56,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,559.17,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,251.37,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,41.04,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,71.82,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,430.92,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,205.2,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,41.04,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,82.08,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,251.37,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,30.78,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,682.29,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,30.78,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,646.38,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,102.6,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,107.73,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Reablement,82.08,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,395.01,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,107.73,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,241.11,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Reablement,241.11,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Reablement,46.17,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Reablement,46.17,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,51.3,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Reablement,128.25,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Reablement,107.73,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Daycare - Private Contractors Payment,41.04,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,20.52,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,143.64,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,102.6,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,395.01,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,251.37,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,861.84,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Reablement,179.55,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,323.19,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,30.78,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,82.08,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Respite Care - Private Contractors Payment,102.6,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,133.38,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,441.18,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,323.19,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,15.39,0,NON COMMERCIAL SUPPLIER
01-12-2023,Adults & Health,De Vere Care Partnership Ltd,Home Care - Private Contractors Payment,477.09,0,NON COMMERCIAL SUPPLIER
